变量名,_beizhu,npc,gymID,hardDegree,weight,deployType,deployNatureLimit,deployCardNumLimit,deployNum,lastJump,historyJump,_beizhu1,weatherDesc,weatherDesc_tw,weatherDesc_en,weatherDesc_vn,weatherDesc_kr,weatherDesc_pt,weatherDesc_th,palce,palce_tw,palce_en,palce_vn,palce_kr,palce_ar,palce_de,palce_fr,palce_it,palce_pt,palce_ru,palce_th,placeDesc,placeDesc_tw,placeDesc_en,placeDesc_vn,placeDesc_kr,placeDesc_ar,placeDesc_de,placeDesc_fr,placeDesc_it,placeDesc_pt,placeDesc_ru,placeDesc_th,specialEff,specialEffDesc,specialEffDesc_tw,specialEffDesc_en,specialEffDesc_vn,specialEffDesc_kr,specialEffDesc_pt,specialEffDesc_th
80634,6超坏星,,7,64,1,1,,,,62,,5,,,,,,,,毒菱场地：,毒菱場地：,Toxic Spikes Terrain:,404,독 그라운드: ,تضاريس المسامير السامة:,Gelände „Giftige Stacheln“:,Terrain de pics toxiques :,Terreno con punte tossiche:,Terreno de Picos Tóxicos:,Токсичные шипы Местность:,พื้นที่ที่เต็มไปด้วยหนามพิษ:,非毒系精灵每回合持续损失一定生命值,非毒系精靈每回合持續損失一定生命值,Non-Poison type Pokémon loses a certain amount of HP every round,404,독 타입 아닌 포켓몬은 턴마다 지속적으로 일정한 HP를 손실한다,يفقد البوكيمون من النوع غير السام قدرًا معينًا من نقاط الصحة في كل جولة,Pokémon vom Typ „Nicht-Gift“ verlieren jede Runde eine bestimmte Menge an HP.,Les Pokémon de type non-poison perdent une certaine quantité de PV à chaque tour,I Pokémon di tipo non Veleno perdono una certa quantità di PS ogni round,Pokémon do tipo não venenoso perdem uma certa quantidade de HP a cada rodada,Покемон неядовитого типа теряет определенное количество HP каждый раунд.,โปเกมอนประเภทที่ไม่ใช่พิษจะสูญเสีย HP จำนวนหนึ่งในแต่ละรอบ,<<<8>;1;0;8%>;<<8>;17;0;500>>,,,,,,,
80635,,,7,64,0,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80636,,,7,64,0,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80641,钢柱+3可可,,7,65,1,1,,,,63,62,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<<<17>;1;0;10%>;<<17>;25;0;1000>;<<17>;24;0;1000>>,,,,,,,
80642,虫系协战,,7,65,1,1,,,,63,62,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<<<12>;1;0;10%>;<<12>;13;0;10%>>,\n火系技能伤害加成、灼烧伤害和属性克制伤害大幅提升\n火神蛾可邀战最多5个目标\n欲破群虫 宜用火攻,\n火系技能傷害加成、灼燒傷害和屬性克制傷害大幅提升\n火神蛾可邀戰最多5個目標\n欲破群蟲 宜用火攻,"\nFire skill damage bonus, burning damage and type restraint damage greatly increase.\nVolcarona can invite up to 5 targets into battle.\nIf you want to break Zerg army, use fire attack",404,"\n불꽃 타입 스킬 피해 보너스, 연소 피해와 타입 상성 피해 대폭 증가\n불카모스가 목표 최대 5개를 초대 가능\n벌레 무리에서 돌파하려면 파이어 공격이 좋다","\nO bônus de dano da habilidade de fogo, dano de queimadura e dano de restrição de tipo aumentam muito.\nVolcarona pode convidar até 5 alvos para a batalha.\nSe você quiser destruir o exército Zerg, use o ataque de fogo",โบนัสความเสียหายจากทักษะไฟ ความเสียหายจากการเผาไหม้ และความเสียหายจากการยับยั้งประเภทเพิ่มขึ้นอย่างมาก Volcarona สามารถเชิญเป้าหมายได้มากถึง 5 เป้าหมายเข้าสู่การต่อสู้ หากคุณต้องการทำลายกองทัพ Zerg ให้ใช้การโจมตีด้วยไฟ
80643,,,7,65,0,1,,,,63,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80644,螺帽基拉祈,,7,65,1,1,,,,63,63,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<<<17>;17;0;1000>;<<17>;19;0;1000>>,\n基拉祈7回合后将从沉睡之茧苏醒,\n基拉祈7回合後將從沈睡之繭蘇醒,\nJirachi will be awakened from the Sleeping Cocoon after 7 turns,,,\nJirachi será despertado do Casulo Adormecido após 7 turnos,_nจิราจิจะตื่นจากหลับใหลหลังจาก 7 เทิร์น
80645,,,7,65,0,,,,,63,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80646,,,7,65,0,,,,,63,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80651,,TRUE,7,,100,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80701,超能送分,,8,71,1,1,,,,,,4,,,,,,,,精神场地：,精神場地：,Spiritual Terrain:,404,정신 그라운드: ,التضاريس الروحية:,Spirituelles Terrain:,Terrain spirituel :,Terreno spirituale:,Terreno Espiritual:,Духовная местность:,ภูมิประเทศทางจิตวิญญาณ:,强制自动战斗,強制自動戰鬥,Force auto combat,404,강제 자동 전투,قوة القتال التلقائي,Automatischen Kampf erzwingen,Forcer le combat automatique,Forza combattimento automatico,Forçar combate automático,Принудительный автоматический бой,การต่อสู้แบบอัตโนมัติ,<<<11>;1;0;5%>;<<11>;23;0;1000>>,,,,,,,
80702,妖系送分,,8,71,1,1,,,,,,1,【雾天】（全体降低大量命中率）,【霧天】（全體降低大量命中率）,[Fog] (all unit reduces large amount of hit rate),[Fog] (all unit reduces large amount of hit rate),[안개] (전체 명중률 대량 감소),[Neblina] (todas as unidades reduzem grande quantidade de taxa de acerto),[หมอก] (หน่วยทั้งหมดลดอัตราการโจมตีจำนวนมาก),,,,,,,,,,,,,,,,,,,,,,,,,<<<18>;1;0;5%>;<<18>;22;0;1000>>,,,,,,,
80703,超、妖送分,,8,71,1,1,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<<<11;18>;1;0;5%>;<<11;18>;22;0;1000>>,,,,,,,
80704,,,8,71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80705,,,8,71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80706,,,8,71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80711,超能控制队,,8,72,1,1,,,,,,1,,,,,,,,精神场地：,精神場地：,Spiritual Terrain:,404,정신 그라운드: ,التضاريس الروحية:,Spirituelles Terrain:,Terrain spirituel :,Terreno spirituale:,Terreno Espiritual:,Духовная местность:,ภูมิประเทศทางจิตวิญญาณ:,强制自动战斗,強制自動戰鬥,Force auto combat,404,강제 자동 전투,قوة القتال التلقائي,Automatischen Kampf erzwingen,Forcer le combat automatique,Forza combattimento automatico,Forçar combate automático,Принудительный автоматический бой,การต่อสู้แบบอัตโนมัติ,<<<11>;1;0;6%>;<<11>;17;0;1000>;<<11>;19;0;1000>>,,,,,,,
80712,梦幻超梦,,8,72,1,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<<<11>;1;0;6%>;<<11>;5;0;10000>>,,,,,,,
80713,,,8,72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80714,,,8,72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80715,,,8,72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80716,,,8,72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80721,6超梦,,8,73,1,1,,,,,,3,,,,,,,,精神场地：,精神場地：,Spiritual Terrain:,404,정신 그라운드: ,التضاريس الروحية:,Spirituelles Terrain:,Terrain spirituel :,Terreno spirituale:,Terreno Espiritual:,Духовная местность:,ภูมิประเทศทางจิตวิญญาณ:,强制自动战斗,強制自動戰鬥,Force auto combat,404,강제 자동 전투,قوة القتال التلقائي,Automatischen Kampf erzwingen,Forcer le combat automatique,Forza combattimento automatico,Forçar combate automático,Принудительный автоматический бой,การต่อสู้แบบอัตโนมัติ,<<<11>;1;0;7%>;<<11>;12;0;1000>>,\n人类的科学力量可以造出它的身体，却无法造出一颗温柔的心,\n人類的科學力量可以造出它的身體，卻無法造出一顆溫柔的心,"\nHuman scientific power can create its body, but it cannot create a gentle heart",404,\n인간은 과학의 힘으로 그의 몸을 만들 수 있지만 부드러운 마음을 만들 수 없다,"\nO poder científico humano pode criar seu corpo, mas não pode criar um coração gentil",พลังวิทยาศาสตร์ของมนุษย์สามารถสร้างร่างกายได้ แต่ไม่สามารถสร้างหัวใจที่อ่อนโยนได้
80722,胖丁,,8,73,1,1,,,,,,1,,,,,,,,薄雾场地：,薄霧場地：,Misty Terrain:,404,안개 그라운드: ,التضاريس الضبابية:,Nebliges Gelände:,Terrain brumeux :,Terreno nebbioso:,Terreno Nebuloso:,Туманная местность:,ภูมิประเทศที่มีหมอก:,龙系精灵伤害降低20%\n妖精系免疫控制效果,龍系精靈傷害降低20%\n妖精系免疫控制效果,Dragon type Pokémon damage reduced by 20%\nFairy type Pokémon immune control effect,404,드래곤 타입 포켓몬 피해가 2% 감소한다\n페어리 타입 제어 효과에 면역,تم تقليل ضرر البوكيمون من نوع التنين بنسبة 20%\nتأثير التحكم المناعي للبوكيمون من نوع الجنية,Schaden von Pokémon vom Typ Drache um 20 % reduziert\nImmunkontrolleffekt von Pokémon vom Typ Fee,Dégâts des Pokémon de type Dragon réduits de 20 %\nEffet de contrôle immunitaire des Pokémon de type Fée,Danni dei Pokémon di tipo Drago ridotti del 20%\nEffetto di controllo immunitario dei Pokémon di tipo Folletto,Dano de Pokémon do tipo dragão reduzido em 20%\nEfeito de controle imunológico de Pokémon do tipo fada,Урон покемонов драконьего типа уменьшен на 20%\nЭффект иммунного контроля покемонов волшебного типа,ความเสียหายของโปเกมอนประเภทมังกรลดลง 20%\nเอฟเฟกต์ควบคุมภูมิคุ้มกันของโปเกมอนประเภทนางฟ้า,,胖丁能力大幅提升,胖丁能力大幅提升,Jigglypuff's ability has been greatly improved,404,푸린의 능력이 대폭 증가한다,habilidade de Jigglypuff foi bastante melhorada,ความสามารถของ Jigglypuff ได้รับการปรับปรุงอย่างมาก
80723,,,8,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80724,,,8,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80725,,,8,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80726,,,8,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80731,妖精系主阵容,,8,74,1,1,,,,72,,4,【雾天】（全体降低大量命中率）,【霧天】（全體降低大量命中率）,[Fog] (all unit reduces large amount of hit rate),[Fog] (all unit reduces large amount of hit rate),[안개] (전체 명중률 대량 감소),[Neblina] (todas as unidades reduzem grande quantidade de taxa de acerto),[หมอก] (หน่วยทั้งหมดลดอัตราการโจมตีจำนวนมาก),,,,,,,,,,,,,,,,,,,,,,,,,<<<18>;1;0;8%>;<<18>;28;0;1000>>,,,,,,,
80732,6洛奇亚,,8,74,1,1,,,,72,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<<<11>;1;0;8%>;<<11>;16;0;500>>,,,,,,,
80733,沙奈朵家族,,8,74,1,1,,,,72,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<<<11;18>;1;0;8%>>,前三回合敌方全体控制率大幅提升\n#F20# \n#F40#沙奈朵之家\n#F20# \n#F40#你想成为我的敌人吗？,前三回合敵方全體控製率大幅提升\n#F20# \n#F40#沙奈朵之家\n#F20# \n#F40#你想成為我的敵人嗎？,Greatly increase control rate of all enemies in the first three rounds\n#F20# \n#F40#House of Gardevoir\n#F20# \n#F40#Do you want to be my enemy?,,,Aumente bastante a taxa de controle de todos os inimigos nas três primeiras rodadas\n#F20# \n#F40#Casa de Gardevoir\n#F20# \n#F40#Você quer ser meu inimigo?,เพิ่มอัตราการควบคุมศัตรูทั้งหมดในสามรอบแรกอย่างมาก\n#F20# \n#F40#House of Gardevoir\n#F20# \n#F40#คุณอยากเป็นศัตรูของฉันไหม?
80734,,,8,74,0,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80735,,,8,74,0,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80736,,,8,74,0,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80741,巨金怪+美梦,,8,75,1,1,,,,72,72,1,,,,,,,,薄雾场地：,薄霧場地：,Misty Terrain:,404,안개 그라운드: ,التضاريس الضبابية:,Nebliges Gelände:,Terrain brumeux :,Terreno nebbioso:,Terreno Nebuloso:,Туманная местность:,ภูมิประเทศที่มีหมอก:,龙系精灵伤害降低20%\n妖精系免疫控制效果,龍系精靈傷害降低20%\n妖精系免疫控制效果,Dragon type Pokémon damage reduced by 20%\nFairy type Pokémon immune control effect,404,드래곤 타입 포켓몬 피해가 2% 감소한다\n페어리 타입 제어 효과에 면역,تم تقليل ضرر البوكيمون من نوع التنين بنسبة 20%\nتأثير التحكم المناعي للبوكيمون من نوع الجنية,Schaden von Pokémon vom Typ Drache um 20 % reduziert\nImmunkontrolleffekt von Pokémon vom Typ Fee,Dégâts des Pokémon de type Dragon réduits de 20 %\nEffet de contrôle immunitaire des Pokémon de type Fée,Danni dei Pokémon di tipo Drago ridotti del 20%\nEffetto di controllo immunitario dei Pokémon di tipo Folletto,Dano de Pokémon do tipo dragão reduzido em 20%\nEfeito de controle imunológico de Pokémon do tipo fada,Урон покемонов драконьего типа уменьшен на 20%\nЭффект иммунного контроля покемонов волшебного типа,ความเสียหายของโปเกมอนประเภทมังกรลดลง 20%\nเอฟเฟกต์ควบคุมภูมิคุ้มกันของโปเกมอนประเภทนางฟ้า,,敌方全体小技能无冷却\n巨金怪首次集满4格怒气点时，会连续释放两次必杀技,敵方全體小技能無冷卻\n巨金怪首次集滿4格怒氣點時，會連續釋放兩次必殺技,"All enemy basic skills have no cooldown.\nWhen Metagross first collects 4 bar of anger, it will release its Ultimate Skill twice in a row",404,적 전체 포켓몬의 일반 스킬 쿨타임 없음\n메타그로스가 분노치 첫 4칸 달성 시 연속 2번 필살기 발동 가능,"Todas as habilidades básicas inimigas não têm tempo de recarga.\nQuando Metagross coleta 4 barras de raiva pela primeira vez, ele libera sua Habilidade Suprema duas vezes seguidas",ทักษะพื้นฐานของศัตรูทั้งหมดไม่มีคูลดาวน์ เมื่อ Metagross รวบรวมความโกรธได้ 4 หลอดครั้งแรก มันจะปล่อยทักษะขั้นสูงสุดสองครั้งติดต่อกัน
80742,,,8,75,0,,,,,73,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80743,超级胡地,,8,75,0,1,,,,73,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80744,真·魔神本,,8,75,1,3,,6,4,73,72,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,真·光轮的超魔神\n胡帕会根据对方上阵人数召唤对应数量的精灵\n当解放胡帕击杀目标时，力量将会被惩戒之壶制约变成惩戒胡帕，持续3回合，并永久易伤40%（可叠加）\n小提示：光轮十分脆弱，且可被攻击,真·光輪的超魔神\n胡帕會根據對方上陣人數召喚對應數量的精靈\n當解放胡帕擊殺目標時，力量將會被懲戒之壺制約變成懲戒胡帕，持續3回合，並永久易傷40%（可疊加）\n小提示：光輪十分脆弱，且可被攻擊,"True•Hoopa and the Clash of Ages\n Hoopa will summon corresponding Pokémon according to opponent deploy number\n When unbound kill target, power of Hoopa will be restrain by Prison Bottle, last for 3 round, and permanent Vulnerability 40%(able to stack)\nTips: Halo is very fragile and able to be attack",404,"진·헤일로의 초마신\n후파는 상대방의 출전 인원수에 따라 같은 수량의 포켓몬을 소환한다\n굴레를 벗어난 후파는 목표 처치 시, 힘이 굴레의항아리에서  제약을 받아 굴레에 빠진 후파로 바뀐다. 지속 시간: 2턴，영구적으로 취약 4% (중첩 가능) \n팁: 헤일로가 아주 약하고 공격을 당하기 가능하다","Verdadeiro•Hoopa e o Clash of Ages\n Hoopa invocará os Pokémon correspondentes de acordo com o número de implantação do oponente\n Quando o alvo for desvinculado, o poder de Hoopa será restringido pela Garrafa de Prisão, durará 3 rodadas e a Vulnerabilidade será permanente de 40% (pode acumular)\nDicas: Halo é muito frágil e pode ser atacado",True•Hoopa and the Clash of Ages\n Hoopa จะเรียกโปเกมอนที่ตรงกันตามจำนวนการจัดวางของฝ่ายตรงข้าม\n เมื่อเป้าหมายสังหารไม่ถูกผูกมัด พลังของ Hoopa จะถูกยับยั้งด้วย Prison Bottle มีผล 3 รอบ และมีค่า Vulnerability 40% ถาวร (สามารถซ้อนกันได้)\nเคล็ดลับ: Halo นั้นเปราะบางมากและสามารถโจมตีได้
80745,,,8,75,0,,,,,73,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80746,,,8,75,0,,,,,73,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80751,,TRUE,8,,100,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
