变量名,equip_id,stage,costGold,costItemMap
16165,11124,15,160000,{5024=54;5023=54;5022=54;100=18}
16166,11124,16,180000,{5025=72;5026=72;5027=72;100=24}
16167,11124,17,200000,{5028=100;5030=100;5029=100;100=30}
16168,11124,18,220000,{5032=150;5031=150;5033=150;100=36}
16169,11124,19,240000,{5034=200;5035=200;5036=200;100=42}
16170,11124,20,260000,{5037=220;5039=220;5038=220;100=48}
16171,11124,21,300000,{5040=240;5042=240;5041=240;100=54}
16172,11124,22,350000,{5043=260;5045=260;5044=260;100=60}
16173,11124,23,400000,{5048=280;5047=280;5046=280;100=66}
16174,11124,24,450000,{5049=300;5050=300;5051=300;100=72}
16175,11124,25,500000,{5053=320;5054=320;5052=320;100=78}
16176,11124,26,550000,{5055=340;5057=340;100=84;5056=340}
16177,11124,27,600000,{5058=360;5059=360;100=90;5060=360}
16178,11124,28,650000,{5061=380;5063=380;100=96;5062=380}
16179,11124,29,700000,{5064=400;5065=400;100=102;5066=400}
16180,11124,30,750000,{5064=420;5065=420;100=108;5066=420}
16181,11124,31,800000,{5070=880;5072=880;100=114;5071=880}
16182,11124,32,850000,{5075=920;100=120;5073=920;5074=920}
16183,11124,33,900000,{5077=960;5078=960;100=126;5076=960}
16184,11124,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
16185,11124,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
16186,11124,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
16187,11124,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
16188,11124,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
16189,11124,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
16190,11124,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
16191,11124,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
16192,11124,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
16193,11124,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
16501,11131,1,5000,{100=1}
16502,11131,2,10000,{100=1}
16503,11131,3,15000,{100=1}
16504,11131,4,20000,{5005=2;5004=2;5006=2;100=1}
16505,11131,5,25000,{5009=2;5007=2;5008=2;100=1}
16506,11131,6,30000,{5010=3;5012=3;5011=3;100=1}
16507,11131,7,35000,{5010=4;5012=4;5011=4;100=2}
16508,11131,8,40000,{5014=5;5015=5;5013=5;100=2}
16509,11131,9,50000,{5014=6;5015=6;5013=6;100=4}
16510,11131,10,60000,{5016=8;5017=8;5018=8;100=4}
16511,11131,11,80000,{5016=10;5017=10;5018=10;100=6}
16512,11131,12,100000,{5021=16;5020=16;5019=16;100=6}
16513,11131,13,120000,{5021=24;5020=24;5019=24;100=9}
16514,11131,14,140000,{5024=36;5023=36;5022=36;100=12}
16515,11131,15,160000,{5024=54;5023=54;5022=54;100=18}
16516,11131,16,180000,{5025=72;5026=72;5027=72;100=24}
16517,11131,17,200000,{5028=100;5030=100;5029=100;100=30}
16518,11131,18,220000,{5032=150;5031=150;5033=150;100=36}
16519,11131,19,240000,{5034=200;5035=200;5036=200;100=42}
16520,11131,20,260000,{5037=220;5039=220;5038=220;100=48}
16521,11131,21,300000,{5040=240;5042=240;5041=240;100=54}
16522,11131,22,350000,{5043=260;5045=260;5044=260;100=60}
16523,11131,23,400000,{5048=280;5047=280;5046=280;100=66}
16524,11131,24,450000,{5049=300;5050=300;5051=300;100=72}
16525,11131,25,500000,{5053=320;5054=320;5052=320;100=78}
16526,11131,26,550000,{5055=340;5057=340;100=84;5056=340}
16527,11131,27,600000,{5058=360;5059=360;100=90;5060=360}
16528,11131,28,650000,{5061=380;5063=380;100=96;5062=380}
16529,11131,29,700000,{5064=400;5065=400;100=102;5066=400}
16530,11131,30,750000,{5064=420;5065=420;100=108;5066=420}
16531,11131,31,800000,{5070=880;5072=880;100=114;5071=880}
16532,11131,32,850000,{5075=920;100=120;5073=920;5074=920}
16533,11131,33,900000,{5077=960;5078=960;100=126;5076=960}
16534,11131,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
16535,11131,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
16536,11131,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
16537,11131,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
16538,11131,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
16539,11131,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
16540,11131,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
16541,11131,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
16542,11131,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
16543,11131,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
16551,11132,1,5000,{100=1}
16552,11132,2,10000,{100=1}
16553,11132,3,15000,{100=1}
16554,11132,4,20000,{5005=2;5004=2;5006=2;100=1}
16555,11132,5,25000,{5009=2;5007=2;5008=2;100=1}
16556,11132,6,30000,{5010=3;5012=3;5011=3;100=1}
16557,11132,7,35000,{5010=4;5012=4;5011=4;100=2}
16558,11132,8,40000,{5014=5;5015=5;5013=5;100=2}
16559,11132,9,50000,{5014=6;5015=6;5013=6;100=4}
16560,11132,10,60000,{5016=8;5017=8;5018=8;100=4}
16561,11132,11,80000,{5016=10;5017=10;5018=10;100=6}
16562,11132,12,100000,{5021=16;5020=16;5019=16;100=6}
16563,11132,13,120000,{5021=24;5020=24;5019=24;100=9}
16564,11132,14,140000,{5024=36;5023=36;5022=36;100=12}
16565,11132,15,160000,{5024=54;5023=54;5022=54;100=18}
16566,11132,16,180000,{5025=72;5026=72;5027=72;100=24}
16567,11132,17,200000,{5028=100;5030=100;5029=100;100=30}
16568,11132,18,220000,{5032=150;5031=150;5033=150;100=36}
16569,11132,19,240000,{5034=200;5035=200;5036=200;100=42}
16570,11132,20,260000,{5037=220;5039=220;5038=220;100=48}
16571,11132,21,300000,{5040=240;5042=240;5041=240;100=54}
16572,11132,22,350000,{5043=260;5045=260;5044=260;100=60}
16573,11132,23,400000,{5048=280;5047=280;5046=280;100=66}
16574,11132,24,450000,{5049=300;5050=300;5051=300;100=72}
16575,11132,25,500000,{5053=320;5054=320;5052=320;100=78}
16576,11132,26,550000,{5055=340;5057=340;100=84;5056=340}
16577,11132,27,600000,{5058=360;5059=360;100=90;5060=360}
16578,11132,28,650000,{5061=380;5063=380;100=96;5062=380}
16579,11132,29,700000,{5064=400;5065=400;100=102;5066=400}
16580,11132,30,750000,{5064=420;5065=420;100=108;5066=420}
16581,11132,31,800000,{5070=880;5072=880;100=114;5071=880}
16582,11132,32,850000,{5075=920;100=120;5073=920;5074=920}
16583,11132,33,900000,{5077=960;5078=960;100=126;5076=960}
16584,11132,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
16585,11132,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
16586,11132,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
16587,11132,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
16588,11132,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
16589,11132,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
16590,11132,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
16591,11132,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
16592,11132,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
16593,11132,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
16601,11133,1,5000,{100=1}
16602,11133,2,10000,{100=1}
16603,11133,3,15000,{100=1}
16604,11133,4,20000,{5005=2;5004=2;5006=2;100=1}
16605,11133,5,25000,{5009=2;5007=2;5008=2;100=1}
16606,11133,6,30000,{5010=3;5012=3;5011=3;100=1}
16607,11133,7,35000,{5010=4;5012=4;5011=4;100=2}
16608,11133,8,40000,{5014=5;5015=5;5013=5;100=2}
16609,11133,9,50000,{5014=6;5015=6;5013=6;100=4}
16610,11133,10,60000,{5016=8;5017=8;5018=8;100=4}
16611,11133,11,80000,{5016=10;5017=10;5018=10;100=6}
16612,11133,12,100000,{5021=16;5020=16;5019=16;100=6}
16613,11133,13,120000,{5021=24;5020=24;5019=24;100=9}
16614,11133,14,140000,{5024=36;5023=36;5022=36;100=12}
16615,11133,15,160000,{5024=54;5023=54;5022=54;100=18}
16616,11133,16,180000,{5025=72;5026=72;5027=72;100=24}
16617,11133,17,200000,{5028=100;5030=100;5029=100;100=30}
16618,11133,18,220000,{5032=150;5031=150;5033=150;100=36}
16619,11133,19,240000,{5034=200;5035=200;5036=200;100=42}
16620,11133,20,260000,{5037=220;5039=220;5038=220;100=48}
16621,11133,21,300000,{5040=240;5042=240;5041=240;100=54}
16622,11133,22,350000,{5043=260;5045=260;5044=260;100=60}
16623,11133,23,400000,{5048=280;5047=280;5046=280;100=66}
16624,11133,24,450000,{5049=300;5050=300;5051=300;100=72}
16625,11133,25,500000,{5053=320;5054=320;5052=320;100=78}
16626,11133,26,550000,{5055=340;5057=340;100=84;5056=340}
16627,11133,27,600000,{5058=360;5059=360;100=90;5060=360}
16628,11133,28,650000,{5061=380;5063=380;100=96;5062=380}
16629,11133,29,700000,{5064=400;5065=400;100=102;5066=400}
16630,11133,30,750000,{5064=420;5065=420;100=108;5066=420}
16631,11133,31,800000,{5070=880;5072=880;100=114;5071=880}
16632,11133,32,850000,{5075=920;100=120;5073=920;5074=920}
16633,11133,33,900000,{5077=960;5078=960;100=126;5076=960}
16634,11133,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
16635,11133,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
16636,11133,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
16637,11133,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
16638,11133,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
16639,11133,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
16640,11133,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
16641,11133,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
16642,11133,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
16643,11133,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
16651,11134,1,5000,{100=1}
16652,11134,2,10000,{100=1}
16653,11134,3,15000,{100=1}
16654,11134,4,20000,{5005=2;5004=2;5006=2;100=1}
16655,11134,5,25000,{5009=2;5007=2;5008=2;100=1}
16656,11134,6,30000,{5010=3;5012=3;5011=3;100=1}
16657,11134,7,35000,{5010=4;5012=4;5011=4;100=2}
16658,11134,8,40000,{5014=5;5015=5;5013=5;100=2}
16659,11134,9,50000,{5014=6;5015=6;5013=6;100=4}
16660,11134,10,60000,{5016=8;5017=8;5018=8;100=4}
16661,11134,11,80000,{5016=10;5017=10;5018=10;100=6}
16662,11134,12,100000,{5021=16;5020=16;5019=16;100=6}
16663,11134,13,120000,{5021=24;5020=24;5019=24;100=9}
16664,11134,14,140000,{5024=36;5023=36;5022=36;100=12}
16665,11134,15,160000,{5024=54;5023=54;5022=54;100=18}
16666,11134,16,180000,{5025=72;5026=72;5027=72;100=24}
16667,11134,17,200000,{5028=100;5030=100;5029=100;100=30}
16668,11134,18,220000,{5032=150;5031=150;5033=150;100=36}
16669,11134,19,240000,{5034=200;5035=200;5036=200;100=42}
16670,11134,20,260000,{5037=220;5039=220;5038=220;100=48}
16671,11134,21,300000,{5040=240;5042=240;5041=240;100=54}
16672,11134,22,350000,{5043=260;5045=260;5044=260;100=60}
16673,11134,23,400000,{5048=280;5047=280;5046=280;100=66}
16674,11134,24,450000,{5049=300;5050=300;5051=300;100=72}
16675,11134,25,500000,{5053=320;5054=320;5052=320;100=78}
16676,11134,26,550000,{5055=340;5057=340;100=84;5056=340}
16677,11134,27,600000,{5058=360;5059=360;100=90;5060=360}
16678,11134,28,650000,{5061=380;5063=380;100=96;5062=380}
16679,11134,29,700000,{5064=400;5065=400;100=102;5066=400}
16680,11134,30,750000,{5064=420;5065=420;100=108;5066=420}
16681,11134,31,800000,{5070=880;5072=880;100=114;5071=880}
16682,11134,32,850000,{5075=920;100=120;5073=920;5074=920}
16683,11134,33,900000,{5077=960;5078=960;100=126;5076=960}
16684,11134,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
16685,11134,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
16686,11134,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
16687,11134,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
16688,11134,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
16689,11134,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
16690,11134,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
16691,11134,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
16692,11134,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
16693,11134,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
17001,11141,1,5000,{100=1}
17002,11141,2,10000,{100=1}
17003,11141,3,15000,{100=1}
17004,11141,4,20000,{5005=2;5004=2;5006=2;100=1}
17005,11141,5,25000,{5009=2;5007=2;5008=2;100=1}
17006,11141,6,30000,{5010=3;5012=3;5011=3;100=1}
17007,11141,7,35000,{5010=4;5012=4;5011=4;100=2}
17008,11141,8,40000,{5014=5;5015=5;5013=5;100=2}
17009,11141,9,50000,{5014=6;5015=6;5013=6;100=4}
17010,11141,10,60000,{5016=8;5017=8;5018=8;100=4}
17011,11141,11,80000,{5016=10;5017=10;5018=10;100=6}
17012,11141,12,100000,{5021=16;5020=16;5019=16;100=6}
17013,11141,13,120000,{5021=24;5020=24;5019=24;100=9}
17014,11141,14,140000,{5024=36;5023=36;5022=36;100=12}
17015,11141,15,160000,{5024=54;5023=54;5022=54;100=18}
17016,11141,16,180000,{5025=72;5026=72;5027=72;100=24}
17017,11141,17,200000,{5028=100;5030=100;5029=100;100=30}
17018,11141,18,220000,{5032=150;5031=150;5033=150;100=36}
17019,11141,19,240000,{5034=200;5035=200;5036=200;100=42}
17020,11141,20,260000,{5037=220;5039=220;5038=220;100=48}
17021,11141,21,300000,{5040=240;5042=240;5041=240;100=54}
17022,11141,22,350000,{5043=260;5045=260;5044=260;100=60}
17023,11141,23,400000,{5048=280;5047=280;5046=280;100=66}
17024,11141,24,450000,{5049=300;5050=300;5051=300;100=72}
17025,11141,25,500000,{5053=320;5054=320;5052=320;100=78}
17026,11141,26,550000,{5055=340;5057=340;100=84;5056=340}
17027,11141,27,600000,{5058=360;5059=360;100=90;5060=360}
17028,11141,28,650000,{5061=380;5063=380;100=96;5062=380}
17029,11141,29,700000,{5064=400;5065=400;100=102;5066=400}
17030,11141,30,750000,{5064=420;5065=420;100=108;5066=420}
17031,11141,31,800000,{5070=880;5072=880;100=114;5071=880}
17032,11141,32,850000,{5075=920;100=120;5073=920;5074=920}
17033,11141,33,900000,{5077=960;5078=960;100=126;5076=960}
17034,11141,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
17035,11141,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
17036,11141,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
17037,11141,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
17038,11141,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
17039,11141,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
17040,11141,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
17041,11141,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
17042,11141,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
17043,11141,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
17051,11142,1,5000,{100=1}
17052,11142,2,10000,{100=1}
17053,11142,3,15000,{100=1}
17054,11142,4,20000,{5005=2;5004=2;5006=2;100=1}
17055,11142,5,25000,{5009=2;5007=2;5008=2;100=1}
17056,11142,6,30000,{5010=3;5012=3;5011=3;100=1}
17057,11142,7,35000,{5010=4;5012=4;5011=4;100=2}
17058,11142,8,40000,{5014=5;5015=5;5013=5;100=2}
17059,11142,9,50000,{5014=6;5015=6;5013=6;100=4}
17060,11142,10,60000,{5016=8;5017=8;5018=8;100=4}
17061,11142,11,80000,{5016=10;5017=10;5018=10;100=6}
17062,11142,12,100000,{5021=16;5020=16;5019=16;100=6}
17063,11142,13,120000,{5021=24;5020=24;5019=24;100=9}
17064,11142,14,140000,{5024=36;5023=36;5022=36;100=12}
17065,11142,15,160000,{5024=54;5023=54;5022=54;100=18}
17066,11142,16,180000,{5025=72;5026=72;5027=72;100=24}
17067,11142,17,200000,{5028=100;5030=100;5029=100;100=30}
17068,11142,18,220000,{5032=150;5031=150;5033=150;100=36}
17069,11142,19,240000,{5034=200;5035=200;5036=200;100=42}
17070,11142,20,260000,{5037=220;5039=220;5038=220;100=48}
17071,11142,21,300000,{5040=240;5042=240;5041=240;100=54}
17072,11142,22,350000,{5043=260;5045=260;5044=260;100=60}
17073,11142,23,400000,{5048=280;5047=280;5046=280;100=66}
17074,11142,24,450000,{5049=300;5050=300;5051=300;100=72}
17075,11142,25,500000,{5053=320;5054=320;5052=320;100=78}
17076,11142,26,550000,{5055=340;5057=340;100=84;5056=340}
17077,11142,27,600000,{5058=360;5059=360;100=90;5060=360}
17078,11142,28,650000,{5061=380;5063=380;100=96;5062=380}
17079,11142,29,700000,{5064=400;5065=400;100=102;5066=400}
17080,11142,30,750000,{5064=420;5065=420;100=108;5066=420}
17081,11142,31,800000,{5070=880;5072=880;100=114;5071=880}
17082,11142,32,850000,{5075=920;100=120;5073=920;5074=920}
17083,11142,33,900000,{5077=960;5078=960;100=126;5076=960}
17084,11142,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
17085,11142,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
17086,11142,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
17087,11142,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
17088,11142,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
17089,11142,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
17090,11142,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
17091,11142,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
17092,11142,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
17093,11142,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
17101,11143,1,5000,{100=1}
17102,11143,2,10000,{100=1}
17103,11143,3,15000,{100=1}
17104,11143,4,20000,{5005=2;5004=2;5006=2;100=1}
17105,11143,5,25000,{5009=2;5007=2;5008=2;100=1}
17106,11143,6,30000,{5010=3;5012=3;5011=3;100=1}
17107,11143,7,35000,{5010=4;5012=4;5011=4;100=2}
17108,11143,8,40000,{5014=5;5015=5;5013=5;100=2}
17109,11143,9,50000,{5014=6;5015=6;5013=6;100=4}
17110,11143,10,60000,{5016=8;5017=8;5018=8;100=4}
17111,11143,11,80000,{5016=10;5017=10;5018=10;100=6}
17112,11143,12,100000,{5021=16;5020=16;5019=16;100=6}
17113,11143,13,120000,{5021=24;5020=24;5019=24;100=9}
17114,11143,14,140000,{5024=36;5023=36;5022=36;100=12}
17115,11143,15,160000,{5024=54;5023=54;5022=54;100=18}
17116,11143,16,180000,{5025=72;5026=72;5027=72;100=24}
17117,11143,17,200000,{5028=100;5030=100;5029=100;100=30}
17118,11143,18,220000,{5032=150;5031=150;5033=150;100=36}
17119,11143,19,240000,{5034=200;5035=200;5036=200;100=42}
17120,11143,20,260000,{5037=220;5039=220;5038=220;100=48}
17121,11143,21,300000,{5040=240;5042=240;5041=240;100=54}
17122,11143,22,350000,{5043=260;5045=260;5044=260;100=60}
17123,11143,23,400000,{5048=280;5047=280;5046=280;100=66}
17124,11143,24,450000,{5049=300;5050=300;5051=300;100=72}
17125,11143,25,500000,{5053=320;5054=320;5052=320;100=78}
17126,11143,26,550000,{5055=340;5057=340;100=84;5056=340}
17127,11143,27,600000,{5058=360;5059=360;100=90;5060=360}
17128,11143,28,650000,{5061=380;5063=380;100=96;5062=380}
17129,11143,29,700000,{5064=400;5065=400;100=102;5066=400}
17130,11143,30,750000,{5064=420;5065=420;100=108;5066=420}
17131,11143,31,800000,{5070=880;5072=880;100=114;5071=880}
17132,11143,32,850000,{5075=920;100=120;5073=920;5074=920}
17133,11143,33,900000,{5077=960;5078=960;100=126;5076=960}
17134,11143,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
17135,11143,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
17136,11143,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
17137,11143,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
17138,11143,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
17139,11143,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
17140,11143,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
17141,11143,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
17142,11143,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
17143,11143,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
17151,11144,1,5000,{100=1}
17152,11144,2,10000,{100=1}
17153,11144,3,15000,{100=1}
17154,11144,4,20000,{5005=2;5004=2;5006=2;100=1}
17155,11144,5,25000,{5009=2;5007=2;5008=2;100=1}
17156,11144,6,30000,{5010=3;5012=3;5011=3;100=1}
17157,11144,7,35000,{5010=4;5012=4;5011=4;100=2}
17158,11144,8,40000,{5014=5;5015=5;5013=5;100=2}
17159,11144,9,50000,{5014=6;5015=6;5013=6;100=4}
17160,11144,10,60000,{5016=8;5017=8;5018=8;100=4}
17161,11144,11,80000,{5016=10;5017=10;5018=10;100=6}
17162,11144,12,100000,{5021=16;5020=16;5019=16;100=6}
17163,11144,13,120000,{5021=24;5020=24;5019=24;100=9}
17164,11144,14,140000,{5024=36;5023=36;5022=36;100=12}
17165,11144,15,160000,{5024=54;5023=54;5022=54;100=18}
17166,11144,16,180000,{5025=72;5026=72;5027=72;100=24}
17167,11144,17,200000,{5028=100;5030=100;5029=100;100=30}
17168,11144,18,220000,{5032=150;5031=150;5033=150;100=36}
17169,11144,19,240000,{5034=200;5035=200;5036=200;100=42}
17170,11144,20,260000,{5037=220;5039=220;5038=220;100=48}
17171,11144,21,300000,{5040=240;5042=240;5041=240;100=54}
17172,11144,22,350000,{5043=260;5045=260;5044=260;100=60}
17173,11144,23,400000,{5048=280;5047=280;5046=280;100=66}
17174,11144,24,450000,{5049=300;5050=300;5051=300;100=72}
17175,11144,25,500000,{5053=320;5054=320;5052=320;100=78}
17176,11144,26,550000,{5055=340;5057=340;100=84;5056=340}
17177,11144,27,600000,{5058=360;5059=360;100=90;5060=360}
17178,11144,28,650000,{5061=380;5063=380;100=96;5062=380}
17179,11144,29,700000,{5064=400;5065=400;100=102;5066=400}
17180,11144,30,750000,{5064=420;5065=420;100=108;5066=420}
17181,11144,31,800000,{5070=880;5072=880;100=114;5071=880}
17182,11144,32,850000,{5075=920;100=120;5073=920;5074=920}
17183,11144,33,900000,{5077=960;5078=960;100=126;5076=960}
17184,11144,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
17185,11144,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
17186,11144,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
17187,11144,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
17188,11144,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
17189,11144,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
17190,11144,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
17191,11144,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
17192,11144,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
17193,11144,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
17501,11151,1,5000,{100=1}
17502,11151,2,10000,{100=1}
17503,11151,3,15000,{100=1}
17504,11151,4,20000,{5005=2;5004=2;5006=2;100=1}
17505,11151,5,25000,{5009=2;5007=2;5008=2;100=1}
