变量名,_beizhu,cardID,unitID,desc,desc_tw,desc_en,desc_vn,desc_kr,desc_pt,desc_th,rarity,level,star,advance,skillLevels,skills,abilities,nvalue,fetters,equipAdvance,equipStar,equipLevel,equipAwake,hp,damage,specialDamage,defence,specialDefence,speed,strikeLevel,strikeDamage,strikeResistance,blockLevel,breakBlockLevel,blockPower,damageAdd,damageSub,mainSkillAdd,mainSkillSub,controlPer,immuneControl,suckBlood,rebound,languages
默认值,,0,0,"""""","""""","""""","""""","""""","""""","""""",1,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;speed=31;damage=31;defence=31;specialDamage=31;specialDefence=31},TRUE,16,5,90,5,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",<cn;tw;en;vn;kr;pt;th>
ID,备注,卡牌ID,形象ID,描述,描述,描述,描述,描述,描述,描述,稀有度,等级,星级,突破阶数,技能等级,技能({skillID=skillLevel;...}),潜能等级,个体值,羁绊,饰品阶数,饰品星级,饰品等级,饰品觉醒等级,血量,物攻,特攻,物防,特防,速度,暴击等级,暴击伤害,暴击抗性,格挡等级,破格挡等级,格挡强度,伤害加成,伤害减免,大招伤害加成,大招伤害抗性,控制率,免控率,吸血率,反弹率,语言
1931,,1931,1931,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
1941,,1941,1941,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
1951,,1951,1951,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
1961,,1961,1961,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,4,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
1971,,1971,1971,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,4,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
1981,,1981,1981,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,4,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
1982,,1982,1982,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,5,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
1991,,1991,1991,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,4,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2011,,2011,2011,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2012,,2012,2012,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2013,,2013,2013,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2031,,2031,2031,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2032,,2032,2032,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2033,,2033,2033,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2071,,2071,2071,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2072,,2072,2072,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2073,,2073,2073,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2231,,2231,2231,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2232,,2232,2232,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2233,,2233,2233,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2241,,2241,2241,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2242,,2242,2242,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2271,,2271,2271,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2272,,2272,2272,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2301,,2301,2301,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2302,,2302,2302,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2303,,2303,2303,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2351,,2351,2351,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,4,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2361,,2361,2361,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,4,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2381,,2381,2381,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,4,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2391,,2391,2391,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,4,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2401,,2401,2401,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2431,,2431,2431,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,4,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2441,,2441,2441,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,4,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2442,,2442,2442,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,4,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2471,,2471,2471,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2472,,2472,2472,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2473,,2473,2473,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2481,,2481,2481,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2482,,2482,2482,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2483,,2483,2483,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2591,,2591,2591,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2592,,2592,2592,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2593,,2593,2593,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2611,,2611,2611,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2612,,2612,2612,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2631,,2631,2631,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2632,,2632,2632,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2633,,2633,2633,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2681,,2681,2681,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2682,,2682,2682,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2683,,2683,2683,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2721,,2721,2721,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2722,,2722,2722,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2723,,2723,2723,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2821,,2821,2821,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2822,,2822,2822,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2841,,2841,2841,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2842,,2842,2842,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2843,,2843,2843,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2871,,2871,2871,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2872,,2872,2872,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2873,,2873,2873,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2891,,2891,2891,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
2921,,2921,2921,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
