变量名,sceneName,sceneName_tw,sceneName_en,sceneName_vn,sceneName_kr,sceneName_pt,sceneName_th,_beizhu,monsters,boss,icon,gateType,sceneType,sceneCount,roundLimit,deployType,deployCardNumLimit,deployNum,deployNatureLimit,backMusic,backGround,bg_boss,bg_boss_pos,ownerId,onlyClassify,openLevel,preGateID,stars,showLevel,sceneLevel,skillLevel,sceneLevelCorrect,demonCorrect,demonCorrectSelf,dayChallengeMax,staminaCost,cardExp,roleExp,dropIds,gold,desc,desc_tw,desc_en,desc_vn,desc_kr,sandangAward,worldLevelSaodangAward,forbidMarkID,winAward,star3Award,kssdFlag,chestAward,pos,awardPos,frontWay,monsterRange,finishPoint,isWheel,isQuickSweep,tag
13508,橙华镇,橙华镇,Petalburg City,Thành phố Petalburg,등화도시,Cidade de Petalburg,เมืองโทกะ,,<{level=540;unitId=60572;advance=70};{level=540;unitId=60572;advance=70};{level=540;unitId=60603;advance=70};{level=540;unitId=60603;advance=70}>,<{level=540;unitId=71172;advance=70}>,config/portrait/simple/img_229_hlj@.png,1,4,3,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_229_hlj@.png,{y=70;x=0},45,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,540,875,875,,,,9999,6,120,6,{5078=0;5000=2},6730,,,,,,{14=8;13=2},{14=9;13=2},,{},{},1,{gold=10000;talent_point=1;rmb=10},{y=774;x=1204},{y=788;x=1402},<<971;942>;<1204;774>>,{},,FALSE,1,{}
13509,橙华镇,橙华镇,Petalburg City,Thành phố Petalburg,등화도시,Cidade de Petalburg,เมืองโทกะ,,<{level=545;unitId=60793;advance=70};{level=545;unitId=63472;advance=70};{level=545;unitId=60793;advance=70}>,<{level=545;unitId=181903;advance=70}>,,1,4,3,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_376_jjg@.png,{y=70;x=0},45,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,545,880,880,,,,9999,6,120,6,{5078=0;5000=2},6730,,,,,,{14=8;13=2},{14=9;13=2},,{},{},0,{},{y=950;x=1484},,<<1204;774>;<1402;788>;<1484;950>>,{},,FALSE,0,{}
13510,橙华镇,橙华镇,Petalburg City,Thành phố Petalburg,등화도시,Cidade de Petalburg,เมืองโทกะ,,<>,<{level=550;unitId=180264;advance=70}>,config/portrait/simple/img_65_cjhd@.png,1,4,3,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_65_cjhd@.png,{y=70;x=0},45,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,550,885,885,,,,9999,6,120,6,{5078=0;5000=2},6730,,,,,,{14=8;13=2},{14=9;13=2},,{},{},0,{},{y=1066;x=1302},,<<1484;950>;<1458;1036>;<1302;1066>>,{},,FALSE,0,{}
13601,桌台市,桌台市,Mesagoza,Thành phố Mesagoza,테이블시티,Mesagoza,เมืองเทเบิล,,<{level=555;unitId=60571;advance=70};{level=555;unitId=62822;advance=70};{level=555;unitId=60461;advance=70}>,<{level=555;unitId=70463;advance=70}>,,1,4,3,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_107_kql@.png,{y=70;x=0},46,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,555,890,890,,,,9999,6,120,6,{5079=0;5000=0},6940,,,,,,{14=9},{14=10},,{},{},1,{},{y=747;x=2071},,<<2071;747>>,{},,FALSE,1,{}
13602,桌台市,桌台市,Mesagoza,Thành phố Mesagoza,테이블시티,Mesagoza,เมืองเทเบิล,,<{level=560;unitId=53293;advance=70};{level=560;unitId=53301;advance=70};{level=560;unitId=60092;advance=70};{level=560;unitId=60302;advance=70}>,<{level=560;unitId=70053;advance=70}>,config/portrait/simple/img_18_dbn@.png,1,4,3,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_18_dbn@.png,{y=70;x=0},46,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,560,895,895,,,,9999,6,120,6,{5079=0;5000=0},6940,,,,,,{14=9},{14=10},,{},{},0,{gold=10000;talent_point=1;rmb=10},{y=540;x=1782},{y=331;x=1747},<<2071;747>;<1914;683>;<1914;581>;<1782;540>>,{},,FALSE,0,{}
13603,桌台市,桌台市,Mesagoza,Thành phố Mesagoza,테이블시티,Mesagoza,เมืองเทเบิล,,<{level=565;unitId=60302;advance=70};{level=565;unitId=60891;advance=70};{level=565;unitId=60001;advance=70};{level=565;unitId=62891;advance=70}>,<{level=565;unitId=71841;advance=70}>,,1,4,3,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_359_absl@.png,{y=70;x=0},46,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,565,900,900,,,,9999,6,120,6,{5079=0;5000=0},6940,,,,,,{14=9},{14=10},,{},{},0,{},{y=349;x=1417},,<<1782;540>;<1687;478>;<1838;359>;<1747;331>;<1561;289>;<1417;349>>,{},,FALSE,0,{}
13604,桌台市,桌台市,Mesagoza,Thành phố Mesagoza,테이블시티,Mesagoza,เมืองเทเบิล,,<{level=570;unitId=60022;advance=70};{level=570;unitId=60172;advance=70};{level=570;unitId=62681;advance=70};{level=570;unitId=63292;advance=70}>,<{level=570;unitId=70003;advance=70}>,config/portrait/simple/img_3_mwh@.png,1,4,3,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_3_mwh@.png,{y=70;x=0},46,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,570,905,905,,,,9999,6,120,6,{5079=0;5000=0},6940,,,,,,{14=9},{14=10},,{},{},0,{gold=10000;talent_point=1;rmb=10},{y=345;x=1034},{y=444;x=776},<<1417;349>;<1302;262>;<1034;345>>,{},,FALSE,0,{}
13605,桌台市,桌台市,Mesagoza,Thành phố Mesagoza,테이블시티,Mesagoza,เมืองเทเบิล,,<{level=575;unitId=60031;advance=70};{level=575;unitId=60372;advance=70};{level=575;unitId=60231;advance=70}>,<{level=575;unitId=70793;advance=70}>,,1,4,3,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_157_hbs@.png,{y=70;x=0},46,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,575,910,910,,,,9999,6,120,6,{5080=0;5000=0},6940,,,,,,{14=9},{14=10},,{},{},1,{},{y=549;x=625},,<<1034;345>;<923;420>;<776;444>;<759;518>;<625;549>>,{},,FALSE,1,{}
13606,桌台市,桌台市,Mesagoza,Thành phố Mesagoza,테이블시티,Mesagoza,เมืองเทเบิล,,<{level=580;unitId=50721;advance=70};{level=580;unitId=60031;advance=70};{level=580;unitId=50133;advance=70};{level=580;unitId=61893;advance=70};{level=580;unitId=60263;advance=70}>,<{level=580;unitId=70593;advance=70}>,config/portrait/simple/img_466_djms@.png,1,4,3,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_466_djms@.png,{y=70;x=0},46,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,580,915,915,,,,9999,6,120,6,{5080=0;5000=0},6940,,,,,,{14=9},{14=10},,{},{},0,{gold=10000;talent_point=1;rmb=10},{y=631;x=856},{y=663;x=1015},<<625;549>;<770;629>;<856;631>>,{},,FALSE,0,{}
13607,桌台市,桌台市,Mesagoza,Thành phố Mesagoza,테이블시티,Mesagoza,เมืองเทเบิล,,<{level=585;unitId=60023;advance=70};{level=585;unitId=60033;advance=70};{level=585;unitId=63001;advance=70};{level=585;unitId=62271;advance=70}>,<{level=585;unitId=70303;advance=70}>,,1,4,3,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_75_lls@.png,{y=70;x=0},46,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,585,920,920,,,,9999,6,120,6,{5080=0;5000=0},6940,,,,,,{14=9},{14=10},,{},{},0,{},{y=942;x=971},,<<856;631>;<1015;663>;<971;942>>,{},,FALSE,0,{}
13608,桌台市,桌台市,Mesagoza,Thành phố Mesagoza,테이블시티,Mesagoza,เมืองเทเบิล,,<{level=590;unitId=60792;advance=70};{level=590;unitId=62303;advance=70};{level=590;unitId=62612;advance=70};{level=590;unitId=63021;advance=70}>,<{level=590;unitId=70133;advance=70}>,config/portrait/simple/img_36_pkx@.png,1,4,3,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_36_pkx@.png,{y=70;x=0},46,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,590,925,925,,,,9999,6,120,6,{5081=0;5000=0},6940,,,,,,{14=9},{14=10},,{},{},1,{gold=10000;talent_point=1;rmb=10},{y=774;x=1204},{y=788;x=1402},<<971;942>;<1204;774>>,{},,FALSE,1,{}
13609,桌台市,桌台市,Mesagoza,Thành phố Mesagoza,테이블시티,Mesagoza,เมืองเทเบิล,,<{level=595;unitId=60332;advance=70};{level=595;unitId=61171;advance=70};{level=595;unitId=63543;advance=70}>,<{level=595;unitId=70173;advance=70}>,,1,4,3,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_45_bwh@.png,{y=70;x=0},46,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,595,930,930,,,,9999,6,120,6,{5081=0;5000=0},6940,,,,,,{14=9},{14=10},,{},{},0,{},{y=950;x=1484},,<<1204;774>;<1402;788>;<1484;950>>,{},,FALSE,0,{}
13610,桌台市,桌台市,Mesagoza,Thành phố Mesagoza,테이블시티,Mesagoza,เมืองเทเบิล,,<{level=600;unitId=50882;advance=70};{level=600;unitId=60491;advance=70};{level=600;unitId=51423;advance=70};{level=600;unitId=60463;advance=70};{level=600;unitId=60352;advance=70}>,<{level=600;unitId=73631;advance=70}>,config/portrait/simple/img_719_dax@.png,1,4,3,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_719_dax@.png,{y=70;x=0},46,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,600,935,935,,,,9999,6,120,6,{5081=0;5000=0},6940,,,,,,{14=9},{14=10},,{},{},0,{},{y=1066;x=1302},,<<1484;950>;<1458;1036>;<1302;1066>>,{},,FALSE,0,{}
13701,水影镇,水影镇,Watervue Town,Thị trấn Watervue,수영 마을,Vila Watervue,เมืองวอเตอร์วู,,<{level=605;unitId=60731;advance=70};{level=605;unitId=62873;advance=70};{level=605;unitId=61901;advance=70}>,<{level=605;unitId=71253;advance=70}>,,1,4,3,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_248_bjls@.png,{y=70;x=0},47,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,605,940,940,,,,9999,6,120,6,{5082=0;5000=0},7150,,,,,,{14=9;13=1},{14=10;13=2},,{},{},1,{},{y=747;x=2071},,<<2071;747>>,{},,FALSE,1,{}
13702,水影镇,水影镇,Watervue Town,Thị trấn Watervue,수영 마을,Vila Watervue,เมืองวอเตอร์วู,,<{level=610;unitId=51612;advance=70};{level=610;unitId=51231;advance=70};{level=610;unitId=61611;advance=70};{level=610;unitId=60301;advance=70}>,<{level=610;unitId=72963;advance=70}>,config/portrait/simple/img_601_clg@.png,1,4,3,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_601_clg@.png,{y=70;x=0},47,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,610,945,945,,,,9999,6,120,6,{5082=0;5000=0},7150,,,,,,{14=9;13=1},{14=10;13=2},,{},{},0,{gold=10000;talent_point=1;rmb=10},{y=540;x=1782},{y=331;x=1747},<<2071;747>;<1914;683>;<1914;581>;<1782;540>>,{},,FALSE,0,{}
13703,水影镇,水影镇,Watervue Town,Thị trấn Watervue,수영 마을,Vila Watervue,เมืองวอเตอร์วู,,<{level=615;unitId=62962;advance=70};{level=615;unitId=62682;advance=70};{level=615;unitId=61443;advance=70};{level=615;unitId=61353;advance=70}>,<{level=615;unitId=70402;advance=70}>,,1,4,3,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_208_dgs@.png,{y=70;x=0},47,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,615,950,950,,,,9999,6,120,6,{5082=0;5000=0},7150,,,,,,{14=9;13=1},{14=10;13=2},,{},{},0,{},{y=349;x=1417},,<<1782;540>;<1687;478>;<1838;359>;<1747;331>;<1561;289>;<1417;349>>,{},,FALSE,0,{}
13704,水影镇,水影镇,Watervue Town,Thị trấn Watervue,수영 마을,Vila Watervue,เมืองวอเตอร์วู,,<{level=620;unitId=60102;advance=70};{level=620;unitId=62872;advance=70};{level=620;unitId=62682;advance=70};{level=620;unitId=62873;advance=70}>,<{level=620;unitId=70493;advance=70}>,config/portrait/simple/img_464_cjkx@.png,1,4,3,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_464_cjkx@.png,{y=70;x=0},47,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,620,955,955,,,,9999,6,120,6,{5082=0;5000=0},7150,,,,,,{14=9;13=1},{14=10;13=2},,{},{},0,{gold=10000;talent_point=1;rmb=10},{y=345;x=1034},{y=444;x=776},<<1417;349>;<1302;262>;<1034;345>>,{},,FALSE,0,{}
13705,水影镇,水影镇,Watervue Town,Thị trấn Watervue,수영 마을,Vila Watervue,เมืองวอเตอร์วู,,<{level=625;unitId=60273;advance=70};{level=625;unitId=61302;advance=70};{level=625;unitId=62072;advance=70}>,<{level=625;unitId=71903;advance=70}>,,1,4,3,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_376_jjg@.png,{y=70;x=0},47,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,625,960,960,,,,9999,6,120,6,{5083=0;5000=0},7150,,,,,,{14=9;13=1},{14=10;13=2},,{},{},1,{},{y=549;x=625},,<<1034;345>;<923;420>;<776;444>;<759;518>;<625;549>>,{},,FALSE,1,{}
13706,水影镇,水影镇,Watervue Town,Thị trấn Watervue,수영 마을,Vila Watervue,เมืองวอเตอร์วู,,<{level=630;unitId=52683;advance=70};{level=630;unitId=60012;advance=70};{level=630;unitId=52963;advance=70};{level=630;unitId=60632;advance=70};{level=630;unitId=60091;advance=70}>,<{level=630;unitId=70333;advance=70}>,config/portrait/simple/img_462_zbcg@.png,1,4,3,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_462_zbcg@.png,{y=70;x=0},47,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,630,965,965,,,,9999,6,120,6,{5083=0;5000=0},7150,,,,,,{14=9;13=1},{14=10;13=2},,{},{},0,{gold=10000;talent_point=1;rmb=10},{y=631;x=856},{y=663;x=1015},<<625;549>;<770;629>;<856;631>>,{},,FALSE,0,{}
13707,水影镇,水影镇,Watervue Town,Thị trấn Watervue,수영 마을,Vila Watervue,เมืองวอเตอร์วู,,<{level=635;unitId=60471;advance=70};{level=635;unitId=60371;advance=70}>,<{level=635;unitId=183413;advance=70}>,,1,4,3,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_681_jdjg@.png,{y=70;x=0},47,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,635,970,970,,,,9999,6,120,6,{5083=0;5000=0},7150,,,,,,{14=9;13=1},{14=10;13=2},,{},{},0,{},{y=942;x=971},,<<856;631>;<1015;663>;<971;942>>,{},,FALSE,0,{}
13708,水影镇,水影镇,Watervue Town,Thị trấn Watervue,수영 마을,Vila Watervue,เมืองวอเตอร์วู,,<{level=640;unitId=61071;advance=70};{level=640;unitId=60351;advance=70};{level=640;unitId=62633;advance=70};{level=640;unitId=61901;advance=70}>,<{level=640;unitId=71503;advance=70}>,config/portrait/simple/img_306_bskdl@.png,1,4,3,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_306_bskdl@.png,{y=70;x=0},47,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,640,975,975,,,,9999,6,120,6,{5084=0;5000=0},7150,,,,,,{14=9;13=1},{14=10;13=2},,{},{},1,{gold=10000;talent_point=1;rmb=10},{y=774;x=1204},{y=788;x=1402},<<971;942>;<1204;774>>,{},,FALSE,1,{}
13709,水影镇,水影镇,Watervue Town,Thị trấn Watervue,수영 마을,Vila Watervue,เมืองวอเตอร์วู,,<{level=645;unitId=60013;advance=70};{level=645;unitId=61503;advance=70};{level=645;unitId=63341;advance=70}>,<{level=645;unitId=182242;advance=70}>,,1,4,3,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_448_lklo@.png,{y=70;x=0},47,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,645,980,980,,,,9999,6,120,6,{5084=0;5000=0},7150,,,,,,{14=9;13=1},{14=10;13=2},,{},{},0,{},{y=950;x=1484},,<<1204;774>;<1402;788>;<1484;950>>,{},,FALSE,0,{}
13710,水影镇,水影镇,Watervue Town,Thị trấn Watervue,수영 마을,Vila Watervue,เมืองวอเตอร์วู,,<{level=650;unitId=52231;advance=70};{level=650;unitId=62231;advance=70};{level=650;unitId=52301;advance=70};{level=650;unitId=60023;advance=70};{level=650;unitId=62073;advance=70}>,<{level=650;unitId=181981;advance=70}>,config/portrait/simple/img_384_lkz@.png,1,4,3,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_384_lkz@.png,{y=70;x=0},47,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,650,985,985,,,,9999,6,120,6,{5084=0;5000=0},7150,,,,,,{14=9;13=1},{14=10;13=2},,{},{},0,{},{y=1066;x=1302},,<<1484;950>;<1458;1036>;<1302;1066>>,{},,FALSE,0,{}
13801,烤烟镇,烤烟镇,Tobacoil Town,Thị trấn Tobacoil,고연 마을,Vila Tobacoil,เมืองโทบาโคอิล,,<{level=655;unitId=60102;advance=70};{level=655;unitId=60542;advance=70};{level=655;unitId=62681;advance=70}>,<{level=655;unitId=70222;advance=70}>,,1,4,3,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_55_gdy@.png,{y=70;x=0},48,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,655,990,990,,,,9999,6,120,6,{5085=0;5000=0},7360,,,,,,{14=10},{14=11},,{},{},1,{},{y=747;x=2071},,<<2071;747>>,{},,FALSE,1,{}
13802,烤烟镇,烤烟镇,Tobacoil Town,Thị trấn Tobacoil,고연 마을,Vila Tobacoil,เมืองโทบาโคอิล,,<{level=660;unitId=50791;advance=70};{level=660;unitId=50072;advance=70};{level=660;unitId=60803;advance=70};{level=660;unitId=60803;advance=70}>,<{level=660;unitId=73303;advance=70}>,config/portrait/simple/img_658_jhrw@.png,1,4,3,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_658_jhrw@.png,{y=70;x=0},48,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,660,995,995,,,,9999,6,120,6,{5085=0;5000=0},7360,,,,,,{14=10},{14=11},,{},{},0,{gold=10000;talent_point=1;rmb=10},{y=540;x=1782},{y=331;x=1747},<<2071;747>;<1914;683>;<1914;581>;<1782;540>>,{},,FALSE,0,{}
13803,烤烟镇,烤烟镇,Tobacoil Town,Thị trấn Tobacoil,고연 마을,Vila Tobacoil,เมืองโทบาโคอิล,,<{level=665;unitId=61071;advance=70};{level=665;unitId=62681;advance=70};{level=665;unitId=60572;advance=70};{level=665;unitId=62483;advance=70}>,<{level=665;unitId=70632;advance=70}>,,1,4,3,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_130_bll@.png,{y=70;x=0},48,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,665,1000,1000,,,,9999,6,120,6,{5085=0;5000=0},7360,,,,,,{14=10},{14=11},,{},{},0,{},{y=349;x=1417},,<<1782;540>;<1687;478>;<1838;359>;<1747;331>;<1561;289>;<1417;349>>,{},,FALSE,0,{}
13804,烤烟镇,烤烟镇,Tobacoil Town,Thị trấn Tobacoil,고연 마을,Vila Tobacoil,เมืองโทบาโคอิล,,<{level=670;unitId=60111;advance=70};{level=670;unitId=61902;advance=70};{level=670;unitId=60472;advance=70};{level=670;unitId=60803;advance=70}>,<{level=670;unitId=71241;advance=70}>,config/portrait/simple/img_245_sj@.png,1,4,3,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_245_sj@.png,{y=70;x=0},48,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,670,1005,1005,,,,9999,6,120,6,{5085=0;5000=0},7360,,,,,,{14=10},{14=11},,{},{},0,{gold=10000;talent_point=1;rmb=10},{y=345;x=1034},{y=444;x=776},<<1417;349>;<1302;262>;<1034;345>>,{},,FALSE,0,{}
13805,烤烟镇,烤烟镇,Tobacoil Town,Thị trấn Tobacoil,고연 마을,Vila Tobacoil,เมืองโทบาโคอิล,,<{level=675;unitId=60333;advance=70};{level=675;unitId=60102;advance=70};{level=675;unitId=60792;advance=70}>,<{level=675;unitId=72233;advance=70}>,,1,4,3,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_445_lyls@.png,{y=70;x=0},48,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,675,1010,1010,,,,9999,6,120,6,{5086=0;5000=0},7360,,,,,,{14=10},{14=11},,{},{},1,{},{y=549;x=625},,<<1034;345>;<923;420>;<776;444>;<759;518>;<625;549>>,{},,FALSE,1,{}
13806,烤烟镇,烤烟镇,Tobacoil Town,Thị trấn Tobacoil,고연 마을,Vila Tobacoil,เมืองโทบาโคอิล,,<{level=680;unitId=52481;advance=70};{level=680;unitId=60133;advance=70};{level=680;unitId=52681;advance=70};{level=680;unitId=60493;advance=70};{level=680;unitId=60062;advance=70}>,<{level=680;unitId=71303;advance=70}>,config/portrait/simple/img_257_hyj@.png,1,4,3,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_257_hyj@.png,{y=70;x=0},48,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,680,1015,1015,,,,9999,6,120,6,{5086=0;5000=0},7360,,,,,,{14=10},{14=11},,{},{},0,{gold=10000;talent_point=1;rmb=10},{y=631;x=856},{y=663;x=1015},<<625;549>;<770;629>;<856;631>>,{},,FALSE,0,{}
13807,烤烟镇,烤烟镇,Tobacoil Town,Thị trấn Tobacoil,고연 마을,Vila Tobacoil,เมืองโทบาโคอิล,,<{level=685;unitId=60093;advance=70};{level=685;unitId=60262;advance=70}>,<{level=685;unitId=181082;advance=70}>,,1,4,3,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_461_mnl@.png,{y=70;x=0},48,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,685,1020,1020,,,,9999,6,120,6,{5086=0;5000=0},7360,,,,,,{14=10},{14=11},,{},{},0,{},{y=942;x=971},,<<856;631>;<1015;663>;<971;942>>,{},,FALSE,0,{}
13808,烤烟镇,烤烟镇,Tobacoil Town,Thị trấn Tobacoil,고연 마을,Vila Tobacoil,เมืองโทบาโคอิล,,<{level=690;unitId=62633;advance=70};{level=690;unitId=60081;advance=70};{level=690;unitId=60272;advance=70};{level=690;unitId=60001;advance=70}>,<{level=690;unitId=73021;advance=70}>,config/portrait/simple/img_615_jhxh@.png,1,4,3,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_615_jhxh@.png,{y=70;x=0},48,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,690,1025,1025,,,,9999,6,120,6,{5087=0;5000=0},7360,,,,,,{14=10},{14=11},,{},{},1,{gold=10000;talent_point=1;rmb=10},{y=774;x=1204},{y=788;x=1402},<<971;942>;<1204;774>>,{},,FALSE,1,{}
13809,烤烟镇,烤烟镇,Tobacoil Town,Thị trấn Tobacoil,고연 마을,Vila Tobacoil,เมืองโทบาโคอิล,,<{level=695;unitId=62073;advance=70};{level=695;unitId=63011;advance=70};{level=695;unitId=61261;advance=70}>,<{level=695;unitId=180721;advance=70}>,,1,4,3,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_144_jdn@.png,{y=70;x=0},48,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,695,1030,1030,,,,9999,6,120,6,{5087=0;5000=0},7360,,,,,,{14=10},{14=11},,{},{},0,{},{y=950;x=1484},,<<1204;774>;<1402;788>;<1484;950>>,{},,FALSE,0,{}
13810,烤烟镇,烤烟镇,Tobacoil Town,Thị trấn Tobacoil,고연 마을,Vila Tobacoil,เมืองโทบาโคอิล,,<{level=700;unitId=50022;advance=70};{level=700;unitId=60192;advance=70};{level=700;unitId=50023;advance=70};{level=700;unitId=61861;advance=70};{level=700;unitId=60131;advance=70}>,<{level=700;unitId=181961;advance=70}>,config/portrait/simple/img_382_gok@.png,1,4,3,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_382_gok@.png,{y=70;x=0},48,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,700,1035,1035,,,,9999,6,120,6,{5087=0;5000=0},7360,,,,,,{14=10},{14=11},,{},{},0,{},{y=1066;x=1302},,<<1484;950>;<1458;1036>;<1302;1066>>,{},,FALSE,0,{}
13901,苍星镇,苍星镇,Azuresky Town,Thị trấn Azuresky,창성 마을,Vila Azuresky,เมืองอะซูรสกาย,,<{level=705;unitId=60392;advance=70};{level=705;unitId=63292;advance=70};{level=705;unitId=63281;advance=70}>,<{level=705;unitId=73562;advance=70}>,,1,4,3,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_709_xmy@.png,{y=70;x=0},49,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,705,1040,1040,,,,9999,6,120,6,{5088=0;5000=0},7570,,,,,,{14=10;13=2},{14=11;13=2},,{},{},1,{},{y=747;x=2071},,<<2071;747>>,{},,FALSE,1,{}
13902,苍星镇,苍星镇,Azuresky Town,Thị trấn Azuresky,창성 마을,Vila Azuresky,เมืองอะซูรสกาย,,<{level=710;unitId=52012;advance=70};{level=710;unitId=50022;advance=70};{level=710;unitId=60593;advance=70};{level=710;unitId=63542;advance=70}>,<{level=710;unitId=73353;advance=70}>,config/portrait/simple/img_671_hjfr@.png,1,4,3,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_671_hjfr@.png,{y=70;x=0},49,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,710,1045,1045,,,,9999,6,120,6,{5088=0;5000=0},7570,,,,,,{14=10;13=3},{14=11;13=3},,{},{},0,{gold=10000;talent_point=1;rmb=10},{y=540;x=1782},{y=331;x=1747},<<2071;747>;<1914;683>;<1914;581>;<1782;540>>,{},,FALSE,0,{}
