变量名,name,_desc,_mark1,_mark2,easyEffectFunc,_effect,_easy,skillTimePos,group,groupPower,ignoreControlVal,immuneBuff,dispelBuff,dispelType,overlayType,overlayLimit,skin,isShow,iconResPath,isIconFrame,effectResPath,effectAniName,effectAniChoose,effectResDelay,effectPos,effectAssignLayer,effectOffsetPos,effectShowOnAttack,onceEffectResPath,onceEffectAniName,onceEffectDelay,onceEffectPos,onceEffectAssignLayer,onceEffectOffsetPos,onceEffectWait,linkEffect,effectOnEnd,holderActionType,textResPath,deepCorrect,triggerPriority,specialVal,specialTarget,ignoreHolder,ignoreCaster,triggerBehaviors,limitTimes,lifeRoundType,lifeTimeEnd,buffshader,waveInherit,craftTriggerLimit,gateLimit,noDelWhenFakeDeath,showExplorer,explorerID,showHeldItem,heldItemID,buffActionEffect,stageArgs,na
1982151,超级裂空座,,,,buff1,,,1,1982151,101,0,<>,<>,<>,8,7,,TRUE,battle/buff_icon/logo_qyzs1.png,0,koudai_liekongzuo_mega/hero_liekongzuo_mega.skel,<jinu1>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,koudai_liekongzuo_mega/hero_liekongzuo_mega.skel,jinu1,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_ny1.png,12,,,,1,1,,,1,1,{},TRUE,,,1,FALSE,,FALSE,,,,
1982152,超级裂空座,,,,buff1,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,"<{effectFuncs=<castBuff;castBuff;castBuff>;triggerPoint=42;funcArgs=<<{prob=1;caster=2;value=1;lifeRound=1;holder=2;cfgId=1982155}>;<{prob=1;caster=2;value=1;lifeRound=1;holder=2;cfgId=1982156}>;<{prob=1;caster=2;value=<list(0,0,1);1;1>;lifeRound=1;holder=2;cfgId=1982157}>>;onSomeFlag=<getExtraRoundMode()==0 and self:getBuffOverlayCount(1982151) ==7 and not self:isBeControlled()>;nodeId=1};{effectFuncs=<castBuff;castBuff;castBuff>;triggerPoint=3;funcArgs=<<{prob=1;caster=2;value=1;lifeRound=1;holder=2;cfgId=1982155}>;<{prob=1;caster=2;value=1;lifeRound=1;holder=2;cfgId=1982156}>;<{prob=1;caster=2;value=<list(0,0,1);1;1>;lifeRound=1;holder=2;cfgId=1982157}>>;onSomeFlag=<getNowRound()==1 and self:getBuffOverlayCount(1982151) ==7 and not self:isBeControlled()>;nodeId=2};{effectFuncs=<castBuff;castBuff;castBuff>;triggerPoint=42;funcArgs=<<{prob=1;caster=2;value=1;lifeRound=1;holder=2;cfgId=1982155}>;<{prob=1;caster=2;value=1;lifeRound=1;holder=2;cfgId=1982156}>;<{prob=1;caster=2;value=<list(0,0,1);1;1>;lifeRound=1;holder=2;cfgId=1982157}>>;onSomeFlag=<getExtraRoundMode()==0 and self:getBuffOverlayCount(1982151) ==7 and self:isBeControlled()>;nodeId=3}>",,1,1,{},FALSE,,,1,FALSE,,FALSE,,,,
1982153,超级裂空座,,,,buff1,,,1,0,101,0,<>,<>,<>,0,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,,,1,1,{},TRUE,,,1,FALSE,,FALSE,,,,
1982154,超级裂空座,,,,buff1,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{list=<{typ=hideAdvanced;args=false};{typ=onceEffect;args={onceEffectAniName=up;onceEffectResPath=koudai_liekongzuo_mega/hero_liekongzuo_mega.skel}};{typ=wait;args={lifetime=1200}}>},,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
1982155,超级裂空座,,,,buff1,,,1,50025,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
1982156,超级裂空座,,,,buff1,,,1,10029,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
1982157,超级裂空座,,,,assistAttack,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,koudai_liekongzuo_mega/hero_liekongzuo_mega.skel,jinu2,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
1982158,超级裂空座,,,,buff1,,,1,0,101,0,<>,<>,<>,8,2,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,,,1,1,{},TRUE,,,1,FALSE,,FALSE,,,,
1982159,超级裂空座,,,,buff1,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,<{effectFuncs=<castBuff>;onSkillType=2;triggerPoint=8;funcArgs=<<{caster=2;value=0;lifeRound=1;holder=2;cfgId=1982160}>>;nodeId=1}>,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
1982160,超级裂空座,,,,buff1,,,1,0,101,0,<>,<1982159>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
1982161,超级裂空座,,,,buff1,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,<{effectFuncs=<castBuff>;triggerPoint=8;funcArgs=<<{caster=2;value=<0;0;0;1;1;1>;lifeRound=1;holder=1;cfgId=1982162}>>;nodeId=1;onSomeFlag=<target:getExAttackMode()==5>;extraAttackTrigger=2}>,,1,1,{},FALSE,,,1,FALSE,,FALSE,,,,
1982162,超级裂空座,,,,depart,,,1,102,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,<{triggerPoint=1;nodeId=0};{effectFuncs=<castBuff;castBuff;castBuff;castBuff;castBuff>;triggerPoint=19;funcArgs=<<{caster=2;value=0;lifeRound=1;holder=2;cfgId=1982164}>;<{caster=2;value=1;lifeRound=1;holder=1;cfgId=(self:unitID()==1982 and 1982165 or 1984165)}>;<{caster=2;value=1;lifeRound=99;holder=1;cfgId=1982159}>;<{caster=2;value=(self:damage()*1+self:specialDamage()*1);lifeRound=2;holder=2;cfgId=1982127}>;<{caster=2;value=1;lifeRound=1;holder=2;cfgId=1982181}>>;nodeId=1};{effectFuncs=<castBuff;castBuff;castBuff;castBuff>;triggerPoint=1;funcArgs=<<{bond=1;caster=2;value=0;lifeRound=99;cfgId=(self:unitID()==1982 and 1982163 or 1984163);holder=2}>;<{caster=2;value=0;lifeRound=99;holder=2;cfgId=1982158}>;<{caster=2;value=0;lifeRound=99;holder=2;cfgId=1982168}>;<{caster=2;value=0;lifeRound=1;holder=2;cfgId=(self:unitID()==1982 and 1982154 or 1984154)}>>;nodeId=2}>,,1,0,{},FALSE,,,,FALSE,,FALSE,,,,
1982163,超级裂空座,,,,buff1,,,1,0,101,0,<1982151>,<>,<>,1,1,,TRUE,,1,koudai_liekongzuo_mega/hero_liekongzuo_mega.skel,<shenkong_loop>,{type=0},0,3,4,{y=150;x=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{typ=hideAdvanced},battle/txt/txt_fryd.png,999,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
1982164,超级裂空座,,,,buff1,,,1,0,101,0,<>,<1982156>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
1982165,超级裂空座,,,,buff1,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,3,4,{'x'=0;'y'=0},FALSE,,,{list=<{typ=hideAdvanced;playType=1;args=false};{typ=onceEffect;playType=1;args={onceEffectAniName=down;onceEffectResPath=koudai_liekongzuo_mega/hero_liekongzuo_mega.skel}};{typ=wait;playType=1;args={lifetime=1200}};{typ=hideAdvanced;playType=1;args=true}>},,998,,,,0,0,<{triggerPoint=1;nodeId=0};{effectFuncs=<castBuff>;triggerPoint=1;funcArgs=<<{caster=2;value=0;lifeRound=1;holder=2;cfgId=1982175}>>;nodeId=1}>,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
1982166,超级裂空座,,,,fieldBuff,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,<{effectFuncs=<castBuff>;triggerPoint=28;funcArgs=<<{bond=1;prob=trigger.obj.force == self:force() and 1 or 0;caster=2;value=1;lifeRound=99;cfgId=1982150;holder=20}>>;nodeId=1}>,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
1982167,超级裂空座,,,,buff1,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,<{effectFuncs=<castBuff>;triggerPoint=6;funcArgs=<<{caster=2;value=<0;0;0;1;1;1>;lifeRound=1;holder=1;cfgId=1982162}>>;nodeId=1;onSomeFlag=<getExtraRoundMode()==5  and self:selectCsvTarget():id() == 0 and not self:isBeControlled()>;extraAttackTrigger=2}>,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
1982168,超级裂空座,,,,buff1,,,1,0,101,0,<>,<1982151>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
1982169,超级裂空座,,,,buff1,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,<{effectFuncs=<castBuff>;triggerPoint=7;funcArgs=<<{caster=2;value=1;lifeRound=1;holder=1;cfgId=1982170}>>;nodeId=1;onSomeFlag=<target:getExAttackMode()==5>;extraAttackTrigger=2}>,,1,1,{},FALSE,,,1,FALSE,,FALSE,,,,
1982170,超级裂空座,,,,buff1,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_jyhldj.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
1982171,超级裂空座,,,,buff1,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,<{effectFuncs=<castBuff>;triggerPoint=8;funcArgs=<<{caster=2;value=1;lifeRound=1;holder=1;cfgId=1982172}>>;nodeId=1;onSomeFlag=<target:getExAttackMode()==5>;extraAttackTrigger=2}>,,1,1,{},FALSE,,,1,FALSE,,FALSE,,,,
1982172,超级裂空座,,,,buff1,,,1,0,101,0,<>,<1982170>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
1982175,超级裂空座,,,,buff1,,,1,0,101,0,<>,<1984154;1982154>,<>,0,999999,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
1982177,超级裂空座,,,,buff1,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,20,,,0,0,<{effectFuncs=<castBuff>;triggerPoint=38;funcArgs=<<{caster=2;value=-200;lifeRound=1;holder=13;cfgId=1982178}>>;nodeId=1}>,,1,1,{},FALSE,,,1,FALSE,,FALSE,,,,
1982178,超级裂空座,,,,addMp1,,,2,109,101,0,<>,<>,<>,1,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_nqjd.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
1982179,超级裂空座,,,,buff1,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,<{effectFuncs=<castBuff>;triggerPoint=42;funcArgs=<<{prob=1;caster=2;value=1;lifeRound=99;holder=2;cfgId=1982180}>>;onSomeFlag=<self:getBuffOverlayCount(1982158) ==2>;nodeId=1}>,,1,1,{},FALSE,,,1,FALSE,,FALSE,,,,
1982180,超级裂空座,,,,buff1,,,1,0,101,0,<1982151>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,,,1,1,{},TRUE,,,1,FALSE,,FALSE,,,,
1982181,超级裂空座,,,,buff1,,,1,0,101,0,<>,<1982155>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
1984154,超级裂空座,,,,buff1,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{list=<{typ=hideAdvanced;args=false};{typ=onceEffect;args={onceEffectAniName=up;onceEffectResPath=koudai_liekongzuo_mega_pifu/liekongzuo_mega_pifu.skel}};{typ=wait;args={lifetime=1200}}>},,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
1984163,超级裂空座,,,,buff1,,,1,0,101,0,<1982151>,<>,<>,1,1,,TRUE,,1,koudai_liekongzuo_mega_pifu/liekongzuo_mega_pifu.skel,<shenkong_loop>,{type=0},0,3,4,{y=150;x=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{typ=hideAdvanced},battle/txt/txt_fryd.png,999,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
1984165,超级裂空座,,,,buff1,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,3,4,{'x'=0;'y'=0},FALSE,,,{list=<{typ=hideAdvanced;playType=1;args=false};{typ=onceEffect;playType=1;args={onceEffectAniName=down;onceEffectResPath=koudai_liekongzuo_mega_pifu/liekongzuo_mega_pifu.skel}};{typ=wait;playType=1;args={lifetime=1200}};{typ=hideAdvanced;playType=1;args=true}>},,998,,,,0,0,<{triggerPoint=1;nodeId=0};{effectFuncs=<castBuff>;triggerPoint=1;funcArgs=<<{caster=2;value=0;lifeRound=1;holder=2;cfgId=1982175}>>;nodeId=1}>,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
1984170,【乱流】,,,,buff1,,,1,0,101,0,<>,<>,<>,0,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,"<{effectFuncs=<castBuff>;triggerPoint=3;funcArgs=<<{prob=1;caster=2;value=3;lifeRound=4;holder={input=all;process=random(12)};cfgId=1984171}>>;onSomeFlag=<ifElse(moreE(max(sumBuffOverlayByGroupInForce(1,99997,99998),sumBuffOverlayByGroupInForce(2,99997,99998)),1),false,ifElse(getNowRound()==1,ifElse(more(random(1,10),2),false,true),ifElse(more(random(1,100),4),false,true)))>;nodeId=1}>",,2,1,{},TRUE,,,1,FALSE,,FALSE,,,,
1984171,,,,,buff1,,,1,99997,101,0,<>,<>,<>,0,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,<{effectFuncs=<castBuff>;triggerPoint=1;funcArgs=<<{caster=2;value=5;lifeRound=buff:getValue();holder=1;cfgId=1984172}>>;nodeId=1}>,,2,1,{},TRUE,,,1,FALSE,,FALSE,,,,
1984172,乱流,,,,weather,,,2,99998,101,0,<>,<>,<>,0,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,<{triggerPoint=1;nodeId=0};{effectFuncs=<castBuff>;triggerPoint=1;funcArgs=<<{bond=1;prob=(target:nature(1)==15 or target:nature(2)==15) and 1 or 0;caster=1;value=2000;lifeRound=99;cfgId=1984173;holder=1}>>;nodeId=1};{effectFuncs=<castBuff>;triggerPoint=4;funcArgs=<<{prob=(target:nature(1)==15 or target:nature(2)==15) and 1 or 0;caster=2;value=2000;lifeRound=1;holder=1;cfgId=1984174}>>;nodeId=2};{effectFuncs=<castBuff>;triggerPoint=1;funcArgs=<<{bond=1;prob=(target:nature(1)==15 or target:nature(2)==15) and 1 or 0;caster=2;value=2000;lifeRound=99;cfgId=1972425;holder=1}>>;nodeId=3}>,,2,0,{},TRUE,,,1,FALSE,,FALSE,,,,
1984173,乱流,,,,damageAdd,,,1,1202,103,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_shjc_up.png,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_shtg.png,12,,,,0,0,,,2,0,{},TRUE,,,1,FALSE,,FALSE,,,,
1984174,乱流,,,,damageSub,,,1,1223,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_shjm_up.png,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_shjmtg.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
1984175,乱流,,,,addHpMax,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_smsx_up.png,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_smsxtg.png,12,,,,0,0,,,1,1,{},FALSE,,,,TRUE,1,FALSE,,,,
1991111,基拉祈,,,,speed,,,2,1201,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_sd_up.png,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_sdtg.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
1991113,基拉祈,,,,buff1,,,2,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,"<{effectFuncs=<castBuff;castBuff;castBuff>;triggerPoint=6;funcArgs=<<{prob=0;caster=2;value=1;lifeRound=1;holder=1;cfgId=1991610}>;<{prob=self:hasBuff(1991610) and 0 or 1;caster=2;value=1;lifeRound=1;holder=1;cfgId=random(1991612,1991614)}>;<{prob=1;caster=2;value=0;lifeRound=1;holder=2;cfgId=1991615}>>;nodeId=1}>",,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
1991114,皮肤_基拉祈,,,,buff1,,,2,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,"<{effectFuncs=<castBuff>;triggerPoint=6;funcArgs=<<{prob=1;caster=2;value=0;lifeRound=1;holder=1;cfgId=random(1991617,1991619)}>>;nodeId=1}>",,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
1991210,基拉祈,,,,buff1,,,2,0,101,0,<>,<>,<>,1,1,,TRUE,,0,koudai_jilaqi/hero_jilaqi.skel,<yan_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_zszy.png,12,,,,0,0,<{effectFuncs=<castBuff;castBuff;castBuff;castBuff>;triggerPoint=1;funcArgs=<<{bond=1;prob=1;caster=2;value=3000;lifeRound=99;cfgId=1991211;holder=1}>;<{bond=1;caster=2;value=3000;lifeRound=99;cfgId=1991212;holder=1}>;<{bond=1;caster=2;value=0;lifeRound=99;cfgId=1991213;holder={input=selfForce()|nodead;process=exclude(list(csvSelf:id()))|random(6)}}>;<{bond=2;caster=2;value=0;lifeRound=99;cfgId=1991217;holder=1}>>;nodeId=1}>,,1,1,{},FALSE,,,,FALSE,,FALSE,,{hit=hit;win_loop=win_loop;standby=standby_loop2;attack=attack;skill2=skill2;skill1=skill1;run_loop=run_loop},,
1991211,基拉祈,,,,block,,,2,1203,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_dyl_up.png,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_dyltg.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
1991212,基拉祈,,,,strikeResistance,,,1,1203,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_bjkx_up.png,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_bjkxtg.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
1991213,基拉祈,,,,buff1,,,2,1991213,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,"<{effectFuncs=<castBuff;castBuff;castBuff>;triggerPoint=6;funcArgs=<<{prob=0;caster=2;value=1;lifeRound=1;holder=2;cfgId=1991610}>;<{prob=self:hasBuff(1991610) and 0 or 0.72;caster=2;value=1;lifeRound=2;holder=1;cfgId=(more(random(1,8),2) and (more(random(1,2),1) and 1991612 or 1991614) or 1991613)}>;<{prob=1;caster=2;value=0;lifeRound=1;holder=2;cfgId=1991615}>>;nodeId=1}>",,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
1991214,皮肤_基拉祈,,,,buff1,,,2,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,"<{effectFuncs=<castBuff;castBuff>;triggerPoint=6;funcArgs=<<{prob=1;caster=2;value=0;lifeRound=2;holder=2;cfgId=1991216}>;<{bond=1;prob=0.6+(self:hasBuff(1991333) and 0.2 or 0);caster=2;value=0;lifeRound=1;cfgId=more(random(1,3),2) and 1991647 or (more(random(1,2),1) and 1991648 or 1991649);holder=1}>>;nodeId=1}>",,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
1991215,皮肤_基拉祈,,,,buff1,,,2,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_zszy.png,12,,,,0,0,<{effectFuncs=<castBuff;castBuff;castBuff>;triggerPoint=1;funcArgs=<<{bond=1;prob=1;caster=2;value=2000;lifeRound=99;cfgId=1991211;holder=1}>;<{bond=1;caster=2;value=2000;lifeRound=99;cfgId=1991212;holder=1}>;<{bond=1;caster=2;value=0;lifeRound=99;cfgId=1991214;holder={input=selfForce()|nodead;process=exclude(list(csvSelf:id()))|random(6)}}>>;nodeId=1}>,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
1991216,皮肤_基拉祈,,,,buff1,,,2,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
1991217,基拉祈,,,,buff1,,,2,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,<{effectFuncs=<castBuff>;triggerPoint=3;funcArgs=<<{bond=2;caster=2;value=0;lifeRound=1;cfgId=1991218;holder=1}>>;nodeId=1}>,,2,1,{},FALSE,,,,FALSE,,FALSE,,,,
1991218,基拉祈,,,,buff1,,,2,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
1991311,基拉祈,,,,qusan,,,1,20005,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,<{triggerPoint=1;nodeId=0};{effectFuncs=<castBuff>;triggerPoint=28;funcArgs=<<{caster=2;value=1;lifeRound=1;holder=1;cfgId=1241000}>>;nodeId=1}>,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
