变量名,name,name_tw,name_en,name_vn,name_kr,languages,cardID,icon,desc,desc_tw,desc_en,desc_kr,desc1,desc1_tw,desc1_en,desc1_kr,quality,type,stackMax,effBtn,pageTag,produceGate1,produceGate2,produceGate3,produceGate4,produceGate5,produceGate6,produceGate7,produceDesc,produceDesc_tw,produceDesc_en,produceDesc_kr,effect,sortType,sortValue
51771,丑丑鱼·Z觉醒碎片,醜醜魚·Z招式碎片,Chinchou Z-Move Shard,Mảnh Z-Move của Chinchou,친칠코 Z기술 조각,<cn;tw;en;vn;th;kr>,1771,config/portrait/jinglingtouxiang/img_349_ccy@.png,用于提升丑丑鱼的Z觉醒养成,提升醜醜魚Z招式養成的工具,Tool for raising the Z-Move of a Luvdisc,Luvdisc의 Z 기술 육성을 위한 도구,用于提升丑丑鱼的Z觉醒养成,提升醜醜魚Z招式的培育,Raising a Luvdisc's Z-Move,고래왕자의 Z기술 육성,4,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환할 수 있습니다.,{drawcard=false;gain=false},0,0
51801,怨影娃娃·Z觉醒碎片,怨影娃娃Z招式碎片,Mimikyu Z-Move Shard,Mảnh Z-Move của Mimikyu,미믹큐 Z이벤트 조각,<cn;tw;en;vn;th;kr>,1801,config/portrait/jinglingtouxiang/img_353_yyww@.png,用于提升怨影娃娃的Z觉醒养成,用於提升怨影娃娃的Z招式培養,For raising the Z-Move of the Mimikyu,미믹큐의 Z기술 육성을 위한,用于提升怨影娃娃的Z觉醒养成,用於提升怨影娃娃的Z招式養成,For raising the Z-Move training of the Mimikyu,미미큐의 Z 기술 훈련 향상을 위한,4,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
51811,夜巡灵·Z觉醒碎片,夜巡靈·Z招式碎片,Duskull Z-Move Shard,Mảnh Z-Move của Duskull,다크펫 Z이벨탈 조각,<cn;tw;en;vn;th;kr>,1811,config/portrait/jinglingtouxiang/img_355_yxl@.png,用于提升夜巡灵的Z觉醒养成,提升夜巡靈Z招式養成的工具,Tool for raising Nightcap's Z-Move,나이트캡의 Z기술을 강화하는 도구,用于提升夜巡灵的Z觉醒养成,提升夜巡靈Z招式養成的工具,Tool for raising Nightcap's Z-Move,나이트캡의 Z기술 육성을 위한 도구,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
51841,阿勃梭鲁·Z觉醒碎片,阿勃梭魯·Z招式碎片,Absol Z-Move Shard,Mảnh Z-Chiêu Absol,앱솔 Z기술 조각,<cn;tw;en;vn;th;kr>,1841,config/portrait/jinglingtouxiang/img_359_absl@.png,用于提升阿勃梭鲁的Z觉醒养成,用於提升阿勃梭魯的Z招式養成,For improving Absol's Z-Move development,앱솔의 Z기술 개발 향상을 위한,用于提升阿勃梭鲁的Z觉醒养成,提升阿勃梭魯Z招式養成的工具,Item for raising Absol's Z-Move power,앱솔의 Z기술을 강화하는 아이템,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
51851,雪童子·Z觉醒碎片,雪童子·Z招式碎片,Avalugg Z-Move Shard,Mảnh Z-Move của Avalugg,눈쓰개 Z이동 조각,<cn;tw;en;vn;th;kr>,1851,config/portrait/jinglingtouxiang/img_361_xtz@.png,用于提升雪童子的Z觉醒养成,提升雪童子Z招式的培育,Raising a Snowmen's Z-Move,눈여우의 Z기술 육성,用于提升雪童子的Z觉醒养成,用於提升雪童子的Z招式養成,For improving the Z-Move training of Alolan Ninetales,알로라 여우령의 Z기술 육성 향상을 위한,4,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
51861,海豹球·Z觉醒碎片,海豹球·Z招式碎片,Tapu Fini Z-Move Shard,Mảnh Z-Move Tapu Fini,카푸느시 Z이벤트 조각,<cn;tw;en;vn;th;kr>,1861,config/portrait/jinglingtouxiang/img_363_hbq@.png,用于提升海豹球的Z觉醒养成,提升海豹球Z招式的培育,Raising the Seal Ball's Z-Move,실드볼 Z기술 육성,用于提升海豹球的Z觉醒养成,提升海豹球Z招式的培育,Raising the Seal Ball's Z-Move,실러볼 Z기술 육성,4,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
51891,宝贝龙·Z觉醒碎片,寶貝龍 Z 覺醒碎片,Dratini Z-Move Shard,Mảnh Z-Move của Dratini,미뇽 Z이벤트 조각,<cn;tw;en;vn;th;kr>,1891,config/portrait/jinglingtouxiang/img_371_bbl@.png,用于提升宝贝龙的Z觉醒养成,提升寶貝龍Z招式養成的工具,Tool for raising a Dragonite's Z-Move,망나뇽의 Z기술 육성을 위한 도구,用于提升宝贝龙的Z觉醒养成,提升寶貝龍Z招式養成的工具,Tool for raising a Pokémon's Z-Move,포켓몬의 Z 기술 육성을 위한 도구,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be obtained by exchanging in a Z-Move.,Z-Move에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
51901,铁哑铃·Z觉醒碎片,鐵啞鈴Ｚ招式碎片,Aggron Z-Move Shard,Mảnh Z-Move của Aggron,강철톤 Z이동 조각,<cn;tw;en;vn;th;kr>,1901,config/portrait/jinglingtouxiang/img_374_tyl@.png,用于提升铁哑铃的Z觉醒养成,提升鐵啞鈴Z招式養成,Raising Iron Bar's Z-Move,강철톤의 Z기술 육성,用于提升铁哑铃的Z觉醒养成,提升鐵啞鈴Z招式養成的工具,Tool for raising the Iron Ball's Z-Move power,강철 빔의 Z 기술을 강화하는 도구,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
51911,雷吉洛克·Z觉醒碎片,雷吉洛克Z招式碎片,Regice Z-Move Shard,Mảnh Z-Move của Regice,레지아이스 Z기술 조각,<cn;tw;en;vn;th;kr>,1911,config/portrait/jinglingtouxiang/img_377_ljlk@.png,用于提升雷吉洛克的Z觉醒养成,提升雷吉洛克Z招式的培育,Raising Regice's Z-Move,레지락의 Z 기술 육성,用于提升雷吉洛克的Z觉醒养成,提升雷吉洛克Z招式的培育,Raising Regigigas's Z-Move,레지기가스의 Z기술 육성,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Move.,Z기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
51921,雷吉艾斯·Z觉醒碎片,雷吉艾斯Z招式碎片,Regice Z-Move Shard,Mảnh Z-Move của Regice,레지아이스 Z기술 조각,<cn;tw;en;vn;th;kr>,1921,config/portrait/jinglingtouxiang/img_378_ljas@.png,用于提升雷吉艾斯的Z觉醒养成,用於提升雷吉艾斯的Z招式培養,For raising Regice's Z-Move power.,레지아이스의 Z기술을 강화하는 데 사용됩니다.,用于提升雷吉艾斯的Z觉醒养成,用於提升雷吉艾斯的Z招式培育,For raising Regice's Z-Move cultivation,레지아이스의 Z 기술 육성 향상을 위한,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z覺醒中兌換獲得,Can be obtained by exchanging in a Z-Move.,Z-무브에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
51931,雷吉斯奇鲁·Z觉醒碎片,雷吉斯奇魯·Z招式碎片,Regice Z-Move Shard,Mảnh Z-Move của Regice,레지아이스 Z이펙트 조각,<cn;tw;en;vn;th;kr>,1931,config/portrait/jinglingtouxiang/img_379_ljsql@.png,用于提升雷吉斯奇鲁的Z觉醒养成,提升雷吉斯奇魯Z招式養成的工具,Item for powering up Regigigas's Z-Move,레지기가스의 Z 기술을 강화하는 아이템,用于提升雷吉斯奇鲁的Z觉醒养成,提升雷吉斯奇魯Z招式養成的工具,Item to power up Regigigas's Z-Move,레지기가스의 Z기술을 강화하는 아이템,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在寶可夢Z招式中兌換獲得,Can be exchanged for in Pokémon Z-Moves.,포켓몬 Z기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
51941,拉帝亚斯·Z觉醒碎片,拉帝亞斯Z招式碎片,Latios Z-Move Shard,Mảnh Z-Move của Latios,라티오스 Z이동 조각,<cn;tw;en;vn;th;kr>,1941,config/portrait/jinglingtouxiang/img_380_ldys@.png,用于提升拉帝亚斯的Z觉醒养成,用於提升拉帝亞斯的Z招式養成,For raising Latias's Z-Move power,라티아스의 Z기술 육성을 위한,用于提升拉帝亚斯的Z觉醒养成,用於提升拉帝亞斯的Z招式養成,For raising Latias's Z-Move power,라티아스의 Z 기술 육성을 위한,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be obtained by exchanging in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
51951,拉帝欧斯·Z觉醒碎片,拉帝歐斯·Z招式碎片,Latios Z-Move Shard,Mảnh Z-Move của Latios,라티오스 Z기술 조각,<cn;tw;en;vn;th;kr>,1951,config/portrait/jinglingtouxiang/img_381_ldos@.png,用于提升拉帝欧斯的Z觉醒养成,用於提升拉帝歐斯的Z招式養成,Used to improve Latios's Z-Move cultivation,라티오스의 Z 기술 육성에 사용됩니다.,用于提升拉帝欧斯的Z觉醒养成,用於提升拉帝歐斯的Z招式培養,For raising Latias's Z-Move power,라티아스의 Z기술 육성을 위한,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환할 수 있습니다.,{drawcard=false;gain=false},0,0
51961,盖欧卡Z觉醒碎片,蓋歐卡Z招式碎片,Groudon Z-Move Shard,Mảnh Z-Move của Groudon,그란돈 Z이벤트 조각,<cn;tw;en;vn;th;kr>,1961,config/portrait/jinglingtouxiang/img_382_gok@.png,用于提升盖欧卡Z觉醒养成,用於提升蓋歐卡Z招式養成,For raising Groudon's Z-Move,가이오가 Z기술 육성을 위한,用于提升盖欧卡Z觉醒养成,用於提升蓋歐卡Z招式養成,Used to enhance Groudon Z-Move training.,가이오가 Z기술 육성에 사용됩니다.,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Move.,Z-무브에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
51962,原始盖欧卡Z觉醒碎片,原始固拉多Z招式碎片,Primal Groudon Z-Move Shard,Mảnh Z-招式 của Groudon Nguyên Thủy,프라이멀 그라돈 Z기술 조각,<cn;tw;en;vn;th;kr>,1962,config/portrait/jinglingtouxiang/img_382_ysgok@.png,用于提升原始盖欧卡Z觉醒养成,提升原始蓋歐卡Z招式養成,Used to enhance Primal Groudon Z-Move cultivation,프라이멀 그라돈 Z기술 육성 강화에 사용,用于提升原始盖欧卡Z觉醒养成,用於提升原始蓋歐卡Z招式培育,For enhancing Primal Groudon Z-Move training,프라이멀 그라돈 Z 기술 훈련 향상을 위해,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在寶可夢Z招式中兌換獲得,Can be exchanged for in Pokémon Z-Moves.,포켓몬 Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
51971,固拉多·Z觉醒碎片,固拉多Z招式碎片,Groudon Z-Move Shard,Mảnh Z-Move của Groudon,그라돈 Z기술 조각,<cn;tw;en;vn;th;kr>,1971,config/portrait/jinglingtouxiang/img_383_gld@.png,用于提升固拉多的Z觉醒养成,提升固拉多Z招式的培育,Raising Groudon's Z-Move,그라돈의 Z기술 육성,用于提升固拉多的Z觉醒养成,用於提升固拉多Z招式培養,For raising the Z-Move cultivation of Groudon,그라돈의 Z기술 육성을 위한,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
51972,固拉多·原始回归的样子·Z觉醒碎片,固拉多·原始回歸的樣子·Z招式碎片,Groudon Primal Reversion Z-Move Shard,Mảnh Z-Move của Groudon dạng Nguyên Thủy hồi quy,그란돈 프라이멀 리버전 Z이펙트 조각,<cn;tw;en;vn;th;kr>,1972,config/portrait/jinglingtouxiang/img_383_cjgld@.png,用于提升固拉多·原始回归的样子的Z觉醒养成,提升固拉多原始回歸樣貌的Z招式培育,Z-Move training to enhance Groudon's Primal Reversion form,Groudon의 원시 회귀 형태를 강화하는 Z 기술 육성,用于提升固拉多·原始回归的样子的Z觉醒养成,提升固拉多原始回歸樣貌的Z招式培育,Z-Move cultivation to enhance Groudon's Primal Reversion form,그란돈의 원시회귀 형태를 강화하는 Z이어 기술 육성,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be obtained by exchanging in Z-Moves.,Z기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
51981,裂空座·Z觉醒碎片,裂空座·Z招式碎片,Rayquaza Z-Move Shard,Mảnh Z-Move của Rayquaza,레쿠쟈 Z기술 조각,<cn;tw;en;vn;th;kr>,1981,config/portrait/jinglingtouxiang/img_384_lkz@.png,用于提升裂空座的Z觉醒养成,用於提升裂空座的Z招式培養,For raising Rayquaza's Z-Move,레쿠자의 Z 기술 육성을 위한,用于提升裂空座的Z觉醒养成,提升裂空座Z招式養成的工具,Tool for raising Rayquaza's Z-Move power,레이쿠아자의 Z기술 육성을 위한 도구,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be obtained by exchanging in a Z-Move.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
51982,超级裂空座·Z觉醒碎片,超究極裂空座·Z招式碎片,Super Mega Rayquaza Z-Move Shard,Mảnh Z-Move của Mega Rayquaza Siêu Cấp,초진화 레쿠쟈 Z기술 조각,<cn;tw;en;vn;th;kr>,1982,config/portrait/jinglingtouxiang/img_384_cjlkz@.png,用于提升超级裂空座的Z觉醒养成,提升超級裂空座Z招式養成的工具,Tool for raising Mega Rayquaza's Z-Move power,메가 레쿠쟈의 Z 기술을 강화하는 도구,用于提升超级裂空座的Z觉醒养成,用於提升超級裂空座的Z招式培育,For raising Super Rayquaza's Z-Move cultivation,초월 레쿠쟈의 Z기술 육성을 위한,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在寶可夢Z招式中兌換獲得,Can be obtained by exchanging in Z-Move.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
51991,基拉祈·Z觉醒碎片,祈願寶可夢·Z招式碎片,Jirachi Z-Move Shard,Mảnh Z-Move của Jirachi,지라치 Z이동 조각,<cn;tw;en;vn;th;kr>,1982,config/portrait/jinglingtouxiang/img_385_jlq@.png,用于提升基拉祈的Z觉醒养成,提升基拉祈Z招式養成的工具,Tool for raising the Z-Move power of Jirachi,지라치의 Z기술 육성을 위한 도구,用于提升基拉祈的Z觉醒养成,提升基拉祈Z招式的培育,Raising Kira's Z-Move,지라치의 Z 기술 육성,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
52011,草苗龟·Z觉醒碎片,妙蛙種子·Z招式碎片,Bulbasaur Z-Move Shard,Bulbasaur mảnh Z-Move,이상해씨 Z이동 조각,<cn;tw;en;vn;th;kr>,2011,config/portrait/jinglingtouxiang/img_387_cmg@.png,用于提升草苗龟的Z觉醒养成,提升草苗龜Z招式養成的工具,Tool for raising the Grass-type starter's Z-Move power.,풀 타입 시작 포켓몬의 Z 기술을 강화하는 도구,用于提升草苗龟的Z觉醒养成,提升草苗龜Z招式養成的工具,Tool for raising the Grass-type starter's Z-Move power,풀 타입 시작 포켓몬의 Z 기술을 강화하는 도구,4,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在寶可夢Z招式中兌換獲得,Can be exchanged for in Pokémon Z-Moves.,포켓몬 Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
52021,小火焰猴·Z觉醒碎片,小火焰猴·Z招式碎片,Monferno Z-Move Shard,Mảnh Z-Move của Chim Lửa Con,모험의 불꽃 Z이동 조각,<cn;tw;en;vn;th;kr>,2021,config/portrait/jinglingtouxiang/img_390_xhyh@.png,用于提升小火焰猴的Z觉醒养成,提升小火焰猴Z招式的培育,Raising a Litten's Z-Move,Litten의 Z이벤트 육성,用于提升小火焰猴的Z觉醒养成,提升小火焰猴Z招式養成的工具,Tool for improving the Z-Move cultivation of a Chimchar,모험가의 힘을 키우는 도구,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在寶可夢Z招式中兌換獲得,Can be exchanged for in Pokémon Z-Moves.,포켓몬 Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
52031,波加曼·Z觉醒碎片,波加曼Z招式碎片,Popplio Z-Move Shard,Mảnh Z-Move của Popplio,포푸니 Z기술 조각,<cn;tw;en;vn;th;kr>,2031,config/portrait/jinglingtouxiang/img_393_bjm@.png,用于提升波加曼的Z觉醒养成,提升波加曼Z招式的培育,Raising a Popplio's Z-Move,포푸니의 Z기술 육성,用于提升波加曼的Z觉醒养成,提升波加曼Z招式的培育,Raising a Popplio's Z-Move,포푸니의 Z 기술 육성,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在寶可夢Z招式中兌換獲得,Can be exchanged for in Pokémon Z-Moves.,포켓몬 Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
52071,小猫怪·Z觉醒碎片,小貓怪Z招式碎片,Meowth Z-Move Shard,Mảnh Z-Move của Meowth,냐옹마 Z이펙트 조각,<cn;tw;en;vn;th;kr>,2071,config/portrait/jinglingtouxiang/img_403_xmg@.png,用于提升小猫怪的Z觉醒养成,提升小貓怪Z招式的培育,Raising a Meowth with a Z-Move,Z 기술을 가진 나옹 육성,用于提升小猫怪的Z觉醒养成,提升小貓怪Z招式養成的工具,Tool for raising a Meowth's Z-Move,냐오불의 Z기술 육성을 위한 도구,4,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在寶可夢Z招式中兌換獲得,Can be exchanged for in Pokémon Z-Moves.,포켓몬 Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
52231,圆陆鲨·Z觉醒碎片,圓陸鯊·Z招式碎片,Garchomp Z-Move Shard,Mảnh Z-Move của Garchomp,가르메일 Z기술 조각,<cn;tw;en;vn;th;kr>,2231,config/portrait/jinglingtouxiang/img_443_yls@.png,用于提升圆陆鲨的Z觉醒养成,提升圓陸鯊Z招式的培育,Raising a Goomy's Z-Move,고고미의 Z기술 육성,用于提升圆陆鲨的Z觉醒养成,提升圓陸鯊Z招式的培育,Raising a Goomy's Z-Move,고고트의 Z기술 육성,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在寶可夢Z招式中兌換獲得,Can be obtained by exchanging in Pokémon Z-Moves.,포켓몬 Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
52241,利欧路·Z觉醒碎片,路卡利歐·Z招式碎片,Lucario Z-Move Shard,Mảnh Z-Move của Lucario,루카리오 Z이벤트 조각,<cn;tw;en;vn;th;kr>,2241,config/portrait/jinglingtouxiang/img_447_lol@.png,用于提升利欧路的Z觉醒养成,提升利歐路的Z招式培育,Raising Riolu's Z-Move,리오루의 Z기술 육성,用于提升利欧路的Z觉醒养成,提升利歐路的Z招式養成,Raising Riolu's Z-Move,리오루의 Z기술 육성,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
