变量名,_beizhu,cardID,desc,desc_tw,desc_en,desc_vn,desc_kr,desc_pt,desc_th,groupID,starUnlock,addAttributes,unlockdesc1,unlockdesc1_tw,unlockdesc1_en,unlockdesc1_vn,unlockdesc1_kr,unlockdesc1_pt,unlockdesc1_th,unlockdesc2,unlockdesc2_tw,unlockdesc2_en,unlockdesc2_vn,unlockdesc2_kr,unlockdesc2_pt,unlockdesc2_th,unlockType,unlockTarget,lock,rarity,level,star,advance,skillLevels,abilities,nvalue,fetters,equipAdvance,equipStar,equipLevel,equipAwake,zawake,hp,damage,specialDamage,defence,specialDefence,speed,strikeLevel,strikeDamage,strikeResistance,blockLevel,breakBlockLevel,blockPower,damageAdd,damageSub,mainSkillAdd,mainSkillSub,controlPer,immuneControl,suckBlood,rebound,languages
31951,,1951,拉帝欧斯,拉帝歐斯,Latios,Latios,라티오스,Latios,ลาติออส,4,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,获得徽章【合体之谜II】后解锁,獲得徽章【合體之謎II】後解鎖,Unlocks after obtaining the badge 【Mystery of Fusion II】,Mở khóa sau khi nhận được huy hiệu 【Bí Ẩn Hợp Thể II】,뱃지 【합체의 수수께끼 II】 획득 후 해제,Desbloqueia após obter o emblema 【Mistério da Fusão II】,ปลดล็อคหลังจากได้รับตราสัญลักษณ์ 【ปริศนาแห่งการรวมร่าง II】,恭喜解锁拉帝欧斯，你已经超过70%的玩家,恭喜解鎖拉帝歐斯，你已經超過70%的玩家,Congratulations on unlocking Latias! You've surpassed 70% of players.,Chúc mừng bạn đã mở khóa Latias! Bạn đã vượt qua 70% người chơi.,라티아스 해금 축하합니다! 70% 이상의 플레이어를 능가했습니다.,Parabéns por desbloquear Latias! Você superou 70% dos jogadores.,ขอแสดงความยินดีที่ปลดล็อกลาเทียส! คุณได้แซงหน้าผู้เล่นกว่า 70% แล้ว,3,5102,1,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,500,500,,,,,<cn>
31971,,1971,固拉多,固拉多,Groudon,Groudon,가이오가,Groudon,Groudon,4,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,获得徽章【大地之怒】后解锁,獲得徽章【大地之怒】後解鎖,Unlocks after obtaining the badge 【Earth's Fury】,Mở khóa sau khi nhận được huy hiệu 【Nộ Hỏa Đại Địa】,【대지의 분노】 배지를 획득한 후 해제,Desbloqueia após obter o distintivo 【Fúria da Terra】,ปลดล็อกหลังจากได้รับตรา 【พลังแห่งแผ่นดิน】,恭喜解锁固拉多，你已经超过90%的玩家,恭喜解鎖固拉多，你已經超過90%的玩家！,Congratulations on unlocking Groudon! You've surpassed 90% of players.,Chúc mừng đã mở khóa Groudon! Bạn đã vượt qua 90% người chơi.,그라돈 해금 축하합니다! 90% 이상의 플레이어를 뛰어넘었습니다.,Parabéns por desbloquear Groudon! Você superou 90% dos jogadores.,ขอแสดงความยินดีที่ปลดล็อก Groudon! คุณได้แซงหน้าผู้เล่นกว่า 90% แล้ว,3,5103,1,4,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,200%,200%,200%,200%,200%,200%,,,,,,,2000,2000,500,500,,,,,<cn>
31981,,1981,裂空座,裂空座,Rayquaza,Rayquaza,레쿠쟈,Rayquaza,เรย์ควาซา,4,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,挑战完成【迈向最强之路】副本后极大概率解锁,挑戰完成【邁向最強之路】副本後極大概率解鎖,"High chance of unlocking after completing the ""Path to the Strongest"" dungeon.","Cơ hội rất cao để mở khóa sau khi hoàn thành phụ bản ""Con đường đến mạnh nhất"".","""최강의 길"" 던전을 완료하면 매우 높은 확률로 잠금 해제됩니다.","Alta chance de desbloquear após completar a masmorra ""Caminho para o Mais Forte"".","โอกาสสูงมากที่จะปลดล็อคหลังจากเคลียร์ดันเจี้ยน ""เส้นทางสู่ความแข็งแกร่ง""",恭喜解锁裂空座，你已经超过30%的玩家,恭喜解鎖裂空座，你已經超過30%的玩家！,Congratulations on unlocking Rayquaza! You've surpassed 30% of players.,Chúc mừng đã mở khóa Rayquaza! Bạn đã vượt qua 30% người chơi.,레이쿠아자 해금 축하합니다! 30% 이상의 플레이어를 능가했습니다.,Parabéns por desbloquear Rayquaza! Você superou 30% dos jogadores.,ยินดีด้วยที่ปลดล็อกเรย์ควาซา! คุณทำได้ดีกว่าผู้เล่น 30% แล้ว,4,19,1,4,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,120%,120%,120%,120%,120%,120%,,,,,,,1000,1000,500,500,,,,,<cn>
32013,,2013,土台龟,土台龜,Earth Tortoise,Rùa Đất,땅거북,Tartaruga da Terra,เต่าดิน,4,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,,,,,,,,,,,,,,,,,,,,,<cn>
32033,,2033,帝王拿波,帝王拿波,Emperor Nappa,Đế Vương Nappa,황제 나파,Imperador Nappa,จักรพรรดินับปา,4,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,,,,,,,,,,,,,,,,,,,,,<cn>
32242,,2242,路卡利欧,路卡利歐,Lucario,Lucario,루카리오,Lucario,ลูคาริโอ,4,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,,,,,,,,,,,,,,,,,,,,,<cn>
32351,,2351,帝牙卢卡,帝牙盧卡,Dialga,Dialga,디아루가,Dialga,ไดอัลก้า,4,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,玩法周期内累计招募1次帝牙卢卡后解锁,玩法週期內累計招募1次帝牙盧卡後解鎖,Unlocks after recruiting Dialga once during the gameplay period.,Mở khóa sau khi chiêu mộ Dialga một lần trong thời gian chơi.,플레이 기간 동안 디아루가를 한 번 모집한 후 잠금 해제됩니다.,Desbloqueia após recrutar Dialga uma vez durante o período de jogo.,ปลดล็อคหลังจากสรรหาไดอัลกาได้ 1 ครั้งในช่วงระยะเวลาการเล่น,恭喜解锁帝牙卢卡，你已经超过60%的玩家,恭喜解鎖帝牙盧卡，你已經超過60%的玩家！,Congratulations on unlocking Dialga! You've surpassed 60% of players.,Chúc mừng đã mở khóa Dialga! Bạn đã vượt qua 60% người chơi.,디아루가 잠금 해제 축하합니다! 60% 이상의 플레이어를 능가했습니다.,Parabéns por desbloquear Dialga! Você superou 60% dos jogadores.,ขอแสดงความยินดีที่ปลดล็อกไดอัลก้า! คุณได้เอาชนะผู้เล่นมากกว่า 60% แล้ว,1,42351,1,4,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,140%,140%,140%,140%,140%,140%,,,,,,,1000,1000,500,500,,,,,<cn>
32361,,2361,帕路奇亚,帕路奇亞,Palkia,Palkia,팰키아,Palkia,พาลเกีย,4,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,玩法周期内累计招募1次帕路奇亚卡后解锁,玩法週期內累計招募1次帕路奇亞卡後解鎖,Unlocks after recruiting 1 Palkias card cumulatively within the gameplay cycle.,Mở khóa sau khi chiêu mộ 1 thẻ Palkias tích lũy trong chu kỳ chơi.,게임 플레이 주기 내에 파루키아 카드를 누적하여 1회 모집한 후 잠금 해제됩니다.,Desbloqueia após recrutar 1 carta Palkias cumulativamente dentro do ciclo de jogo.,ปลดล็อกหลังจากสรรหาการ์ดพาล์เคีย 1 ใบสะสมภายในรอบการเล่น,恭喜解锁帕路奇亚，你已经超过60%的玩家,恭喜解鎖帕路奇亞，你已經超過60%的玩家！,Congratulations on unlocking Dialga! You've surpassed 60% of players.,Chúc mừng bạn đã mở khóa Dialga! Bạn đã vượt qua 60% người chơi.,디아루가 잠금 해제 축하합니다! 60% 이상의 플레이어를 능가했습니다.,Parabéns por desbloquear Dialga! Você superou 60% dos jogadores.,ขอแสดงความยินดีที่ปลดล็อกไดอัลก้า! คุณได้เอาชนะผู้เล่นไปแล้วกว่า 60% ,1,42361,1,4,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,140%,140%,140%,140%,140%,140%,,,,,,,1000,1000,500,500,,,,,<cn>
32441,,2441,谢米,謝米,Xiemi,Xiemi,셰미,Xiemi,เซี่ยหมี่,4,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,玩法周期内累计认输12次后解锁,玩法週期內累計認輸12次後解鎖,Unlocks after accumulating 12 surrenders within the gameplay cycle.,Mở khóa sau khi tích lũy 12 lần đầu hàng trong chu kỳ chơi.,게임 플레이 주기 내에 누적 항복 12회 후 잠금 해제,Desbloqueia após acumular 12 desistências dentro do ciclo de jogo.,ปลดล็อกหลังจากยอมแพ้สะสม 12 ครั้งภายในรอบการเล่น,恭喜解锁谢米，你已经超过50%的玩家,恭喜解鎖謝米，你已經超過50%的玩家！,Congratulations on unlocking Shaymin! You've surpassed 50% of players.,Chúc mừng đã mở khóa Shaymin! Bạn đã vượt qua 50% người chơi.,쉐이미 해금 축하합니다! 50% 이상의 플레이어를 넘어섰습니다.,Parabéns por desbloquear Shaymin! Você superou 50% dos jogadores.,ขอแสดงความยินดีที่ปลดล็อกเชย์มิน! คุณทำได้ดีกว่าผู้เล่นกว่า 50% แล้ว,2,12,1,4,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,160%,160%,160%,160%,160%,160%,,,,,,,1500,1500,500,500,,,,,<cn>
32473,,2473,君主蛇,君主蛇,Monarch Snake,Rắn Monarch,모나크 뱀,Cobra Monarca,งูโมนาร์ช,4,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,,,,,,,,,,,,,,,,,,,,,<cn>
32483,,2483,炎武王,炎武王,Yan Wu Wang,Yan Vũ Vương,염무왕,Yan Wu Wang,หยานอู่หวัง,4,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,,,,,,,,,,,,,,,,,,,,,<cn>
33021,,3021,几何雪花,幾何雪花,Geometric Snowflake,Bông Tuyết Hình Học,기하학적 눈송이,Floco de Neve Geométrico,เกล็ดหิมะเรขาคณิต,4,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,,,,,,,,,,,,,,,,,,,,,<cn>
33152,,3152,火神蛾,火神蛾,Fire God Moth,Ngài lửa thần,화신 나방,Traça do Deus do Fogo,ผีเสื้อกลางคืนเทพแห่งไฟ,4,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,,,,,,,,,,,,,,,,,,,,,<cn>
33283,,3283,布里卡隆,布里卡隆,Brikalon,Brikalon,브리카론,Brikalon,บริคาลอน,4,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,,,,,,,,,,,,,,,,,,,,,<cn>
33293,,3293,妖火红狐,妖火紅狐,Demon Fire Red Fox,Hồ Ly Hỏa Quỷ,요화 홍호,Raposa de Fogo Demônio,จิ้งจอกไฟปีศาจ,4,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,,,,,,,,,,,,,,,,,,,,,<cn>
33303,,3303,甲贺忍蛙,甲賀忍蛙,Koga Ninja Frog,Ninja ếch Koga,코가 닌자 개구리,Sapo Ninja Koga,โคกะนินจาคางคก,4,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,,,,,,,,,,,,,,,,,,,,,<cn>
33353,,3353,花洁夫人,花潔夫人,Madam Flower Cleanliness,Bà Hoa Thanh Khiết,화결 부인,Senhora Flor Limpeza,คุณหญิงดอกไม้สะอาด,4,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,,,,,,,,,,,,,,,,,,,,,<cn>
33413,,3413,坚盾剑怪·盾牌,堅盾劍怪・盾牌,Shield Guardian Sword Monster·Shield,Quái vật Kiếm khiên cứng cáp·Khiên,견고한 방패 검 몬스터·방패,Monstro Espada-Escudo Resistente·Escudo,มอนสเตอร์ดาบโล่แข็งแกร่ง·โล่,4,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,,,,,,,,,,,,,,,,,,,,,<cn>
33502,,3502,冰雪巨龙,冰雪巨龍,Ice Dragon,Rồng băng,얼음 용,Dragão de Gelo,มังกรน้ำแข็ง,4,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,,,,,,,,,,,,,,,,,,,,,<cn>
33663,,3663,狙射树枭,狙射樹梟,Sniping Tree Owl,Cú bắn tỉa,저격수 올빼미,Coruja de Tiro de Precisão,นกฮูกมือปืน,4,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,,,,,,,,,,,,,,,,,,,,,<cn>
33772,,3772,超坏星,超壞星,Supernova,Siêu tân tinh,초신성,Supernova,ซูเปอร์โนวา,4,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,,,,,,,,,,,,,,,,,,,,,<cn>
40004,,4,超级妙蛙花,超級妙蛙花,Super Venusaur,Super Venusaur,슈퍼 비나선,Super Venusaur,เวนอซอรซุปเปอร์,5,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
40014,,14,超级喷火龙X,超級噴火龍X,Mega Charizard X,Mega Charizard X,메가 리자몽X,Mega Charizard X,เมก้าชาไรซ์ซาร์ด X,5,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
40015,,15,超级喷火龙Y,超級噴火龍Y,Mega Charizard Y,Mega Charizard Y,메가 리자몽Y,Mega Charizard Y,เมก้า Charizard Y,5,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
40024,,24,超级水箭龟,超級水箭龜,Blastoise,Blastoise,거북왕,Blastoise,บลัสทอยส์,5,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
40053,,53,大比鸟,大比鳥,Great Jagras,Great Jagras,그레이트 야그라스,Great Jagras,เกรท ยากราส,5,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
40093,,93,雷丘,雷丘,Raichu,Raichu,라이츄,Raichu,ไรชู,5,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
40133,,133,皮可西,皮可西,Pixie,Pixie,픽시,Pixie,พิกซี่,5,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
40153,,153,胖可丁,胖可丁,Pachirisu,Pachirisu,파치리스,Pachirisu,ปาชีริสุ,5,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
40163,,163,叉字蝠,叉字蝠,Golbat,Golbat,골뱃,Golbat,Golbat,5,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
40222,,222,哥达鸭,哥達鴨,Golduck,Golduck,골덕,Golduck,โกดั๊ก,5,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
40242,,242,风速狗,風速狗,Wind Speed Dog,Chó Tốc Độ Gió,풍속견,Cão de Velocidade do Vento,สุนัขความเร็วลม,5,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
40264,,264,超级胡地,超級胡地,Mega Alakazam,Mega Alakazam,메가 잠노,Mega Alakazam,เมก้าอะลาคาซาม,5,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
40273,,273,怪力,怪力,Super strength,Siêu sức mạnh,엄청난 힘,Força sobre-humana,พละกำลังมหาศาล,5,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
40283,,283,大食花,大食花,Venus flytrap,Bẫy ruồi Venus,파리지옥,Dioneia,ต้นกาบหอยแครง,5,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
40303,,303,隆隆岩,隆隆岩,Graveler,Rồng Đá,고지라,Graveler,กรวด,5,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
40341,,341,大葱鸭,大蔥鴨,Scallion Duck,Vịt Hành,파 오리,Pato com cebolinha,เป็ดย่างต้นหอม,5,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
40372,,372,臭臭泥,臭臭泥,Muk,Muk,텅구리,Muk,มัก,5,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
