变量名,_beizhu,huodongID,taskType,taskParam,taskSpecialParam,desc,desc_tw,desc_en,desc_vn,desc_kr,desc_pt,desc_th,award,vip
1402,开服活动-充值送炎帝-正式改版-韩服提高到5000,1018,22,600,,充值600钻石,儲值600鑽石,Purchase 600 Diamonds,Purchase 600 Diamonds,600다이아 충전,Compre 600 diamantes,ซื้อเพชร 600 เม็ด,{gold=100000;501=2;2102=3;14=10},
1403,开服活动-充值送炎帝-正式改版-韩服提高到5000,1018,22,1280,,充值1280钻石,儲值1280鑽石,Purchase 1280 Diamonds,Nạp 1280 Diamond,1280다이아 충전,Compre 1280 diamantes,ซื้อเพชร 1280 เม็ด,{gold=120000;519=10;2102=3;14=15},
1404,开服活动-充值送炎帝-正式改版-韩服提高到5000,1018,22,1980,,充值1980钻石,儲值1980鑽石,Purchase 1980 Diamonds,Purchase 1980 Diamonds,1980다이아 충전,Compre diamantes de 1980,ซื้อเพชร 1980 เม็ด,{gold=140000;502=10;19=10;14=15},
1405,开服活动-充值送炎帝-正式改版-韩服提高到5000,1018,22,3280,,充值3280钻石,儲值3280鑽石,Purchase 3280 Diamonds,Purchase 3280 Diamonds,3280다이아 충전,Compre 3280 diamantes,ซื้อเพชร 3280 เม็ด,{gold=160000;519=10;2103=1;14=20},
1406,开服活动-充值送炎帝-正式改版-韩服提高到5000,1018,22,6480,,充值6480钻石,儲值6480鑽石,Purchase 6480 Diamonds,Purchase 6480 Diamonds,6480다이아 충전,Compre 6480 diamantes,ซื้อเพชร 6480 เม็ด,{card={id=1231};gold=180000;2103=1;14=20},
1407,开服活动-充值送炎帝-正式改版-韩服提高到5000,1018,22,9680,,充值9680钻石,儲值9680鑽石,Purchase 9680 Diamonds,Purchase 9680 Diamonds,9680다이아 충전,Compre 9680 diamantes,ซื้อเพชร 9680 เม็ด,{gold=200000;213=1;223=1;14=20},
1408,开服活动-充值送炎帝-正式改版-韩服提高到5000,1018,22,12000,,充值12000钻石,儲值12000鑽石,Purchase 12000 Diamonds,Purchase 12000 Diamonds,12000다이아 충전,Compre 12000 diamantes,"ซื้อเพชร 12,000 เม็ด",{gold=220000;21231=100;2103=2;14=30},
1409,开服活动-充值送炎帝-正式改版-韩服提高到5000,1018,22,15000,,充值15000钻石,儲值15000鑽石,Purchase 12000 Diamonds,Purchase 12000 Diamonds,15000다이아 충전,Compre 12000 diamantes,"ซื้อเพชร 12,000 เม็ด",{gold=250000;203=1;233=1;14=40},
1410,开服活动-充值送炎帝-正式改版-韩服提高到5000,1018,22,20000,,充值20000钻石,儲值20000鑽石,Purchase 20000 Diamonds,Purchase 20000 Diamonds,20000다이아 충전,Compre 20000 diamantes,"ซื้อเพชร 20,000 เม็ด",{gold=300000;21231=100;942=1;14=50},
1411,开服活动-充值送炎帝-正式改版-韩服提高到5000,1018,22,25000,,充值25000钻石,儲值25000鑽石,Purchase 25000 Diamonds,Purchase 25000 Diamonds,25000다이아 충전,Compre 25000 diamantes,"ซื้อเพชร 25,000 เม็ด",{gold=500000;502=50;902=50;14=50},
1412,开服活动-充值送炎帝-正式改版-韩服提高到5000,1018,22,30000,,充值30000钻石,儲值30000鑽石,Purchase 30000 Diamonds,Purchase 30000 Diamonds,30000다이아 충전,Compre 30000 diamantes,"ซื้อเพชร 30,000 เม็ด",{gold=500000;902=50;963=2;14=70},
1413,开服活动-充值送炎帝-正式改版-韩服提高到5000,1018,22,40000,,充值40000钻石,儲值40000鑽石,Purchase 40000 Diamonds,Purchase 40000 Diamonds,40000다이아 충전,Compre 40000 diamantes,ซื้อเพชร 40000 เม็ด,{gold=500000;2152=3;501=5;14=70},
1414,开服活动-充值送炎帝-正式改版-韩服提高到5000,1018,22,50000,,充值50000钻石,儲值50000鑽石,Purchase 50000 Diamonds,Purchase 50000 Diamonds,50000다이아 충전,Compre 50000 diamantes,"ซื้อเพชร 50,000 เม็ด",{gold=500000;521=30;604=50;14=100},
,,,,,,,,,,,,,,
1420,开服活动KR修改-消耗送小磁怪,1019,21,300,,累计消费300钻石,累計消費300鑽石,,,300다이아 누적 소모,Consumo total de 300 diamantes,ใช้ไปทั้งหมด 300 เพชร,{gold=60000;5000=10;930=10},
1421,开服活动KR修改-消耗送小磁怪,1019,21,1000,,累计消费1000钻石,累計消費1000鑽石,,,1000다이아 누적 소모,Consumo total de 1000 diamantes,"รวมปริมาณการใช้เพชร 1,000 เม็ด",{gold=80000;5000=15;20331=10},
1422,开服活动KR修改-消耗送小磁怪,1019,21,2000,,累计消费2000钻石,累計消費2000鑽石,,,2000다이아 누적 소모,Consumo total de 2000 diamantes,"ยอดการใช้เพชรทั้งหมด 2,000 เม็ด",{gold=80000;5000=10;452=20},
1423,开服活动KR修改-消耗送小磁怪,1019,21,4000,,累计消费4000钻石,累計消費4000鑽石,,,4000다이아 누적 소모,Consumo total de 4000 diamantes,ยอดการใช้เพชรรวม 4000 เม็ด,{gold=100000;5000=15;20331=20},
1424,开服活动KR修改-消耗送小磁怪,1019,21,7000,,累计消费7000钻石,累計消費7000鑽石,,,7000다이아 누적 소모,Consumo total de 7000 diamantes,รวมปริมาณการใช้เพชร 7000 เม็ด,{gold=120000;5000=15;452=30},
1425,开服活动KR修改-消耗送小磁怪,1019,21,10000,,累计消费10000钻石,累計消費10000鑽石,,,10000다이아 누적 소모,Consumo total de 10000 diamantes,"รวมปริมาณการบริโภค 10,000 เพชร",{gold=120000;5000=15;20331=30},
1426,开服活动KR修改-消耗送小磁怪,1019,21,15000,,累计消费15000钻石,累計消費15000鑽石,,,15000다이아 누적 소모,Consumo total de 15000 diamantes,"รวมปริมาณการใช้เพชร 15,000 เม็ด",{gold=140000;5000=20;452=40},
1427,开服活动KR修改-消耗送小磁怪,1019,21,20000,,累计消费20000钻石,累計消費20000鑽石,,,20000다이아 누적 소모,Consumo total de 20000 diamantes,"ยอดการใช้เพชร 20,000 เม็ด",{gold=160000;5000=20;20331=40},
1428,开服活动KR修改-消耗送小磁怪,1019,21,25000,,累计消费25000钻石,累計消費25000鑽石,,,25000다이아 누적 소모,Consumo total de 25000 diamantes,ยอดบริโภคเพชร 25000 เม็ด,{gold=180000;5000=25;452=50},
1429,开服活动KR修改-消耗送小磁怪,1019,21,30000,,累计消费30000钻石,累計消費30000鑽石,,,30000다이아 누적 소모,Consumo total de 30000 diamantes,"ยอดบริโภคเพชร 30,000 เม็ด",{gold=200000;5000=30;20331=50},
,,,,,,,,,,,,,,
2001,日常活动-每日充值,2001,22,300,,充值300钻石,儲值300鑽石,Purchase 300 Diamonds,Purchase 300 Diamonds,300다이아 충전,Compre 300 diamantes,ซื้อเพชร 300 เม็ด,{gold=100000;901=10;2102=10;501=2},
2002,日常活动-每日充值,2001,22,600,,充值600钻石,儲值600鑽石,Purchase 600 Diamonds,Purchase 600 Diamonds,600다이아 충전,Compre 600 diamantes,ซื้อเพชร 600 เม็ด,{gold=100000;901=15;2102=10;502=5},
2003,日常活动-每日充值,2001,22,980,,充值980钻石,儲值980鑽石,Purchase 980 Diamonds,Purchase 980 Diamonds,980다이아 충전,Compre 980 diamantes,ซื้อเพชร 980 เม็ด,{gold=200000;901=20;2102=20;talent_point=5},
2004,日常活动-每日充值,2001,22,1980,,充值1980钻石,儲值1980鑽石,Purchase 1980 Diamonds,Purchase 1980 Diamonds,1980다이아 충전,Compre diamantes de 1980,ซื้อเพชร 1980 เม็ด,{gold=300000;902=10;2103=10;502=10},
2005,日常活动-每日充值,2001,22,3280,,充值3280钻石,儲值3280鑽石,Purchase 3280 Diamonds,Purchase 3280 Diamonds,3280다이아 충전,Compre 3280 diamantes,ซื้อเพชร 3280 เม็ด,{gold=500000;902=15;2103=10;4000=300},
2006,日常活动-每日充值,2001,22,6480,,充值6480钻石,儲值6480鑽石,Purchase 6480 Diamonds,Purchase 6480 Diamonds,6480다이아 충전,Compre 6480 diamantes,ซื้อเพชร 6480 เม็ด,{gold=500000;902=20;2103=20;521=10},
,,,,,,,,,,,,,,
2011,日常活动-每日充值-kr改版,2002,22,300,,充值300钻石,儲值300鑽石,Purchase 300 Diamonds,Purchase 300 Diamonds,300다이아 충전,Compre 300 diamantes,ซื้อเพชร 300 เม็ด,{gold=100000;901=10;2102=10;501=2},
2012,日常活动-每日充值-kr改版,2002,22,600,,充值600钻石,儲值600鑽石,Purchase 600 Diamonds,Purchase 600 Diamonds,600다이아 충전,Compre 600 diamantes,ซื้อเพชร 600 เม็ด,{gold=100000;901=15;2102=10;502=8},
2013,日常活动-每日充值-kr改版,2002,22,980,,充值980钻石,儲值980鑽石,Purchase 980 Diamonds,Purchase 980 Diamonds,980다이아 충전,Compre 980 diamantes,ซื้อเพชร 980 เม็ด,{gold=200000;901=20;2102=20;talent_point=5},
2014,日常活动-每日充值-kr改版,2002,22,1980,,充值1980钻石,儲值1980鑽石,Purchase 1980 Diamonds,Purchase 1980 Diamonds,1980다이아 충전,Compre diamantes de 1980,ซื้อเพชร 1980 เม็ด,{gold=300000;902=10;2103=10;502=15},
2015,日常活动-每日充值-kr改版,2002,22,3280,,充值3280钻石,儲值3280鑽石,Purchase 3280 Diamonds,Purchase 3280 Diamonds,3280다이아 충전,Compre 3280 diamantes,ซื้อเพชร 3280 เม็ด,{gold=500000;902=15;2103=10;4000=300},
2016,日常活动-每日充值-kr改版,2002,22,6480,,充值6480钻石,儲值6480鑽石,Purchase 6480 Diamonds,Purchase 6480 Diamonds,6480다이아 충전,Compre 6480 diamantes,ซื้อเพชร 6480 เม็ด,{gold=500000;902=20;2103=20;521=15},
,,,,,,,,,,,,,,
2501,日常活动-开工福利小火龙,2051,1,35,,等级达到35级,等級達到35級,Reach Lv.35,Reach Lv.35,레벨 35 달성,Alcance o nível 35,ถึงระดับ 35,{20011=1;29001=1;gold=20000;5000=10},
2502,日常活动-开工福利小火龙,2051,32,2,,活动副本战斗两次,活動副本戰鬥兩次,Challenge Event Instance for 2 times,Challenge Event Instance for 2 times,이벤트 던전 전투 2회,Instância do evento de desafio por 2 vezes,กิจกรรมท้าทายอินสแตนซ์ 2 ครั้ง,{20011=1;29001=1;gold=20000;5000=10},
2503,日常活动-开工福利小火龙,2051,20,1000000,,金币消耗1000000,金幣消耗1000000,Spend 1M Gold,Spend 1M Gold,1000000 코인 소모,Gaste 1M de ouro,ใช้ทอง 1 ล้าน,{20011=1;29001=1;gold=20000;5000=10},
2504,日常活动-开工福利小火龙,2051,26,5,,购买体力5次,購買體力5次,Buy Energy 5 times,Buy Energy 5 times,체력 5회 구매,Compre Energia 5 vezes,ซื้อพลังงาน 5 ครั้ง,{20011=1;29001=1;gold=20000;5000=10},
2505,日常活动-开工福利小火龙,2051,34,50,,技能升级50次,技能升級50次,Upgrade Skill 50 times,Upgrade Skill 50 times,스킬 50회 레벨업,Melhore a habilidade 50 vezes,อัพเกรดทักษะ 50 ครั้ง,{20011=1;29001=1;gold=20000;5000=10},
2506,日常活动-开工福利小火龙,2051,41,8,,竞技场战斗8次,競技場戰鬥8次,Challenge Arena 8 times,Challenge Arena 8 times,아레나 전투 8회 진행,Arena de Desafio 8 vezes,ชาเลนจ์อารีน่า 8 ครั้ง,{20011=1;29001=1;gold=20000;5000=10},
2507,日常活动-开工福利小火龙,2051,64,5,,以太乐园通过5层,以太樂園通過5層,Clear level 5 in Aether Paradise,Vượt 5 tầng Aether Paradise,에테르파라다이스 5층 클리어,Conclua o nível 5 no Aether Paradise,ผ่านระดับ 5 ใน Aether Paradise,{20011=1;29001=1;gold=20000;5000=10},
2508,日常活动-开工福利小火龙,2051,18,5,,点金5次,點金5次,Gold Touch 5 times,Gold Touch 5 times,5회 골드변환,Toque de Ouro 5 vezes,โกลด์ทัช 5 ครั้ง,{20011=1;29001=1;gold=20000;5000=10},
2509,日常活动-开工福利小火龙,2051,86,,{2=4},完成S级以上派遣任务2次,完成S級以上派遣任務2次,Complete Dispatch Quest of S and above 2 times,Hoàn thành nhiệm vụ điều phái S trở lên 2 lần,S급 이상 파견 퀘스트 2회 완료,Complete a Dispatch Quest de S e acima 2 vezes,ทำภารกิจจัดส่งระดับ S ขึ้นไปให้สำเร็จ 2 ครั้ง,{20011=1;29001=1;gold=20000;5000=10},
2510,日常活动-开工福利小火龙,2051,58,1,,公会抢红包1次,公會搶紅包1次,Grab Red Envelope once,Grab Red Envelope once,길드 보너스 1회 얻기,Pegue o Envelope Vermelho uma vez,คว้าอั่งเปาสักครั้ง,{20011=1;29001=1;gold=20000;5000=10},
2511,日常活动-开工福利小火龙,2051,21,600,,累计消耗600钻石,累計消耗600鑽石,Diamond total Spend reach 600,Diamond total Spend reach 600,600다이아 누적 소모,Total de gastos de diamantes atinge 600,ยอดใช้จ่ายเพชรรวมจะถึง 600,{20011=1;29001=1;gold=20000;5000=10},
2512,日常活动-开工福利小火龙,2051,22,600,,充值600钻石,儲值600鑽石,Recharge 300 Diamond,Recharge 300 Diamond,600다이아 충전,Recarregue 300 Diamantes,เติมเพชร 300 เม็ด,{21271=2;gold=200000;5000=20},
,,,,,,,,,,,,,,
2521,日常活动-开工福利妙蛙种子,2052,1,35,,等级达到35级,等級達到35級,Reach Lv.35,Reach Lv.35,레벨 35 달성,Alcance o nível 35,ถึงระดับ 35,{20001=1;29001=1;gold=20000;5000=10},
2522,日常活动-开工福利妙蛙种子,2052,32,2,,活动副本战斗两次,活動副本戰鬥兩次,Challenge Event Instance for 2 times,Challenge Event Instance for 2 times,이벤트 던전 전투 2회,Instância do evento de desafio por 2 vezes,กิจกรรมท้าทายอินสแตนซ์ 2 ครั้ง,{20001=1;29001=1;gold=20000;5000=10},
2523,日常活动-开工福利妙蛙种子,2052,20,1000000,,金币消耗1000000,金幣消耗1000000,Spend 1M Gold,Spend 1M Gold,1000000 코인 소모,Gaste 1M de ouro,ใช้ทอง 1 ล้าน,{20001=1;29001=1;gold=20000;5000=10},
2524,日常活动-开工福利妙蛙种子,2052,26,5,,购买体力5次,購買體力5次,Buy Energy 5 times,Buy Energy 5 times,체력 5회 구매,Compre Energia 5 vezes,ซื้อพลังงาน 5 ครั้ง,{20001=1;29001=1;gold=20000;5000=10},
2525,日常活动-开工福利妙蛙种子,2052,34,50,,技能升级50次,技能升級50次,Upgrade Skill 50 times,Upgrade Skill 50 times,스킬 50회 레벨업,Melhore a habilidade 50 vezes,อัพเกรดทักษะ 50 ครั้ง,{20001=1;29001=1;gold=20000;5000=10},
2526,日常活动-开工福利妙蛙种子,2052,41,8,,竞技场战斗8次,競技場戰鬥8次,Challenge Arena 8 times,Challenge Arena 8 times,아레나 전투 8회 진행,Arena de Desafio 8 vezes,ชาเลนจ์อารีน่า 8 ครั้ง,{20001=1;29001=1;gold=20000;5000=10},
2527,日常活动-开工福利妙蛙种子,2052,64,5,,以太乐园通过5层,以太樂園通過5層,Clear level 5 in Aether Paradise,Vượt 5 tầng Aether Paradise,에테르파라다이스 5층 클리어,Conclua o nível 5 no Aether Paradise,ผ่านระดับ 5 ใน Aether Paradise,{20001=1;29001=1;gold=20000;5000=10},
2528,日常活动-开工福利妙蛙种子,2052,18,5,,点金5次,點金5次,Gold Touch 5 times,Gold Touch 5 times,5회 골드변환,Toque de Ouro 5 vezes,โกลด์ทัช 5 ครั้ง,{20001=1;29001=1;gold=20000;5000=10},
2529,日常活动-开工福利妙蛙种子,2052,86,,{2=4},完成S级以上派遣任务2次,完成S級以上派遣任務2次,Complete Dispatch Quest of S and above 2 times,Hoàn thành nhiệm vụ điều phái S trở lên 2 lần,S급 이상 파견 퀘스트 2회 완료,Complete a Dispatch Quest de S e acima 2 vezes,ทำภารกิจจัดส่งระดับ S ขึ้นไปให้สำเร็จ 2 ครั้ง,{20001=1;29001=1;gold=20000;5000=10},
2530,日常活动-开工福利妙蛙种子,2052,58,1,,公会抢红包1次,公會搶紅包1次,Grab Red Envelope once,Grab Red Envelope once,길드 보너스 1회 얻기,Pegue o Envelope Vermelho uma vez,คว้าอั่งเปาสักครั้ง,{20001=1;29001=1;gold=20000;5000=10},
2531,日常活动-开工福利妙蛙种子,2052,21,600,,累计消耗600钻石,累計消耗600鑽石,Diamond total Spend reach 600,Diamond total Spend reach 600,600다이아 누적 소모,Total de gastos de diamantes atinge 600,ยอดใช้จ่ายเพชรรวมจะถึง 600,{20001=1;29001=1;gold=20000;5000=10},
2532,日常活动-开工福利妙蛙种子,2052,22,600,,充值600钻石,儲值600鑽石,Recharge 300 Diamond,Recharge 300 Diamond,600다이아 충전,Recarregue 300 Diamantes,เติมเพชร 300 เม็ด,{21271=2;gold=200000;5000=20},
,,,,,,,,,,,,,,
2541,日常活动-开工福利杰尼龟,2053,1,35,,等级达到35级,等級達到35級,Reach Lv.35,Reach Lv.35,레벨 35 달성,Alcance o nível 35,ถึงระดับ 35,{20021=1;29001=1;gold=20000;5000=10},
2542,日常活动-开工福利杰尼龟,2053,32,2,,活动副本战斗两次,活動副本戰鬥兩次,Challenge Event Instance for 2 times,Challenge Event Instance for 2 times,이벤트 던전 전투 2회,Instância do evento de desafio por 2 vezes,กิจกรรมท้าทายอินสแตนซ์ 2 ครั้ง,{20021=1;29001=1;gold=20000;5000=10},
2543,日常活动-开工福利杰尼龟,2053,20,1000000,,金币消耗1000000,金幣消耗1000000,Spend 1M Gold,Spend 1M Gold,1000000 코인 소모,Gaste 1M de ouro,ใช้ทอง 1 ล้าน,{20021=1;29001=1;gold=20000;5000=10},
2544,日常活动-开工福利杰尼龟,2053,26,5,,购买体力5次,購買體力5次,Buy Energy 5 times,Buy Energy 5 times,체력 5회 구매,Compre Energia 5 vezes,ซื้อพลังงาน 5 ครั้ง,{20021=1;29001=1;gold=20000;5000=10},
2545,日常活动-开工福利杰尼龟,2053,34,50,,技能升级50次,技能升級50次,Upgrade Skill 50 times,Upgrade Skill 50 times,스킬 50회 레벨업,Melhore a habilidade 50 vezes,อัพเกรดทักษะ 50 ครั้ง,{20021=1;29001=1;gold=20000;5000=10},
