变量名,name,_name,name_tw,name_en,name_vn,name_kr,name_pt,name_th,attributeType,rarity,natureType,natureType2,twinFlag,battleFlag,rectSize,bossCard_id,bossLife,cardID,star,icon,cardIcon,cardIcon2,iconSimple,cardShow,cardShowScale,cardShowPosC,unitRes,skin,show,bansxScale,bansxPosC,passiveSkillList,skillList,combinationObjCardId,combinationSkillId,everyPos,lifeScale,specBind,killResumeMp1,scale,scaleC,scaleCMode,scaleU,scaleX,scaleSkin,bornTime,rebornTime,deathTime,deathSound,fightingPoint,buffId,buffLifeRound,buffProb,buffLevel,buffValue1,hpGrow,speedGrow,damageGrow,specialDamageGrow,defenceGrow,specialDefenceGrow,hpBaseC,speedBaseC,damageBaseC,defenceBaseC,specialDamageBaseC,specialDefenceBaseC,hpC,mp1C,initMp1C,hpRecoverC,mp1RecoverC,mp2RecoverC,damageC,specialDamageC,defenceC,specialDefenceC,defenceIgnoreC,specialDefenceIgnoreC,speedC,strikeC,strikeDamageC,strikeResistanceC,blockC,breakBlockC,blockPowerC,dodgeC,hitC,damageDodgeC,damageHitC,damageAddC,damageSubC,ultimateAddC,ultimateSubC,damageDeepenC,damageReduceC,suckBloodC,reboundC,cureC,natureRestraintC,controlPerC,immuneControlC,effectPowerId,summonCalDamage,cardSpine,cardSpinePos,cardSpineScale,cardSpineNeedStar,bagCardSpinePos,bagCardSpineScale
默认值,宠物,宠物,宠物,宠物,宠物,宠物,宠物,宠物,,1,1,,FALSE,<>,{x=250;y=300},1000,0,,0,config/portrait/speedranktouxiang/img_25_pkq@.png,config/portrait/jinglingtouxiang/img_25_pkq@.png,config/portrait/jinglingtouxiang1/img_25_pkq@.png,config/portrait/simple/img_25_pkq@.png,config/big_hero/normal/img_25_pkq@.png,1,{x=0;y=0},koudai_pikaqiu/pikaqiu.skel,,config/big_hero/standby/img_791_sejla@.png,1.4,{x=100;y=0},<>,<>,,,{'hitPos'={'x'=0;'y'=160};'lifePos'={'x'=0;'y'=320};'headPos'={'x'=0;'y'=280};'namePos'={'x'=0;'y'=320}},1,<>,0,2,1,1,2,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,{x=0;y=0},1.6,1,{x=0;y=0},1
60153,Wigglytuff,胖可丁,胖可丁,Wigglytuff,Wigglytuff,푸크린,Wigglytuff,พูคุริน,common,2,1,18,FALSE,<99>,{y=300;x=250},1000,0,153,0,config/portrait/speedranktouxiang/img_40_pkd@.png,config/portrait/jinglingtouxiang/img_40_pkd@.png,config/portrait/jinglingtouxiang1/img_40_pkd@.png,config/portrait/simple/img_40_pkd@.png,config/big_hero/normal/img_40_pkd@.png,1,{y=0;x=0},koudai_pangkeding/hero_pangkeding.skel,,config/big_hero/standby/img_40_pkd@.png,1.4,{y=0;x=100},<>,<1531;1532;1533>,,,{lifePos={y=280;x=0};hitPos={y=140;x=0};headPos={y=220;x=0};namePos={y=260;x=0}},1,<>,0,2.3,1,1,1.38,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
60171,Oddish,走路草,走路草,Oddish,Oddish,뚜벅쵸,Oddish,นาโซโนะคุสะ,common,1,4,8,FALSE,<99>,{y=300;x=250},1000,0,171,0,config/portrait/speedranktouxiang/img_43_zlc@.png,config/portrait/jinglingtouxiang/img_43_zlc@.png,config/portrait/jinglingtouxiang1/img_43_zlc@.png,config/portrait/simple/img_43_zlc@.png,config/big_hero/normal/img_43_zlc@.png,1.2,{y=15;x=25},koudai_zoulucao/hero_zoulucao.skel,,config/big_hero/standby/img_43_zlc@.png,1.4,{y=-20;x=140},<>,<1711;1712;1713>,,,{lifePos={y=210;x=0};hitPos={y=95;x=0};headPos={y=170;x=0};namePos={y=210;x=0}},1,<>,0,3.2,1,1,2.04,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
60172,Gloom,臭臭花,臭臭花,Gloom,Gloom,냄새꼬,Gloom,คุไซฮานะ,common,1,4,8,FALSE,<99>,{y=300;x=250},1000,0,172,0,config/portrait/speedranktouxiang/img_44_cch@.png,config/portrait/jinglingtouxiang/img_44_cch@.png,config/portrait/jinglingtouxiang1/img_44_cch@.png,config/portrait/simple/img_44_cch@.png,config/big_hero/normal/img_44_cch@.png,1.3,{y=35;x=55},koudai_chouchouhua/hero_chouchouhua.skel,,config/big_hero/standby/img_44_cch@.png,1.4,{y=-20;x=140},<>,<1721;1722;1723>,,,{lifePos={y=260;x=0};hitPos={y=120;x=0};headPos={y=220;x=0};namePos={y=260;x=0}},1,<>,0,2.8,1,1,1.68,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
60173,Vileplume,霸王花,霸王花,Vileplume,Vileplume,라플레시아,Vileplume,รัฟเฟรเซีย,common,1,4,8,FALSE,<99>,{y=300;x=250},1000,0,173,0,config/portrait/speedranktouxiang/img_45_bwh@.png,config/portrait/jinglingtouxiang/img_45_bwh@.png,config/portrait/jinglingtouxiang1/img_45_bwh@.png,config/portrait/simple/img_45_bwh@.png,config/big_hero/normal/img_45_bwh@.png,1.3,{y=15;x=0},koudai_bawanghua/hero_bawanghua.skel,,config/big_hero/standby/img_45_bwh@.png,1.4,{y=-20;x=140},<>,<1731;1732;1733>,,,{lifePos={y=280;x=0};hitPos={y=130;x=0};headPos={y=240;x=0};namePos={y=280;x=0}},1,<>,0,2.4,1,1,1.44,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
60191,Venonat,毛球,毛球,Venonat,Venonat,콘팡,Venonat,คอนปัง,common,1,12,8,FALSE,<99>,{y=300;x=250},1000,0,191,0,config/portrait/speedranktouxiang/img_48_mq@.png,config/portrait/jinglingtouxiang/img_48_mq@.png,config/portrait/jinglingtouxiang1/img_48_mq@.png,config/portrait/simple/img_48_mq@.png,config/big_hero/normal/img_48_mq@.png,1.1,{y=45;x=-15},koudai_maoqiu/hero_maoqiu.skel,,config/big_hero/standby/img_48_mq@.png,1.4,{y=0;x=100},<>,<1911;1912;1913>,,,{lifePos={y=280;x=0};hitPos={y=130;x=0};headPos={y=240;x=0};namePos={y=280;x=0}},1,<>,0,1.4,1,1,0.84,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
60192,Venomoth,摩鲁蛾,摩魯蛾,Venomoth,Venomoth,도나리,Venomoth,มอร์ฟอน,common,1,12,8,FALSE,<99>,{y=300;x=250},1000,0,192,0,config/portrait/speedranktouxiang/img_49_mle@.png,config/portrait/jinglingtouxiang/img_49_mle@.png,config/portrait/jinglingtouxiang1/img_49_mle@.png,config/portrait/simple/img_49_mle@.png,config/big_hero/normal/img_49_mle@.png,1.8,{y=10;x=-5},koudai_molue/hero_molue.skel,,config/big_hero/standby/img_49_mle@.png,1.4,{y=-30;x=100},<>,<1921;1922;1923>,,,{lifePos={y=280;x=0};hitPos={y=130;x=0};headPos={y=240;x=0};namePos={y=280;x=0}},1,<>,0,1,1,1,0.72,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
60221,Psyduck,可达鸭,可達鴨,Psyduck,Psyduck,고라파덕,Psyduck,โคดัก,common,2,3,,FALSE,<99>,{y=300;x=250},1000,0,221,0,config/portrait/speedranktouxiang/img_54_kdy@.png,config/portrait/jinglingtouxiang/img_54_kdy@.png,config/portrait/jinglingtouxiang1/img_54_kdy@.png,config/portrait/simple/img_54_kdy@.png,config/big_hero/normal/img_54_kdy@.png,1.2,{y=40;x=20},koudai_kedaya/hero_kedaya.skel,,config/big_hero/standby/img_54_kdy@.png,1.4,{y=0;x=100},<>,<2211;2212;2213>,,,{lifePos={y=250;x=0};hitPos={y=115;x=0};headPos={y=210;x=0};namePos={y=250;x=0}},1,<>,0,2.2,1,1,1.5,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
60222,Golduck,哥达鸭,哥達鴨,Golduck,Golduck,골덕,Golduck,โกลดัก,common,2,3,,FALSE,<99>,{y=300;x=250},1000,0,222,0,config/portrait/speedranktouxiang/img_55_gdy@.png,config/portrait/jinglingtouxiang/img_55_gdy@.png,config/portrait/jinglingtouxiang1/img_55_gdy@.png,config/portrait/simple/img_55_gdy@.png,config/big_hero/normal/img_55_gdy@.png,1.2,{y=20;x=10},koudai_gedaya/hero_gedaya.skel,,config/big_hero/standby/img_55_gdy@.png,1.4,{y=0;x=100},<>,<2221;2222;2223>,,,{lifePos={y=330;x=0};hitPos={y=155;x=0};headPos={y=290;x=0};namePos={y=330;x=0}},1,<>,0,2.1,1,1,1.35,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
60231,Mankey,猴怪,猴怪,Mankey,Mankey,망키,Mankey,มังคี,common,1,7,,FALSE,<99>,{y=300;x=250},1000,0,231,0,config/portrait/speedranktouxiang/img_56_hg@.png,config/portrait/jinglingtouxiang/img_56_hg@.png,config/portrait/jinglingtouxiang1/img_56_hg@.png,config/portrait/simple/img_56_hg@.png,config/big_hero/normal/img_56_hg@.png,1.2,{y=0;x=100},koudai_houguai/hero_houguai.skel,,config/big_hero/standby/img_56_hg@.png,1.4,{y=-30;x=120},<>,<2311;2312;2313>,,,{lifePos={y=280;x=0};hitPos={y=130;x=0};headPos={y=240;x=0};namePos={y=280;x=0}},1,<>,0,2.3,1,1,1.38,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
60232,Primeape,火暴猴,火暴猴,Primeape,Primeape,성원숭,Primeape,โอโคริซารุ,common,1,7,,FALSE,<99>,{y=300;x=250},1000,0,232,0,config/portrait/speedranktouxiang/img_57_hbh@.png,config/portrait/jinglingtouxiang/img_57_hbh@.png,config/portrait/jinglingtouxiang1/img_57_hbh@.png,config/portrait/simple/img_57_hbh@.png,config/big_hero/normal/img_57_hbh@.png,1.05,{y=10;x=10},koudai_huobaohou/hero_huobaohou.skel,,config/big_hero/standby/img_57_hbh@.png,1.4,{y=-40;x=140},<>,<2321;2322;2323>,,,{lifePos={y=300;x=0};hitPos={y=140;x=0};headPos={y=260;x=0};namePos={y=300;x=0}},1,<>,0,2.1,1,1,1.44,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
60241,Growlithe,卡蒂狗,卡蒂狗,Growlithe,Growlithe,가디,Growlithe,การ์ดี,common,3,2,,FALSE,<99>,{y=300;x=250},1000,0,241,0,config/portrait/speedranktouxiang/img_58_kdg@.png,config/portrait/jinglingtouxiang/img_58_kdg@.png,config/portrait/jinglingtouxiang1/img_58_kdg@.png,config/portrait/simple/img_58_kdg@.png,config/big_hero/normal/img_58_kdg@.png,1,{y=30;x=0},koudai_kadigou/hero_kadigou.skel,,config/big_hero/standby/img_58_kdg@.png,1.4,{y=-30;x=120},<>,<2411;2412;2413>,,,{lifePos={y=270;x=0};hitPos={y=125;x=0};headPos={y=230;x=0};namePos={y=320;x=0}},1,<>,0,2.3,1,1,1.5,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
60242,Arcanine,风速狗,風速狗,Arcanine,Arcanine,윈디,Arcanine,วินดี,common,3,2,,FALSE,<99>,{y=300;x=250},1000,0,242,0,config/portrait/speedranktouxiang/img_59_fsg@.png,config/portrait/jinglingtouxiang/img_59_fsg@.png,config/portrait/jinglingtouxiang1/img_59_fsg@.png,config/portrait/simple/img_59_fsg@.png,config/big_hero/normal/img_59_fsg@.png,1,{y=0;x=0},koudai_fengsugou/hero_fengsugou.skel,,config/big_hero/standby/img_59_fsg@.png,1.4,{y=-30;x=120},<>,<2421;2422;2423>,,,{lifePos={y=340;x=0};hitPos={y=160;x=0};headPos={y=300;x=0};namePos={y=320;x=0}},1,<>,0,2.5,1,1,1.6,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
60261,Abra,凯西,凱西,Abra,Abra,캐이시,Abra,เคซี,common,3,11,,FALSE,<99>,{y=300;x=250},1000,0,261,0,config/portrait/speedranktouxiang/img_63_kx@.png,config/portrait/jinglingtouxiang/img_63_kx@.png,config/portrait/jinglingtouxiang1/img_63_kx@.png,config/portrait/simple/img_63_kx@.png,config/big_hero/normal/img_63_kx@.png,1.2,{y=-20;x=25},koudai_kaixi/hero_kaixi.skel,,config/big_hero/standby/img_63_kx@.png,1.4,{y=0;x=100},<>,<2611;2612;2613>,,,{lifePos={y=280;x=0};hitPos={y=130;x=0};headPos={y=240;x=0};namePos={y=280;x=0}},1,<>,0,2.1,1,1,1.2,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
60262,Kadabra,勇基拉,勇基拉,Kadabra,Kadabra,윤겔라,Kadabra,ยุนเกเรอร์,common,3,11,,FALSE,<99>,{y=300;x=250},1000,0,262,0,config/portrait/speedranktouxiang/img_64_yjl@.png,config/portrait/jinglingtouxiang/img_64_yjl@.png,config/portrait/jinglingtouxiang1/img_64_yjl@.png,config/portrait/simple/img_64_yjl@.png,config/big_hero/normal/img_64_yjl@.png,1.05,{y=5;x=0},koudai_yongjila/hero_yongjila.skel,,config/big_hero/standby/img_64_yjl@.png,1.4,{y=-40;x=140},<>,<2621;2622;2623>,,,{lifePos={y=300;x=0};hitPos={y=140;x=0};headPos={y=260;x=0};namePos={y=300;x=0}},1,<>,0,2.8,1,1,1.62,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
60263,Alakazam,胡地,胡地,Alakazam,Alakazam,후딘,Alakazam,ฟูดิน,common,3,11,,FALSE,<99>,{y=300;x=250},1000,0,263,0,config/portrait/speedranktouxiang/img_65_hd@.png,config/portrait/jinglingtouxiang/img_65_hd@.png,config/portrait/jinglingtouxiang1/img_65_hd@.png,config/portrait/simple/img_65_hd@.png,config/big_hero/normal/img_65_hd@.png,1.3,{y=30;x=-25},koudai_hudi/hero_hudi.skel,,config/big_hero/standby/img_65_hd@.png,1.2,{y=-100;x=140},<>,<2631;2632;2633>,,,{lifePos={y=320;x=0};hitPos={y=160;x=0};headPos={y=280;x=0};namePos={y=320;x=0}},1,<>,0,2.5,1,1,1.5,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
60264,Mega Alakazam,超级胡地,超級胡地,Mega Alakazam,Mega Alakazam,메가후딘,Mega Alakazam,เมก้าฟูดิน,common,3,11,,FALSE,<99>,{y=300;x=250},1000,0,264,0,config/portrait/speedranktouxiang/img_65_cjhd@.png,config/portrait/jinglingtouxiang/img_65_cjhd@.png,config/portrait/jinglingtouxiang1/img_65_cjhd@.png,config/portrait/simple/img_65_cjhd@.png,config/big_hero/normal/img_65_cjhd@.png,1.5,{y=80;x=25},koudai_hudimega/hero_hudimega.skel,,config/big_hero/standby/img_65_cjhd@.png,1.4,{y=0;x=100},<>,<2641;2642;2643>,,,{lifePos={y=320;x=0};hitPos={y=160;x=0};headPos={y=280;x=0};namePos={y=320;x=0}},1,<>,0,2,1,1,1.2,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
60271,Machop,腕力,腕力,Machop,Machop,알통몬,Machop,วันริกี,common,2,7,,FALSE,<99>,{y=300;x=250},1000,0,271,0,config/portrait/speedranktouxiang/img_66_wl@.png,config/portrait/jinglingtouxiang/img_66_wl@.png,config/portrait/jinglingtouxiang1/img_66_wl@.png,config/portrait/simple/img_66_wl@.png,config/big_hero/normal/img_66_wl@.png,1.1,{y=0;x=0},koudai_wanli/hero_wanli.skel,,config/big_hero/standby/img_66_wl@.png,1.4,{y=0;x=100},<>,<2711;2712;2713>,,,{lifePos={y=300;x=0};hitPos={y=140;x=0};headPos={y=260;x=0};namePos={y=300;x=0}},1,<>,0,2.4,1,1,1.44,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
60272,Machoke,豪力,豪力,Machoke,Machoke,근육몬,Machoke,โกริกี,common,2,7,,FALSE,<99>,{y=300;x=250},1000,0,272,0,config/portrait/speedranktouxiang/img_67_hl@.png,config/portrait/jinglingtouxiang/img_67_hl@.png,config/portrait/jinglingtouxiang1/img_67_hl@.png,config/portrait/simple/img_67_hl@.png,config/big_hero/normal/img_67_hl@.png,1.2,{y=30;x=80},koudai_haoli/hero_haoli.skel,,config/big_hero/standby/img_67_hl@.png,1.4,{y=0;x=100},<>,<2721;2722;2723>,,,{lifePos={y=340;x=0};hitPos={y=160;x=0};headPos={y=300;x=0};namePos={y=340;x=0}},1,<>,0,2.4,1,1,1.44,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
60273,Machamp,怪力,怪力,Machamp,Machamp,괴력몬,Machamp,ไคริกี,common,2,7,,FALSE,<99>,{y=300;x=250},1000,0,273,0,config/portrait/speedranktouxiang/img_68_gl@.png,config/portrait/jinglingtouxiang/img_68_gl@.png,config/portrait/jinglingtouxiang1/img_68_gl@.png,config/portrait/simple/img_68_gl@.png,config/big_hero/normal/img_68_gl@.png,1.5,{y=30;x=-30},koudai_guaili/hero_guaili.skel,,config/big_hero/standby/img_68_gl@.png,1.4,{y=0;x=100},<>,<2731;2732;2733>,,,{lifePos={y=340;x=0};hitPos={y=160;x=0};headPos={y=300;x=0};namePos={y=340;x=0}},1,<>,0,2.6,1,1,1.56,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
60281,Bellsprout,喇叭芽,喇叭芽,Bellsprout,Bellsprout,모다피,Bellsprout,มาดาทสึโบมิ,common,2,4,8,FALSE,<99>,{y=300;x=250},1000,0,281,0,config/portrait/speedranktouxiang/img_69_lby@.png,config/portrait/jinglingtouxiang/img_69_lby@.png,config/portrait/jinglingtouxiang1/img_69_lby@.png,config/portrait/simple/img_69_lby@.png,config/big_hero/normal/img_69_lby@.png,1.4,{y=-45;x=40},koudai_labaya/hero_labaya.skel,,config/big_hero/standby/img_69_lby@.png,1.4,{y=-20;x=140},<>,<2811;2812;2813>,,,{lifePos={y=240;x=0};hitPos={y=110;x=0};headPos={y=200;x=0};namePos={y=240;x=0}},1,<>,0,2,1,1,1.2,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
60282,Weepinbell,口呆花,口呆花,Weepinbell,Weepinbell,우츠동,Weepinbell,อุทสึดง,common,2,4,8,FALSE,<99>,{y=300;x=250},1000,0,282,0,config/portrait/speedranktouxiang/img_70_kdh@.png,config/portrait/jinglingtouxiang/img_70_kdh@.png,config/portrait/jinglingtouxiang1/img_70_kdh@.png,config/portrait/simple/img_70_kdh@.png,config/big_hero/normal/img_70_kdh@.png,1,{y=0;x=-20},koudai_koudaihua/hero_koudaihua.skel,,config/big_hero/standby/img_70_kdh@.png,1.4,{y=-20;x=140},<>,<2821;2822;2823>,,,{lifePos={y=240;x=0};hitPos={y=110;x=0};headPos={y=200;x=0};namePos={y=240;x=0}},1,<>,0,1.6,1,1,1.02,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
60283,Victreebel,大食花,大食花,Victreebel,Victreebel,우츠보트,Victreebel,อุทสึบ็อต,common,2,4,8,FALSE,<99>,{y=300;x=250},1000,0,283,0,config/portrait/speedranktouxiang/img_71_dsh@.png,config/portrait/jinglingtouxiang/img_71_dsh@.png,config/portrait/jinglingtouxiang1/img_71_dsh@.png,config/portrait/simple/img_71_dsh@.png,config/big_hero/normal/img_71_dsh@.png,1.3,{y=-10;x=30},koudai_dashihua/hero_dashihua.skel,,config/big_hero/standby/img_71_dsh@.png,1.4,{y=-20;x=140},<>,<2831;2832;2833>,,,{lifePos={y=280;x=0};hitPos={y=130;x=0};headPos={y=240;x=0};namePos={y=280;x=0}},1,<>,0,2,1,1,1.2,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
60301,Geodude,小拳石,小拳石,Geodude,Geodude,꼬마돌,Geodude,อิชิทสึบุเตะ,common,2,13,9,FALSE,<99>,{y=300;x=250},1000,0,301,0,config/portrait/speedranktouxiang/img_74_xqs@.png,config/portrait/jinglingtouxiang/img_74_xqs@.png,config/portrait/jinglingtouxiang1/img_74_xqs@.png,config/portrait/simple/img_74_xqs@.png,config/big_hero/normal/img_74_xqs@.png,0.85,{y=25;x=0},koudai_xiaoquanshi/hero_xiaoquanshi.skel,,config/big_hero/standby/img_74_xqs@.png,1.4,{y=0;x=100},<>,<3011;3012;3013>,,,{lifePos={y=200;x=0};hitPos={y=90;x=0};headPos={y=160;x=0};namePos={y=200;x=0}},1,<>,0,2.2,1,1,1.32,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
60302,Graveler,隆隆石,隆隆石,Graveler,Graveler,데구리,Graveler,โกโลน,common,2,13,9,FALSE,<99>,{y=300;x=250},1000,0,302,0,config/portrait/speedranktouxiang/img_75_lls@.png,config/portrait/jinglingtouxiang/img_75_lls@.png,config/portrait/jinglingtouxiang1/img_75_lls@.png,config/portrait/simple/img_75_lls@.png,config/big_hero/normal/img_75_lls@.png,1,{y=0;x=20},koudai_longlongshi/hero_longlongshi.skel,,config/big_hero/standby/img_75_lls@.png,1.4,{y=0;x=100},<>,<3021;3022;3023>,,,{lifePos={y=260;x=0};hitPos={y=120;x=0};headPos={y=220;x=0};namePos={y=260;x=0}},1,<>,0,1.9,1,1,1.2,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
60303,Golem,隆隆岩,隆隆岩,Golem,Golem,딱구리,Golem,โกโรเนีย,common,2,13,9,FALSE,<99>,{y=300;x=250},1000,0,303,0,config/portrait/speedranktouxiang/img_76_lly@.png,config/portrait/jinglingtouxiang/img_76_lly@.png,config/portrait/jinglingtouxiang1/img_76_lly@.png,config/portrait/simple/img_76_lly@.png,config/big_hero/normal/img_76_lly@.png,1.3,{y=-10;x=25},koudai_longlongyan/hero_longlongyan.skel,,config/big_hero/standby/img_76_lly@.png,1.4,{y=0;x=100},<>,<3031;3032;3033>,,,{lifePos={y=290;x=0};hitPos={y=135;x=0};headPos={y=250;x=0};namePos={y=290;x=0}},1,<>,0,2.2,1,1,1.35,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
