变量名,_comment,weightList,cardWeightMap,specialWeightMap
22104,,<<60121;47;1>;<60122;47;1>;<60123;47;1>;<60124;47;1>;<60125;47;1>;<60126;47;1>;<60221;47;1>;<60222;47;1>;<60223;47;1>;<60224;47;1>;<60225;47;1>;<60226;47;1>;<60321;47;1>;<60322;47;1>;<60323;47;1>;<60324;47;1>;<60325;47;1>;<60326;47;1>;<60421;47;1>;<60422;47;1>;<60423;47;1>;<60424;47;1>;<60425;47;1>;<60426;47;1>;<60521;47;1>;<60522;47;1>;<60523;47;1>;<60524;47;1>;<60525;47;1>;<60526;47;1>;<60621;47;1>;<60622;47;1>;<60623;47;1>;<60624;47;1>;<60625;47;1>;<60626;47;1>;<60721;47;1>;<60722;47;1>;<60723;47;1>;<60724;47;1>;<60725;47;1>;<60726;47;1>;<60821;47;1>;<60822;47;1>;<60823;47;1>;<60824;47;1>;<60825;47;1>;<60826;47;1>;<60921;47;1>;<60922;47;1>;<60923;47;1>;<60924;47;1>;<60925;47;1>;<60926;47;1>;<60131;23;1>;<60132;23;1>;<60133;23;1>;<60134;23;1>;<60135;23;1>;<60136;23;1>;<60231;23;1>;<60232;23;1>;<60233;23;1>;<60234;23;1>;<60235;23;1>;<60236;23;1>;<60331;23;1>;<60332;23;1>;<60333;23;1>;<60334;23;1>;<60335;23;1>;<60336;23;1>;<60431;23;1>;<60432;23;1>;<60433;23;1>;<60434;23;1>;<60435;23;1>;<60436;23;1>;<60531;23;1>;<60532;23;1>;<60533;23;1>;<60534;23;1>;<60535;23;1>;<60536;23;1>;<60631;23;1>;<60632;23;1>;<60633;23;1>;<60634;23;1>;<60635;23;1>;<60636;23;1>;<60731;23;1>;<60732;23;1>;<60733;23;1>;<60734;23;1>;<60735;23;1>;<60736;23;1>;<60831;23;1>;<60832;23;1>;<60833;23;1>;<60834;23;1>;<60835;23;1>;<60836;23;1>;<60931;23;1>;<60932;23;1>;<60933;23;1>;<60934;23;1>;<60935;23;1>;<60936;23;1>;<60141;18;1>;<60142;18;1>;<60143;18;1>;<60144;18;1>;<60145;18;1>;<60146;18;1>;<60241;18;1>;<60242;18;1>;<60243;18;1>;<60244;18;1>;<60245;18;1>;<60246;18;1>;<60341;18;1>;<60342;18;1>;<60343;18;1>;<60344;18;1>;<60345;18;1>;<60346;18;1>;<60441;18;1>;<60442;18;1>;<60443;18;1>;<60444;18;1>;<60445;18;1>;<60446;18;1>;<60541;18;1>;<60542;18;1>;<60543;18;1>;<60544;18;1>;<60545;18;1>;<60546;18;1>;<60641;18;1>;<60642;18;1>;<60643;18;1>;<60644;18;1>;<60645;18;1>;<60646;18;1>;<60741;18;1>;<60742;18;1>;<60743;18;1>;<60744;18;1>;<60745;18;1>;<60746;18;1>;<60841;18;1>;<60842;18;1>;<60843;18;1>;<60844;18;1>;<60845;18;1>;<60846;18;1>;<60941;18;1>;<60942;18;1>;<60943;18;1>;<60944;18;1>;<60945;18;1>;<60946;18;1>;<60151;12;1>;<60152;12;1>;<60153;12;1>;<60154;12;1>;<60155;12;1>;<60156;12;1>;<60251;12;1>;<60252;12;1>;<60253;12;1>;<60254;12;1>;<60255;12;1>;<60256;12;1>;<60351;12;1>;<60352;12;1>;<60353;12;1>;<60354;12;1>;<60355;12;1>;<60356;12;1>;<60451;12;1>;<60452;12;1>;<60453;12;1>;<60454;12;1>;<60455;12;1>;<60456;12;1>;<60551;12;1>;<60552;12;1>;<60553;12;1>;<60554;12;1>;<60555;12;1>;<60556;12;1>;<60651;12;1>;<60652;12;1>;<60653;12;1>;<60654;12;1>;<60655;12;1>;<60656;12;1>;<60751;12;1>;<60752;12;1>;<60753;12;1>;<60754;12;1>;<60755;12;1>;<60756;12;1>;<60851;12;1>;<60852;12;1>;<60853;12;1>;<60854;12;1>;<60855;12;1>;<60856;12;1>;<60951;12;1>;<60952;12;1>;<60953;12;1>;<60954;12;1>;<60955;12;1>;<60956;12;1>>,<>,{}
22105,,<<606;100;1>;<607;30;1>;<608;0;1>;<609;100;1>;<610;30;1>;<611;0;1>;<612;100;1>;<613;30;1>;<614;0;1>;<615;100;1>;<616;30;1>;<617;0;1>;<618;100;1>;<619;30;1>;<620;0;1>;<621;100;1>;<622;30;1>;<623;0;1>;<11;500;3>;<12;300;2>;<13;100;1>;<510;100;2>;<511;100;1>;<512;100;1>>,<>,{}
22106,,<<122;70;1>;<123;30;1>;<124;0;0>>,<>,{}
22107,,<<122;60;1>;<123;30;1>;<124;10;1>>,<>,{}
22108,,<<122;57;1>;<123;28;1>;<124;15;1>>,<>,{}
22109,,<<coin14;70;120>;<coin14;20;160>;<coin14;10;240>>,<>,{}
22110,,<<coin14;70;60>;<coin14;20;80>;<coin14;10;120>>,<>,{}
22111,,<<coin14;70;160>;<coin14;20;200>;<coin14;10;320>>,<>,{}
22112,,<<coin14;70;80>;<coin14;20;100>;<coin14;10;160>>,<>,{}
22113,,<<538;60;8>;<538;25;10>;<538;15;12>>,<>,{}
22114,,<<538;60;10>;<538;25;12>;<538;15;16>>,<>,{}
22115,,<<122;50;4>;<122;30;6>;<122;20;8>>,<>,{}
22116,,<<123;50;3>;<123;30;4>;<123;20;5>>,<>,{}
22117,,<<124;50;1>;<124;30;2>;<124;20;3>>,<>,{}
22118,,<<121;25;1>;<none;75;1>>,<>,{}
22119,,<<121;50;1>;<none;50;1>>,<>,{}
22201,,<<122;50;100>>,<>,{}
22202,,<<122;100;10>;<122;75;40>;<122;50;50>>,<>,{}
22211,,<<123;50;100>>,<>,{}
22212,,<<123;100;10>;<123;75;40>;<123;50;50>>,<>,{}
22221,,<<124;50;100>>,<>,{}
22222,,<<124;100;10>;<124;75;40>;<124;50;50>>,<>,{}
22501,,<<60121;200;1>;<60122;200;1>;<60123;200;1>;<60124;200;1>;<60125;200;1>;<60126;200;1>;<60221;200;1>;<60222;200;1>;<60223;200;1>;<60224;200;1>;<60225;200;1>;<60226;200;1>;<60321;200;1>;<60322;200;1>;<60323;200;1>;<60324;200;1>;<60325;200;1>;<60326;200;1>;<60421;200;1>;<60422;200;1>;<60423;200;1>;<60424;200;1>;<60425;200;1>;<60426;200;1>;<60521;200;1>;<60522;200;1>;<60523;200;1>;<60524;200;1>;<60525;200;1>;<60526;200;1>;<60621;200;1>;<60622;200;1>;<60623;200;1>;<60624;200;1>;<60625;200;1>;<60626;200;1>;<60721;200;1>;<60722;200;1>;<60723;200;1>;<60724;200;1>;<60725;200;1>;<60726;200;1>;<60821;200;1>;<60822;200;1>;<60823;200;1>;<60824;200;1>;<60825;200;1>;<60826;200;1>;<60921;200;1>;<60922;200;1>;<60923;200;1>;<60924;200;1>;<60925;200;1>;<60926;200;1>>,<>,{}
22502,,<<60131;200;1>;<60132;200;1>;<60133;200;1>;<60134;200;1>;<60135;200;1>;<60136;200;1>;<60231;200;1>;<60232;200;1>;<60233;200;1>;<60234;200;1>;<60235;200;1>;<60236;200;1>;<60331;200;1>;<60332;200;1>;<60333;200;1>;<60334;200;1>;<60335;200;1>;<60336;200;1>;<60431;200;1>;<60432;200;1>;<60433;200;1>;<60434;200;1>;<60435;200;1>;<60436;200;1>;<60531;200;1>;<60532;200;1>;<60533;200;1>;<60534;200;1>;<60535;200;1>;<60536;200;1>;<60631;200;1>;<60632;200;1>;<60633;200;1>;<60634;200;1>;<60635;200;1>;<60636;200;1>;<60731;200;1>;<60732;200;1>;<60733;200;1>;<60734;200;1>;<60735;200;1>;<60736;200;1>;<60831;200;1>;<60832;200;1>;<60833;200;1>;<60834;200;1>;<60835;200;1>;<60836;200;1>;<60931;200;1>;<60932;200;1>;<60933;200;1>;<60934;200;1>;<60935;200;1>;<60936;200;1>>,<>,{}
22503,,<<60141;200;1>;<60142;200;1>;<60143;200;1>;<60144;200;1>;<60145;200;1>;<60146;200;1>;<60241;200;1>;<60242;200;1>;<60243;200;1>;<60244;200;1>;<60245;200;1>;<60246;200;1>;<60341;200;1>;<60342;200;1>;<60343;200;1>;<60344;200;1>;<60345;200;1>;<60346;200;1>;<60441;200;1>;<60442;200;1>;<60443;200;1>;<60444;200;1>;<60445;200;1>;<60446;200;1>;<60541;200;1>;<60542;200;1>;<60543;200;1>;<60544;200;1>;<60545;200;1>;<60546;200;1>;<60641;200;1>;<60642;200;1>;<60643;200;1>;<60644;200;1>;<60645;200;1>;<60646;200;1>;<60741;200;1>;<60742;200;1>;<60743;200;1>;<60744;200;1>;<60745;200;1>;<60746;200;1>;<60841;200;1>;<60842;200;1>;<60843;200;1>;<60844;200;1>;<60845;200;1>;<60846;200;1>;<60941;200;1>;<60942;200;1>;<60943;200;1>;<60944;200;1>;<60945;200;1>;<60946;200;1>>,<>,{}
22504,,<<60151;200;1>;<60152;200;1>;<60153;200;1>;<60154;200;1>;<60155;200;1>;<60156;200;1>;<60251;200;1>;<60252;200;1>;<60253;200;1>;<60254;200;1>;<60255;200;1>;<60256;200;1>;<60351;200;1>;<60352;200;1>;<60353;200;1>;<60354;200;1>;<60355;200;1>;<60356;200;1>;<60451;200;1>;<60452;200;1>;<60453;200;1>;<60454;200;1>;<60455;200;1>;<60456;200;1>;<60551;200;1>;<60552;200;1>;<60553;200;1>;<60554;200;1>;<60555;200;1>;<60556;200;1>;<60651;200;1>;<60652;200;1>;<60653;200;1>;<60654;200;1>;<60655;200;1>;<60656;200;1>;<60751;200;1>;<60752;200;1>;<60753;200;1>;<60754;200;1>;<60755;200;1>;<60756;200;1>;<60851;200;1>;<60852;200;1>;<60853;200;1>;<60854;200;1>;<60855;200;1>;<60856;200;1>;<60951;200;1>;<60952;200;1>;<60953;200;1>;<60954;200;1>;<60955;200;1>;<60956;200;1>>,<>,{}
22505,,<<60161;200;1>;<60162;200;1>;<60163;200;1>;<60164;200;1>;<60165;200;1>;<60166;200;1>;<60261;200;1>;<60262;200;1>;<60263;200;1>;<60264;200;1>;<60265;200;1>;<60266;200;1>;<60361;200;1>;<60362;200;1>;<60363;200;1>;<60364;200;1>;<60365;200;1>;<60366;200;1>;<60461;200;1>;<60462;200;1>;<60463;200;1>;<60464;200;1>;<60465;200;1>;<60466;200;1>;<60561;200;1>;<60562;200;1>;<60563;200;1>;<60564;200;1>;<60565;200;1>;<60566;200;1>;<60661;200;1>;<60662;200;1>;<60663;200;1>;<60664;200;1>;<60665;200;1>;<60666;200;1>;<60761;200;1>;<60762;200;1>;<60763;200;1>;<60764;200;1>;<60765;200;1>;<60766;200;1>;<60861;200;1>;<60862;200;1>;<60863;200;1>;<60864;200;1>;<60865;200;1>;<60866;200;1>;<60961;200;1>;<60962;200;1>;<60963;200;1>;<60964;200;1>;<60965;200;1>;<60966;200;1>>,<>,{}
22506,,<<gold;200;20000>;<122;0;1>;<123;200;1>;<124;200;1>>,<>,{}
22507,,<<gold;200;20000>;<122;200;5>;<123;200;2>;<124;200;1>>,<>,{}
22508,,<<60121;200;1>;<60122;200;1>;<60123;200;1>;<60124;200;1>;<60125;200;1>;<60126;200;1>;<60131;200;1>;<60132;360;1>;<60133;360;1>;<60134;360;1>;<60135;360;1>;<60136;360;1>;<60141;360;1>;<60142;240;1>;<60143;240;1>;<60144;240;1>;<60145;240;1>;<60146;240;1>;<60151;240;1>;<60152;50;1>;<60153;50;1>;<60154;50;1>;<60155;50;1>;<60156;50;1>;<60161;50;1>;<60162;50;1>;<60163;50;1>;<60164;50;1>;<60165;50;1>;<60166;50;1>;<60221;200;1>;<60222;200;1>;<60223;200;1>;<60224;200;1>;<60225;200;1>;<60226;200;1>;<60231;200;1>;<60232;360;1>;<60233;360;1>;<60234;360;1>;<60235;360;1>;<60236;360;1>;<60241;360;1>;<60242;240;1>;<60243;240;1>;<60244;240;1>;<60245;240;1>;<60246;240;1>;<60251;240;1>;<60252;50;1>;<60253;50;1>;<60254;50;1>;<60255;50;1>;<60256;50;1>;<60261;50;1>;<60262;50;1>;<60263;50;1>;<60264;50;1>;<60265;50;1>;<60266;50;1>;<60321;200;1>;<60322;200;1>;<60323;200;1>;<60324;200;1>;<60325;200;1>;<60326;200;1>;<60331;200;1>;<60332;360;1>;<60333;360;1>;<60334;360;1>;<60335;360;1>;<60336;360;1>;<60341;360;1>;<60342;240;1>;<60343;240;1>;<60344;240;1>;<60345;240;1>;<60346;240;1>;<60351;240;1>;<60352;50;1>;<60353;50;1>;<60354;50;1>;<60355;50;1>;<60356;50;1>;<60361;50;1>;<60362;50;1>;<60363;50;1>;<60364;50;1>;<60365;50;1>;<60366;50;1>;<60421;200;1>;<60422;200;1>;<60423;200;1>;<60424;200;1>;<60425;200;1>;<60426;200;1>;<60431;200;1>;<60432;360;1>;<60433;360;1>;<60434;360;1>;<60435;360;1>;<60436;360;1>;<60441;360;1>;<60442;240;1>;<60443;240;1>;<60444;240;1>;<60445;240;1>;<60446;240;1>;<60451;240;1>;<60452;50;1>;<60453;50;1>;<60454;50;1>;<60455;50;1>;<60456;50;1>;<60461;50;1>;<60462;50;1>;<60463;50;1>;<60464;50;1>;<60465;50;1>;<60466;50;1>;<60521;200;1>;<60522;200;1>;<60523;200;1>;<60524;200;1>;<60525;200;1>;<60526;200;1>;<60531;200;1>;<60532;360;1>;<60533;360;1>;<60534;360;1>;<60535;360;1>;<60536;360;1>;<60541;360;1>;<60542;240;1>;<60543;240;1>;<60544;240;1>;<60545;240;1>;<60546;240;1>;<60551;240;1>;<60552;50;1>;<60553;50;1>;<60554;50;1>;<60555;50;1>;<60556;50;1>;<60561;50;1>;<60562;50;1>;<60563;50;1>;<60564;50;1>;<60565;50;1>;<60566;50;1>;<60621;200;1>;<60622;200;1>;<60623;200;1>;<60624;200;1>;<60625;200;1>;<60626;200;1>;<60631;200;1>;<60632;360;1>;<60633;360;1>;<60634;360;1>;<60635;360;1>;<60636;360;1>;<60641;360;1>;<60642;240;1>;<60643;240;1>;<60644;240;1>;<60645;240;1>;<60646;240;1>;<60651;240;1>;<60652;50;1>;<60653;50;1>;<60654;50;1>;<60655;50;1>;<60656;50;1>;<60661;50;1>;<60662;50;1>;<60663;50;1>;<60664;50;1>;<60665;50;1>;<60666;50;1>;<60721;200;1>;<60722;200;1>;<60723;200;1>;<60724;200;1>;<60725;200;1>;<60726;200;1>;<60731;200;1>;<60732;360;1>;<60733;360;1>;<60734;360;1>;<60735;360;1>;<60736;360;1>;<60741;360;1>;<60742;240;1>;<60743;240;1>;<60744;240;1>;<60745;240;1>;<60746;240;1>;<60751;240;1>;<60752;50;1>;<60753;50;1>;<60754;50;1>;<60755;50;1>;<60756;50;1>;<60761;50;1>;<60762;50;1>;<60763;50;1>;<60764;50;1>;<60765;50;1>;<60766;50;1>;<60821;200;1>;<60822;200;1>;<60823;200;1>;<60824;200;1>;<60825;200;1>;<60826;200;1>;<60831;200;1>;<60832;360;1>;<60833;360;1>;<60834;360;1>;<60835;360;1>;<60836;360;1>;<60841;360;1>;<60842;240;1>;<60843;240;1>;<60844;240;1>;<60845;240;1>;<60846;240;1>;<60851;240;1>;<60852;50;1>;<60853;50;1>;<60854;50;1>;<60855;50;1>;<60856;50;1>;<60861;50;1>;<60862;50;1>;<60863;50;1>;<60864;50;1>;<60865;50;1>;<60866;50;1>;<60921;200;1>;<60922;200;1>;<60923;200;1>;<60924;200;1>;<60925;200;1>;<60926;200;1>;<60931;200;1>;<60932;360;1>;<60933;360;1>;<60934;360;1>;<60935;360;1>;<60936;360;1>;<60941;360;1>;<60942;240;1>;<60943;240;1>;<60944;240;1>;<60945;240;1>;<60946;240;1>;<60951;240;1>;<60952;50;1>;<60953;50;1>;<60954;50;1>;<60955;50;1>;<60956;50;1>;<60961;50;1>;<60962;50;1>;<60963;50;1>;<60964;50;1>;<60965;50;1>;<60966;50;1>>,<>,{}
23000,,<<27021;20;5>;<27101;60;5>;<27111;50;5>;<21254;30;5>;<3128;40;20>>,<>,{}
23001,,<<22421;100;10>;<22461;100;10>;<23621;10;10>;<24111;100;10>;<24121;100;10>;<3128;10;10>>,<>,{}
23002,,<<27091;100;10>;<24101;100;10>;<27081;100;10>;<23252;100;10>;<27021;100;10>>,<>,{}
23003,,<<20761;100;1>;<21961;100;1>;<21971;100;1>;<21981;100;1>;<23241;100;1>;<23631;100;1>;<3132;100;1>;<3127;100;1>;<3128;100;1>;<3124;100;1>;<3117;100;1>;<3110;100;1>>,<>,{}
23004,,<>,<<{id=761};100>;<{id=1261};100>;<{id=1254};10>;<{id=1271};100>;<{id=1281};50>;<{id=1961};80>;<{id=1971};80>;<{id=1981};50>;<{id=1991};100>;<{id=2351};100>;<{id=2361};100>;<{id=2391};100>;<{id=2421};100>;<{id=2431};100>;<{id=2441};100>;<{id=2461};80>;<{id=3211};90>;<{id=3221};90>;<{id=3241};20>;<{id=3601};5>;<{id=3611};80>;<{id=4101};20>;<{id=3621};30>;<{id=3622};20>;<{id=3623};10>;<{id=3631};20>;<{id=3641};40>;<{id=3651};40>;<{id=4023};30>;<{id=4024};20>;<{id=4111};30>;<{id=4121};80>;<{id=4161};80>;<{id=4171};100>;<{id=7021};5>;<{id=7081};5>;<{id=7091};5>;<{id=7101};5>;<{id=7102};5>;<{id=7111};5>;<{id=9041};50>;<{id=9051};5>;<{id=9061};5>;<{id=9071};5>;<{id=9081};5>>,{}
23005,,<<8000;100;1>;<8002;100;1>;<8004;100;1>;<8006;100;1>;<8008;100;1>;<8010;100;1>;<8012;80;1>;<8014;80;1>;<8016;80;1>;<8018;60;1>;<8020;100;1>;<8023;100;1>;<8024;100;1>;<8025;100;1>;<8026;60;1>;<8027;80;1>;<8028;40;1>;<8029;100;1>;<8030;80;1>;<8031;80;1>;<8032;80;1>;<8033;80;1>;<8034;70;1>;<8035;80;1>;<8036;100;1>;<8037;100;1>;<8038;60;1>;<8039;80;1>;<8040;80;1>;<8041;100;1>;<8042;80;1>;<8043;100;1>;<8044;50;1>;<8045;50;1>;<8046;50;1>;<8047;60;1>;<8048;50;1>;<8049;20;1>;<8050;10;1>;<8051;30;1>;<8052;10;1>;<8053;10;1>;<8054;50;1>;<8055;60;1>;<8056;70;1>;<8057;50;1>;<8058;20;1>;<8059;30;1>;<8060;40;1>;<8061;40;1>;<8062;20;1>;<521;100;1200>;<539;50;1200>>,<>,{}
23006,,<<30401;100;1>;<30402;100;1>;<30403;100;1>;<30404;100;1>;<30405;100;1>;<30406;80;1>;<30407;80;1>;<30408;80;1>;<30409;80;1>;<30410;80;1>;<30411;70;1>;<30412;70;1>;<30413;70;1>;<30414;70;1>;<30415;70;1>;<30416;60;1>;<30417;60;1>;<30418;60;1>;<30419;60;1>;<30420;60;1>;<30421;50;1>;<30422;50;1>;<30423;50;1>;<30424;50;1>;<30425;40;1>;<30426;40;1>;<30427;40;1>;<30428;40;1>;<30429;40;1>;<30430;40;1>;<30431;30;1>;<30432;30;1>;<30433;30;1>;<30434;10;1>;<30435;20;1>;<30436;20;1>;<30437;20;1>;<30438;20;1>;<30439;20;1>;<30440;20;1>;<30441;10;1>;<30442;10;1>;<30443;10;1>;<30444;10;1>;<30445;10;1>;<30446;10;1>;<30447;5;1>;<30448;5;1>;<30449;5;1>;<30450;2;1>;<30451;2;1>;<30452;2;1>;<30453;2;1>>,<>,{}
23007,,<<8016;100;1>;<8014;100;1>;<8034;100;1>;<8006;100;1>;<8010;100;1>;<8002;100;1>;<8012;100;1>;<8000;100;1>;<8028;100;1>;<8037;100;1>;<8038;100;1>;<8027;100;1>;<8033;100;1>;<8036;100;1>;<8020;100;1>;<8004;100;1>;<8029;100;1>;<8018;100;1>>,<>,{}
23008,,<<9016;60;10>;<coin10;50;500>;<16;100;80>;<453;90;500>;<529;90;1000>;<124;80;100>;<19;70;50>;<121;70;100>;<452;70;500>;<605;60;100>;<603;60;200>;<2103;50;100>;<2153;20;1>;<151;70;3000>;<152;70;100>;<937;40;1>;<501;70;20>;<850;80;2000>;<851;50;1000>;<4000;80;2000>;<6071;30;100>;<500;70;30>;<8193;20;10>;<8192;20;1>;<gold;70;5000000>;<502;30;888>;<521;20;388>;<539;20;188>;<6200;50;1>;<2194;30;1>;<6916;10;1>;<6915;5;1>;<6199;3;1>;<2192;8;1>;<2191;3;1>;<2196;50;1>;<2561;2;1>;<2562;4;1>;<2563;2;1>;<6218;2;1>;<rmb;10;100000>;<29071;80;1>;<29071;40;2>;<29071;20;3>;<29071;5;5>;<2249;3;1>;<2250;10;1>;<2251;10;1>;<2252;1;1>;<2254;5;1>>,<>,{}
23009,,<<29079;500;1>;<29079;250;2>;<29079;100;3>;<29079;50;4>;<29079;10;5>;<521;100;80>>,<<{id=9111};1>>,{}
23010,,<>,<<{id=9101};250>;<{id=9111};250>;<{id=9131};250>;<{id=9141};250>>,{}
23011,,<<rmb;100;8888>;<500;50;10>;<539;30;38>;<2566;5;1>;<521;50;50>;<4000;100;1000>;<2103;50;100>;<501;100;20>;<6050;30;4>;<2153;20;1>>,<>,{}
23012,,<<20261;50;10>;<20331;50;10>;<20391;50;10>;<20571;50;10>;<20591;50;10>;<20601;50;10>;<20631;50;10>;<20721;50;10>;<20731;50;10>;<20741;50;10>;<20881;50;10>;<21071;50;10>;<21171;50;10>;<21221;50;10>;<21231;50;10>;<21241;50;10>;<21251;50;10>;<21291;50;10>;<21311;0;10>;<21391;50;10>;<21421;50;10>;<21501;50;10>;<21811;50;10>;<22721;0;10>;<23001;50;10>;<23021;50;10>;<23141;50;10>;<23301;0;10>;<23351;50;10>;<23541;50;10>;<20001;75;10>;<20011;75;10>;<20021;75;10>;<20051;75;10>;<20091;75;10>;<20131;75;10>;<20271;75;10>;<20281;75;10>;<20301;75;10>;<20371;75;10>;<20461;75;10>;<20471;75;10>;<20481;75;10>;<20551;75;10>;<20781;75;10>;<20791;75;10>;<20801;75;10>;<21441;75;10>;<21611;75;10>;<21841;75;10>;<21861;75;10>;<22011;75;10>;<22071;75;10>;<22271;75;10>;<22301;75;10>;<22481;75;10>;<22631;75;10>;<22681;75;10>;<22871;75;10>;<23011;75;10>;<23281;75;10>;<23291;75;10>;<23341;75;10>;<23411;75;10>;<23431;75;10>;<23471;75;10>;<23501;75;10>;<20031;1000;10>;<20041;1000;10>;<20061;1000;10>;<20071;1000;10>;<20081;1000;10>;<20101;1000;10>;<20111;1000;10>;<20121;1000;10>;<20191;1000;10>;<20351;1000;10>;<20451;1000;10>;<20541;1000;10>;<21351;1000;10>;<23561;1000;10>;<20241;50;10>;<22721;50;10>;<22961;75;10>;<23511;75;10>;<21851;75;10>;<22591;75;10>;<20401;50;10>;<23001;50;10>;<22611;1000;10>;<22841;1000;10>;<20221;1000;10>;<20151;1000;10>;<22991;50;10>;<20341;1000;10>;<23661;50;10>;<21801;1000;10>;<20161;50;10>;<22031;50;10>;<20491;50;10>;<22921;75;10>;<22922;75;10>;<20891;1000;10>;<20171;1000;10>;<20231;1000;10>;<21911;50;10>;<21921;50;10>;<21931;50;10>;<22471;50;10>;<23151;50;10>;<23591;50;10>>,<>,{}
23013,,<<2249;80;1>;<2250;80;1>;<2251;80;1>;<2252;5;1>;<2253;100;1>;<2254;50;1>;<2255;50;1>;<2256;50;1>;<2257;40;1>;<2258;80;1>;<2259;30;1>;<2260;5;1>;<2564;10;1>;<2578;30;1>;<2579;10;1>;<2580;2;1>;<9016;50;100>;<521;50;1000>>,<>,{}
23014,,<<20031;100;1>;<20041;100;1>;<20061;100;1>;<20071;100;1>;<20081;100;1>;<20101;100;1>;<20111;100;1>;<20121;100;1>;<20171;100;1>;<20191;100;1>;<20231;100;1>;<20351;100;1>;<20451;100;1>;<20541;100;1>;<20891;100;1>;<21351;100;1>;<23561;100;1>;<20001;90;1>;<20011;90;1>;<20021;90;1>;<20051;90;1>;<20091;90;1>;<20131;90;1>;<20151;90;1>;<20211;90;1>;<20221;90;1>;<20271;90;1>;<20281;90;1>;<20301;90;1>;<20341;90;1>;<20371;90;1>;<20461;90;1>;<20471;90;1>;<20481;90;1>;<20551;90;1>;<20691;90;1>;<20781;90;1>;<20791;90;1>;<20801;90;1>;<21441;90;1>;<21481;90;1>;<21611;90;1>;<21641;90;1>;<21801;90;1>;<21851;90;1>;<21861;90;1>;<22011;90;1>;<22071;90;1>;<22121;90;1>;<22271;90;1>;<22301;90;1>;<22481;90;1>;<22591;90;1>;<22611;90;1>;<22631;90;1>;<22681;90;1>;<22831;90;1>;<22841;90;1>;<22871;90;1>;<22891;90;1>;<22921;90;1>;<22922;90;1>;<22961;90;1>;<23011;90;1>;<23281;90;1>;<23291;90;1>;<23341;90;1>;<23431;90;1>;<23471;90;1>;<23501;90;1>;<23511;90;1>;<20161;80;1>;<20241;80;1>;<20261;80;1>;<20331;80;1>;<20381;80;1>;<20391;80;1>;<20401;80;1>;<20491;80;1>;<20501;80;1>;<20571;80;1>;<20591;80;1>;<20601;80;1>;<20251;80;1>;<20321;80;1>;<20411;80;1>;<20431;80;1>;<20441;80;1>;<20561;80;1>;<20611;80;1>;<20631;80;1>;<20641;80;1>;<20701;80;1>;<20711;80;1>;<20721;80;1>;<20731;80;1>;<20741;80;1>;<20751;80;1>;<20771;80;1>;<20861;80;1>;<20881;80;1>;<20901;80;1>;<20971;80;1>;<21031;80;1>;<21071;80;1>;<21081;80;1>;<21171;80;1>;<21221;80;1>;<21231;80;1>;<21241;80;1>;<21251;80;1>;<21291;80;1>;<21301;80;1>;<21311;80;1>;<21391;80;1>;<21421;80;1>;<21501;80;1>;<21671;80;1>;<21771;80;1>;<21811;80;1>;<21841;80;1>;<21891;80;1>;<21901;80;1>;<21911;80;1>;<21921;80;1>;<21931;80;1>;<21941;80;1>;<21951;80;1>;<22021;80;1>;<22031;80;1>;<22041;80;1>;<22131;80;1>;<22231;80;1>;<22241;80;1>;<22371;80;1>;<22401;80;1>;<22411;80;1>;<22471;80;1>;<22491;80;1>;<22721;80;1>;<22821;80;1>;<22991;80;1>;<23001;80;1>;<23021;80;1>;<23051;80;1>;<23141;80;1>;<23151;80;1>;<23161;80;1>;<23171;80;1>;<23181;80;1>;<23191;80;1>;<23201;80;1>;<23231;80;1>;<23251;80;1>;<23301;80;1>;<23351;80;1>;<23411;80;1>;<23541;80;1>;<23591;80;1>;<23661;80;1>;<23671;80;1>;<23681;80;1>;<23771;80;1>;<23841;80;1>;<23951;80;1>;<23961;80;1>;<24031;80;1>;<24051;80;1>;<24071;80;1>;<24081;80;1>;<24131;80;1>;<24141;80;1>;<24151;80;1>;<24181;80;1>;<24191;80;1>;<24201;80;1>;<24221;80;1>;<24291;80;1>;<24301;80;1>;<24241;80;1>;<24251;80;1>;<24261;80;1>;<24271;80;1>;<24281;80;1>;<24311;80;1>;<24321;80;1>;<24331;80;1>;<24341;80;1>;<24351;80;1>;<24361;80;1>;<24371;80;1>;<24381;80;1>;<24391;80;1>;<24401;80;1>;<24411;80;1>;<24421;80;1>;<24431;80;1>;<24441;80;1>;<24451;80;1>;<24461;80;1>;<24481;80;1>;<24491;80;1>>,<>,{}
23015,,<<rmb;100;8888>;<500;50;10>;<539;30;38>;<2261;3;1>;<521;50;50>;<4000;100;1000>;<2103;50;100>;<9204;100;10>;<6050;30;4>;<2153;20;1>>,<>,{}
23016,帝牙卢卡 时拉比,<<9206;100;1>>,,
23017,帝牙卢卡 时拉比碎片库,<<9207;200;1>;<9207;100;2>;<9207;50;3>>,,
23018,雷吉奇卡斯  谢米,<<9208;100;1>>,,
23019,雷吉奇卡斯  谢米碎片库,<<9209;200;1>;<9209;100;2>;<9209;50;3>>,,
23020,裂空座 盖欧卡,<<9210;100;1>>,,
23021,裂空座 盖欧卡碎片库,<<9211;200;1>;<9211;100;2>;<9211;50;3>>,,
23022,捷克罗姆 酋雷姆,<<9212;100;1>>,,
23023,捷克罗姆 酋雷姆碎片库,<<9213;200;1>;<9213;100;2>;<9213;50;3>>,,
23024,莱希拉姆 基拉祈,<<9214;100;1>>,,
