变量名,name,name_tw,name_en,name_vn,name_kr,name_pt,name_th,icon,cardID,itemID,roleID,skinID,languages,unlockDesc,unlockDesc_tw,unlockDesc_en,unlockDesc_vn,unlockDesc_kr,unlockDesc_pt,unlockDesc_th
1081,独角犀牛,獨角犀牛,Rhyhorn,Rhyhorn,뿔카노,Rhyhorn,แรดเขาเดียว,config/portrait/speedranktouxiang/img_111_djxn@.png,491,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1082,钻角犀兽,鑽角犀獸,Rhydon,Rhydon,코뿌리,Rhydon,นอแรด,config/portrait/speedranktouxiang/img_112_zjxs@.png,492,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1083,超甲狂犀,超甲狂犀,Rhyperior,Rhyperior,거대코뿌리,Rhyperior,ซุปเปอร์อาร์เมอร์ไรโน,config/portrait/speedranktouxiang/img_464_cjkx@.png,493,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1084,角金鱼,角金魚,Goldeen,Goldeen,콘치,Goldeen,ปลาทองเขา,config/portrait/speedranktouxiang/img_118_jjy@.png,541,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1085,金鱼王,金魚王,Seaking,Seaking,왕콘치,Seaking,ราชาปลาทอง,config/portrait/speedranktouxiang/img_119_jyw@.png,542,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1086,海星星,海星星,Staryu,Staryu,별가사리,Staryu,ดาวทะเล,config/portrait/speedranktouxiang/img_120_hxx@.png,551,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1087,宝石海星,寶石海星,Starmie,Starmie,아쿠스타,Starmie,ปลาดาวอัญมณี,config/portrait/speedranktouxiang/img_121_bshx@.png,552,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1088,飞天螳螂,飛天螳螂,Scyther,Scyther,스라크,Scyther,เคียว,config/portrait/speedranktouxiang/img_123_fttl@.png,571,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1089,巨钳螳螂,巨鉗螳螂,Scizor,Scizor,핫삼,Scizor,ตั๊กแตนยักษ์,config/portrait/speedranktouxiang/img_212_jqtl@.png,572,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1090,电击怪,電擊怪,Elekid,Elekid,에레키드,Elekid,สัตว์ประหลาดไฟฟ้าช็อต,config/portrait/speedranktouxiang/img_239_djg@.png,591,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1091,电击兽,電擊獸,Electabuzz,Electabuzz,에레브,Electabuzz,เอเลบูซ,config/portrait/speedranktouxiang/img_125_djs@.png,592,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1092,电击魔兽,電擊魔獸,Electivire,Electivire,에레키블,Electivire,สัตว์ประหลาดไฟฟ้าช็อต,config/portrait/speedranktouxiang/img_466_djms@.png,593,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1093,鸭嘴宝宝,鴨嘴寶寶,Magby,Magby,마그비,Magby,ลูกเป็ดปากเป็ด,config/portrait/speedranktouxiang/img_240_yzbb@.png,601,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1094,鸭嘴火兽,鴨嘴火獸,Magmar,Magmar,마그마,Magmar,พลาตีเฮลมินท์,config/portrait/speedranktouxiang/img_126_yzhs@.png,602,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1095,鸭嘴炎兽,鴨嘴炎獸,Magmortar,Magmortar,마그마번,Magmortar,ตุ่นปากเป็ด,config/portrait/speedranktouxiang/img_467_yzys@.png,603,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1097,暴鲤龙,暴鯉龍,Gyarados,Gyarados,갸라도스,Gyarados,เกียราดอส,config/portrait/speedranktouxiang/img_130_bll@.png,631,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1098,急冻鸟,急凍鳥,Articuno,Articuno,프리져,Articuno,อาร์ติคูโน่,config/portrait/speedranktouxiang/img_144_jdn@.png,721,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1099,闪电鸟,閃電鳥,Zapdos,Zapdos,썬더,Zapdos,นกสายฟ้า,config/portrait/speedranktouxiang/img_145_sdn@.png,731,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1100,火焰鸟,火焰鳥,Moltres,Moltres,파이어,Moltres,นกเปลวไฟ,config/portrait/speedranktouxiang/img_146_hyn@.png,741,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1101,迷你龙,迷你龍,Dratini,Dratini,미뇽,Dratini,มังกรน้อย,config/portrait/speedranktouxiang/img_147_mnl@.png,751,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1102,哈克龙,哈克龍,Dragonair,Dragonair,신뇽,Dragonair,แฮครอน,config/portrait/speedranktouxiang/img_148_hkl@.png,752,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1103,快龙,快龍,Dragonite,Dragonite,망나뇽,Dragonite,ดราก้อนไนต์,config/portrait/speedranktouxiang/img_149_kl@.png,753,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1104,超梦,超夢,Mewtwo,Mewtwo,뮤츠,Mewtwo,มิวทู,config/portrait/speedranktouxiang/img_150_cm@.png,761,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1105,梦幻,夢幻,Mew,Mew,뮤,Mew,ฝัน,config/portrait/speedranktouxiang/img_151_mh@.png,771,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1106,菊草叶,菊草葉,Chikorita,Chikorita,치코리타,Chikorita,ใบเก๊กฮวย,config/portrait/speedranktouxiang/img_152_jcy@.png,781,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1107,月桂叶,月桂葉,Bayleaf,Bayleaf,베이리프,Bayleaf,ใบกระวาน,config/portrait/speedranktouxiang/img_153_ygy@.png,782,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1108,大竺葵,大竺葵,Meganium,Meganium,메가니움,Meganium,เจอเรเนียม,config/portrait/speedranktouxiang/img_154_dzk@.png,783,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1109,火球鼠,火球鼠,Cyndaquil,Cyndaquil,브케인,Cyndaquil,หนูไฟร์บอล,config/portrait/speedranktouxiang/img_155_hqs@.png,791,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1110,火岩鼠,火岩鼠,Quilava,Quilava,마그케인,Quilava,หนูหินไฟ,config/portrait/speedranktouxiang/img_156_hys@.png,792,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1111,火暴兽,火暴獸,Typhlosion,Typhlosion,블레이범,Typhlosion,สัตว์เพลิง,config/portrait/speedranktouxiang/img_157_hbs@.png,793,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1112,小锯鳄,小鋸鱷,Totodile,Totodile,리아코,Totodile,จระเข้ตัวเล็ก,config/portrait/speedranktouxiang/img_158_xje@.png,801,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1113,蓝鳄,藍鱷,Croconaw,Croconaw,엘리게이,Croconaw,จระเข้สีน้ำเงิน,config/portrait/speedranktouxiang/img_159_le@.png,802,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1114,大力鳄,大力鱷,Feraligatr,Feraligatr,장크로다일,Feraligatr,จระเข้,config/portrait/speedranktouxiang/img_160_dle@.png,803,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1115,咩利羊,咩利羊,Mareep,Mareep,메리프,Mareep,แกะตัวเมีย,config/portrait/speedranktouxiang/img_179_mly@.png,881,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1116,茸茸羊,茸茸羊,Flaaffy,Flaaffy,보송송,Flaaffy,แกะขนฟู,config/portrait/speedranktouxiang/img_180_rry@.png,882,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1117,电龙,電龍,Ampharos,Ampharos,전룡,Ampharos,มังกรไฟฟ้า,config/portrait/speedranktouxiang/img_181_dl@.png,883,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1118,超级电龙,超級電龍,Mega Ampharos,Mega Ampharos,메가전룡,Mega Ampharos,ซุปเปอร์มังกรไฟฟ้า,config/portrait/speedranktouxiang/img_181_cjdl@.png,884,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1119,露力丽,露力麗,Azurill,Azurill,루리리,Azurill,ลูลิลี,config/portrait/speedranktouxiang/img_298_lll@.png,891,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1120,玛力露,瑪力露,Marill,Marill,마릴,Marill,มาริลู,config/portrait/speedranktouxiang/img_183_mll@.png,892,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1121,玛力露丽,瑪力露麗,Azumarill,Azumarill,마릴리,Azumarill,มาริเลลลี่,config/portrait/speedranktouxiang/img_184_mlll@.png,893,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1122,赫拉克罗斯,赫拉克羅斯,Heracross,Heracross,헤라크로스,Heracross,เฮราครอส,config/portrait/speedranktouxiang/img_214_hlkls@.png,1071,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1123,狃拉,狃拉,Sneasel,Sneasel,포푸니,Sneasel,อุลา,config/portrait/speedranktouxiang/img_215_nl@.png,1081,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1124,玛狃拉,瑪狃拉,Weavile,Weavile,포푸니라,Weavile,มาจูลา,config/portrait/speedranktouxiang/img_461_mnl@.png,1082,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1125,戴鲁比,戴魯比,Houndour,Houndour,델빌,Houndour,ดาลูบี,config/portrait/speedranktouxiang/img_228_dlb@.png,1171,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1126,黑鲁加,黑魯加,Houndoom,Houndoom,헬가,Houndoom,ดาร์กไรจ์,config/portrait/speedranktouxiang/img_229_hlj@.png,1172,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1127,雷公,雷公,Raikou,Raikou,라이코,Raikou,เทพเจ้าสายฟ้า,config/portrait/speedranktouxiang/img_243_lg@.png,1221,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1128,炎帝,炎帝,Entei,Entei,앤테이,Entei,จักรพรรดิหยาน,config/portrait/speedranktouxiang/img_244_yd@.png,1231,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1129,水君,水君,Suicune,Suicune,스이쿤,Suicune,ซุยคูน,config/portrait/speedranktouxiang/img_245_sj@.png,1241,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1130,幼基拉斯,幼基拉斯,Larvitar,Larvitar,애버라스,Larvitar,คิระสาว,config/portrait/speedranktouxiang/img_246_yjls@.png,1251,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1131,沙基拉斯,沙基拉斯,Pupitar,Pupitar,데기라스,Pupitar,ชากีร่า,config/portrait/speedranktouxiang/img_247_sjls@.png,1252,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1132,班基拉斯,班基拉斯,Tyranitar,Tyranitar,마기라스,Tyranitar,บันกิรัส,config/portrait/speedranktouxiang/img_248_bjls@.png,1253,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1133,凤王,鳳王,Ho-Oh,Ho-Oh,칠색조,Ho-Oh,โห่,config/portrait/speedranktouxiang/img_250_fw@.png,1271,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1134,木守宫,木守宮,Treecko,Treecko,나무지기,Treecko,ตุ๊กแกไม้,config/portrait/speedranktouxiang/img_252_msg@.png,1291,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1135,森林蜥蜴,森林蜥蜴,Grovyle,Grovyle,나무돌이,Grovyle,จิ้งจกป่า,config/portrait/speedranktouxiang/img_253_slxy@.png,1292,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1136,蜥蜴王,蜥蜴王,Sceptile,Sceptile,나무킹,Sceptile,ราชาจิ้งจก,config/portrait/speedranktouxiang/img_254_xyw@.png,1293,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1137,水跃鱼,水躍魚,Mudkip,Mudkip,물짱이,Mudkip,ปลากระโดดน้ำ,config/portrait/speedranktouxiang/img_258_syy@.png,1311,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1138,沼跃鱼,沼躍魚,Marshtomp,Marshtomp,늪짱이,Marshtomp,ปลากระโดดหนองบึง,config/portrait/speedranktouxiang/img_259_zyy@.png,1312,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1139,巨沼怪,巨沼怪,Swampert,Swampert,대짱이,Swampert,สวอมเพิร์ต,config/portrait/speedranktouxiang/img_260_jzg@.png,1313,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1140,超级巨沼怪,超級巨沼怪,Mega Swampert,Mega Swampert,메가대짱이,Mega Swampert,เมก้าสวอมเพิร์ท,config/portrait/speedranktouxiang/img_260_cjjzg@.png,1314,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1141,莲叶童子,蓮葉童子,Lotad,Lotad,연꽃몬,Lotad,เด็กชายใบบัว,config/portrait/speedranktouxiang/img_270_lytz@.png,1351,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1142,莲帽小童,蓮帽小童,Lombre,Lombre,로토스,Lombre,หมวกดอกบัวเด็ก,config/portrait/speedranktouxiang/img_271_lmxt@.png,1352,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
