变量名,markID,_beizhu1,_beizhu2,_beizhu3,_beizhu4,star,attrType1,attrValue1,attrType2,attrValue2
2787,1861,,,,,2,10,0.08%,0,
2788,1861,,,,,3,10,0.16%,0,
2789,1861,,,,,4,10,0.24%,0,
2790,1861,,,,,5,10,0.40%,0,
2791,1861,,,,,6,10,0.56%,0,
2792,1861,,,,,7,10,0.80%,0,
2793,1861,,,,,8,10,1.04%,0,
2794,1861,,,,,9,10,1.36%,0,
2795,1861,,,,,10,10,1.68%,0,
2796,1861,,,,,11,10,2%,0,
2797,1861,,,,,12,10,2.40%,0,
2798,1861,,,,,13,10,2.80%,0,
2799,1861,,,,,14,10,3.20%,0,
2800,1861,,,,,15,10,3.60%,0,
2801,1861,,,,,16,10,4.00%,0,
2802,1861,,,,,17,10,4.50%,0,
2803,1861,,,,,18,10,5.00%,0,
2804,1871,,,,,1,0,0%,0,
2805,1871,,,,,2,0,0%,0,
2806,1871,,,,,3,0,0%,0,
2807,1871,,,,,4,0,0%,0,
2808,1871,,,,,5,0,0%,0,
2809,1871,,,,,6,0,0%,0,
2810,1871,,,,,7,0,0%,0,
2811,1871,,,,,8,0,0%,0,
2812,1871,,,,,9,0,0%,0,
2813,1871,,,,,10,0,0%,0,
2814,1871,,,,,11,0,0%,0,
2815,1871,,,,,12,0,0%,0,
2816,1881,,,,,1,0,0%,0,
2817,1881,,,,,2,0,0%,0,
2818,1881,,,,,3,0,0%,0,
2819,1881,,,,,4,0,0%,0,
2820,1881,,,,,5,0,0%,0,
2821,1881,,,,,6,0,0%,0,
2822,1881,,,,,7,0,0%,0,
2823,1881,,,,,8,0,0%,0,
2824,1881,,,,,9,0,0%,0,
2825,1881,,,,,10,0,0%,0,
2826,1881,,,,,11,0,0%,0,
2827,1881,,,,,12,0,0%,0,
2828,1891,,,,,1,8,0%,0,
2829,1891,,,,,2,8,0%,0,
2830,1891,,,,,3,8,0.10%,0,
2831,1891,,,,,4,8,0.25%,0,
2832,1891,,,,,5,8,0.40%,0,
2833,1891,,,,,6,8,0.70%,0,
2834,1891,,,,,7,8,1%,0,
2835,1891,,,,,8,8,1.30%,0,
2836,1891,,,,,9,8,1.75%,0,
2837,1891,,,,,10,8,2.20%,0,
2838,1891,,,,,11,8,2.65%,0,
2839,1891,,,,,12,8,3.25%,0,
2840,1891,,,,,13,8,3.85%,0,
2841,1891,,,,,14,8,4.45%,0,
2842,1891,,,,,15,8,5.05%,0,
2843,1891,,,,,16,8,5.65%,0,
2844,1891,,,,,17,8,6.25%,0,
2845,1891,,,,,18,8,6.85%,0,
2846,1901,,,,,1,9,0%,0,
2847,1901,,,,,2,9,0%,0,
2848,1901,,,,,3,9,0.10%,0,
2849,1901,,,,,4,9,0.25%,0,
2850,1901,,,,,5,9,0.40%,0,
2851,1901,,,,,6,9,0.70%,0,
2852,1901,,,,,7,9,1%,0,
2853,1901,,,,,8,9,1.30%,0,
2854,1901,,,,,9,9,1.75%,0,
2855,1901,,,,,10,9,2.20%,0,
2856,1901,,,,,11,9,2.65%,0,
2857,1901,,,,,12,9,3.25%,0,
2858,1901,,,,,13,9,3.85%,0,
2859,1901,,,,,14,9,4.45%,0,
2860,1901,,,,,15,9,5.05%,0,
2861,1901,,,,,16,9,5.65%,0,
2862,1901,,,,,17,9,6.25%,0,
2863,1901,,,,,18,9,6.85%,0,
2864,1911,,,,,1,9,0%,0,
2865,1911,,,,,2,9,0%,0,
2866,1911,,,,,3,9,0.10%,0,
2867,1911,,,,,4,9,0.25%,0,
2868,1911,,,,,5,9,0.40%,0,
2869,1911,,,,,6,9,0.70%,0,
2870,1911,,,,,7,9,1%,0,
2871,1911,,,,,8,9,1.30%,0,
2872,1911,,,,,9,9,1.75%,0,
2873,1911,,,,,10,9,2.20%,0,
2874,1911,,,,,11,9,2.65%,0,
2875,1911,,,,,12,9,3.25%,0,
2876,1911,,,,,13,9,3.85%,0,
2877,1911,,,,,14,9,4.45%,0,
2878,1911,,,,,15,9,5.05%,0,
2879,1911,,,,,16,9,5.65%,0,
2880,1911,,,,,17,9,6.25%,0,
2881,1911,,,,,18,9,6.85%,0,
2882,1921,,,,,1,10,0%,0,
2883,1921,,,,,2,10,0%,0,
2884,1921,,,,,3,10,0.10%,0,
2885,1921,,,,,4,10,0.25%,0,
2886,1921,,,,,5,10,0.40%,0,
2887,1921,,,,,6,10,0.70%,0,
2888,1921,,,,,7,10,1%,0,
2889,1921,,,,,8,10,1.30%,0,
2890,1921,,,,,9,10,1.75%,0,
2891,1921,,,,,10,10,2.20%,0,
2892,1921,,,,,11,10,2.65%,0,
2893,1921,,,,,12,10,3.25%,0,
2894,1921,,,,,13,10,3.85%,0,
2895,1921,,,,,14,10,4.45%,0,
2896,1921,,,,,15,10,5.05%,0,
2897,1921,,,,,16,10,5.65%,0,
2898,1921,,,,,17,10,6.25%,0,
2899,1921,,,,,18,10,6.85%,0,
2900,1931,,,,,1,9,0%,0,
2901,1931,,,,,2,9,0%,0,
2902,1931,,,,,3,9,0.10%,0,
2903,1931,,,,,4,9,0.25%,0,
2904,1931,,,,,5,9,0.40%,0,
2905,1931,,,,,6,9,0.70%,0,
2906,1931,,,,,7,9,1%,0,
2907,1931,,,,,8,9,1.30%,0,
2908,1931,,,,,9,9,1.75%,0,
2909,1931,,,,,10,9,2.20%,0,
2910,1931,,,,,11,9,2.65%,0,
2911,1931,,,,,12,9,3.25%,0,
2912,1931,,,,,13,9,3.85%,0,
2913,1931,,,,,14,9,4.45%,0,
2914,1931,,,,,15,9,5.05%,0,
2915,1931,,,,,16,9,5.65%,0,
2916,1931,,,,,17,9,6.25%,0,
2917,1931,,,,,18,9,6.85%,0,
2918,1941,,,,,1,10,0%,0,
2919,1941,,,,,2,10,0%,0,
2920,1941,,,,,3,10,0.10%,0,
2921,1941,,,,,4,10,0.25%,0,
2922,1941,,,,,5,10,0.40%,0,
2923,1941,,,,,6,10,0.70%,0,
2924,1941,,,,,7,10,1%,0,
2925,1941,,,,,8,10,1.30%,0,
2926,1941,,,,,9,10,1.75%,0,
2927,1941,,,,,10,10,2.20%,0,
2928,1941,,,,,11,10,2.65%,0,
2929,1941,,,,,12,10,3.25%,0,
2930,1941,,,,,13,10,3.85%,0,
2931,1941,,,,,14,10,4.45%,0,
2932,1941,,,,,15,10,5.05%,0,
2933,1941,,,,,16,10,5.65%,0,
2934,1941,,,,,17,10,6.25%,0,
2935,1941,,,,,18,10,6.85%,0,
2936,1951,,,,,1,8,0%,0,
2937,1951,,,,,2,8,0%,0,
2938,1951,,,,,3,8,0.10%,0,
2939,1951,,,,,4,8,0.25%,0,
2940,1951,,,,,5,8,0.40%,0,
2941,1951,,,,,6,8,0.70%,0,
2942,1951,,,,,7,8,1%,0,
2943,1951,,,,,8,8,1.30%,0,
2944,1951,,,,,9,8,1.75%,0,
2945,1951,,,,,10,8,2.20%,0,
2946,1951,,,,,11,8,2.65%,0,
2947,1951,,,,,12,8,3.25%,0,
2948,1951,,,,,13,8,3.85%,0,
2949,1951,,,,,14,8,4.45%,0,
2950,1951,,,,,15,8,5.05%,0,
2951,1951,,,,,16,8,5.65%,0,
2952,1951,,,,,17,8,6.25%,0,
2953,1951,,,,,18,8,6.85%,0,
2954,1961,,,,,1,8,0%,0,
2955,1961,,,,,2,8,0%,0,
2956,1961,,,,,3,8,0%,0,
2957,1961,,,,,4,8,0.16%,0,
2958,1961,,,,,5,8,0.48%,0,
2959,1961,,,,,6,8,0.80%,0,
2960,1961,,,,,7,8,1.44%,0,
2961,1961,,,,,8,8,2.08%,0,
2962,1961,,,,,9,8,2.72%,0,
2963,1961,,,,,10,8,3.68%,0,
2964,1961,,,,,11,8,4.64%,0,
2965,1961,,,,,12,8,5.60%,0,
2966,1961,,,,,13,8,6.56%,0,
2967,1961,,,,,14,8,7.52%,0,
2968,1961,,,,,15,8,8.48%,0,
2969,1961,,,,,16,8,9.44%,0,
2970,1961,,,,,17,8,10.40%,0,
2971,1961,,,,,18,8,11.36%,0,
2972,1971,,,,,1,9,0%,0,
2973,1971,,,,,2,9,0%,0,
2974,1971,,,,,3,9,0%,0,
2975,1971,,,,,4,9,0.16%,0,
2976,1971,,,,,5,9,0.48%,0,
2977,1971,,,,,6,9,0.80%,0,
2978,1971,,,,,7,9,1.44%,0,
2979,1971,,,,,8,9,2.08%,0,
2980,1971,,,,,9,9,2.72%,0,
2981,1971,,,,,10,9,3.68%,0,
2982,1971,,,,,11,9,4.64%,0,
2983,1971,,,,,12,9,5.60%,0,
2984,1971,,,,,13,9,6.56%,0,
2985,1971,,,,,14,9,7.52%,0,
2986,1971,,,,,15,9,8.48%,0,
2987,1971,,,,,16,9,9.44%,0,
2988,1971,,,,,17,9,10.40%,0,
2989,1971,,,,,18,9,11.36%,0,
2990,1981,,,,,1,13,0%,0,
2991,1981,,,,,2,13,0%,0,
2992,1981,,,,,3,13,0%,0,
2993,1981,,,,,4,13,0.16%,0,
2994,1981,,,,,5,13,0.48%,0,
2995,1981,,,,,6,13,0.80%,0,
2996,1981,,,,,7,13,1.44%,0,
2997,1981,,,,,8,13,2.08%,0,
2998,1981,,,,,9,13,2.72%,0,
2999,1981,,,,,10,13,3.68%,0,
3000,1981,,,,,11,13,4.64%,0,
3001,1981,,,,,12,13,5.60%,0,
3002,1981,,,,,13,13,6.56%,0,
3003,1981,,,,,14,13,7.52%,0,
3004,1981,,,,,15,13,8.48%,0,
3005,1981,,,,,16,13,9.44%,0,
3006,1981,,,,,17,13,10.40%,0,
3007,1981,,,,,18,13,11.36%,0,
3008,1991,,,,,1,13,0%,0,
3009,1991,,,,,2,13,0%,0,
3010,1991,,,,,3,13,0%,0,
3011,1991,,,,,4,13,0.16%,0,
3012,1991,,,,,5,13,0.48%,0,
3013,1991,,,,,6,13,0.80%,0,
3014,1991,,,,,7,13,1.44%,0,
3015,1991,,,,,8,13,2.08%,0,
3016,1991,,,,,9,13,2.72%,0,
3017,1991,,,,,10,13,3.68%,0,
3018,1991,,,,,11,13,4.64%,0,
3019,1991,,,,,12,13,5.60%,0,
3020,1991,,,,,13,13,6.56%,0,
3021,1991,,,,,14,13,7.52%,0,
3022,1991,,,,,15,13,8.48%,0,
3023,1991,,,,,16,13,9.44%,0,
3024,1991,,,,,17,13,10.40%,0,
3025,1991,,,,,18,13,11.36%,0,
3026,2001,,,,,1,0,0%,0,
3027,2001,,,,,2,0,0%,0,
3028,2001,,,,,3,0,0%,0,
3029,2001,,,,,4,0,0%,0,
3030,2001,,,,,5,0,0%,0,
3031,2001,,,,,6,0,0%,0,
3032,2001,,,,,7,0,0%,0,
3033,2001,,,,,8,0,0%,0,
3034,2001,,,,,9,0,0%,0,
3035,2001,,,,,10,0,0%,0,
3036,2001,,,,,11,0,0%,0,
3037,2001,,,,,12,0,0%,0,
3038,2011,,,,,1,1,0%,0,
3039,2011,,,,,2,1,0.06%,0,
3040,2011,,,,,3,1,0.11%,0,
3041,2011,,,,,4,1,0.17%,0,
3042,2011,,,,,5,1,0.28%,0,
3043,2011,,,,,6,1,0.39%,0,
3044,2011,,,,,7,1,0.56%,0,
3045,2011,,,,,8,1,0.73%,0,
3046,2011,,,,,9,1,0.95%,0,
3047,2011,,,,,10,1,1.18%,0,
3048,2011,,,,,11,1,1.40%,0,
3049,2011,,,,,12,1,1.68%,0,
3050,2011,,,,,13,1,2.00%,0,
3051,2011,,,,,14,1,2.40%,0,
3052,2011,,,,,15,1,2.80%,0,
3053,2011,,,,,16,1,3.20%,0,
3054,2011,,,,,17,1,3.80%,0,
3055,2011,,,,,18,1,4.20%,0,
3056,2021,,,,,1,7,0%,0,
3057,2021,,,,,2,7,0%,0,
3058,2021,,,,,3,7,0.10%,0,
3059,2021,,,,,4,7,0.25%,0,
3060,2021,,,,,5,7,0.40%,0,
3061,2021,,,,,6,7,0.70%,0,
3062,2021,,,,,7,7,1%,0,
3063,2021,,,,,8,7,1.30%,0,
3064,2021,,,,,9,7,1.75%,0,
3065,2021,,,,,10,7,2.20%,0,
3066,2021,,,,,11,7,2.65%,0,
3067,2021,,,,,12,7,3.25%,0,
3068,2021,,,,,13,7,3.85%,0,
3069,2021,,,,,14,7,4.45%,0,
3070,2021,,,,,15,7,5.05%,0,
3071,2021,,,,,16,7,5.65%,0,
3072,2021,,,,,17,7,6.25%,0,
3073,2021,,,,,18,7,6.85%,0,
3074,2031,,,,,1,8,0%,0,
3075,2031,,,,,2,8,0%,0,
3076,2031,,,,,3,8,0.10%,0,
3077,2031,,,,,4,8,0.25%,0,
3078,2031,,,,,5,8,0.40%,0,
3079,2031,,,,,6,8,0.70%,0,
3080,2031,,,,,7,8,1%,0,
3081,2031,,,,,8,8,1.30%,0,
3082,2031,,,,,9,8,1.75%,0,
3083,2031,,,,,10,8,2.20%,0,
3084,2031,,,,,11,8,2.65%,0,
3085,2031,,,,,12,8,3.25%,0,
3086,2031,,,,,13,8,3.85%,0,
3087,2031,,,,,14,8,4.45%,0,
3088,2031,,,,,15,8,5.05%,0,
3089,2031,,,,,16,8,5.65%,0,
3090,2031,,,,,17,8,6.25%,0,
3091,2031,,,,,18,8,6.85%,0,
3092,2041,,,,,1,0,0%,0,
3093,2041,,,,,2,0,0%,0,
3094,2041,,,,,3,0,0%,0,
3095,2041,,,,,4,0,0%,0,
3096,2041,,,,,5,0,0%,0,
3097,2041,,,,,6,0,0%,0,
3098,2041,,,,,7,0,0%,0,
3099,2041,,,,,8,0,0%,0,
3100,2041,,,,,9,0,0%,0,
3101,2041,,,,,10,0,0%,0,
3102,2041,,,,,11,0,0%,0,
3103,2041,,,,,12,0,0%,0,
3104,2051,,,,,1,0,0%,0,
3105,2051,,,,,2,0,0%,0,
3106,2051,,,,,3,0,0%,0,
3107,2051,,,,,4,0,0%,0,
3108,2051,,,,,5,0,0%,0,
3109,2051,,,,,6,0,0%,0,
3110,2051,,,,,7,0,0%,0,
3111,2051,,,,,8,0,0%,0,
3112,2051,,,,,9,0,0%,0,
3113,2051,,,,,10,0,0%,0,
3114,2051,,,,,11,0,0%,0,
3115,2051,,,,,12,0,0%,0,
3116,2061,,,,,1,0,0%,0,
3117,2061,,,,,2,0,0%,0,
3118,2061,,,,,3,0,0%,0,
3119,2061,,,,,4,0,0%,0,
3120,2061,,,,,5,0,0%,0,
3121,2061,,,,,6,0,0%,0,
3122,2061,,,,,7,0,0%,0,
3123,2061,,,,,8,0,0%,0,
3124,2061,,,,,9,0,0%,0,
3125,2061,,,,,10,0,0%,0,
3126,2061,,,,,11,0,0%,0,
3127,2061,,,,,12,0,0%,0,
3128,2071,,,,,1,7,0%,0,
3129,2071,,,,,2,7,0.08%,0,
3130,2071,,,,,3,7,0.16%,0,
3131,2071,,,,,4,7,0.24%,0,
3132,2071,,,,,5,7,0.40%,0,
3133,2071,,,,,6,7,0.56%,0,
3134,2071,,,,,7,7,0.80%,0,
3135,2071,,,,,8,7,1.04%,0,
3136,2071,,,,,9,7,1.36%,0,
3137,2071,,,,,10,7,1.68%,0,
3138,2071,,,,,11,7,2%,0,
3139,2071,,,,,12,7,2.40%,0,
3140,2071,,,,,13,7,2.80%,0,
3141,2071,,,,,14,7,3.20%,0,
3142,2071,,,,,15,7,3.60%,0,
3143,2071,,,,,16,7,4.00%,0,
3144,2071,,,,,17,7,4.50%,0,
3145,2071,,,,,18,7,5.00%,0,
3146,2081,,,,,1,0,0%,0,
3147,2081,,,,,2,0,0%,0,
3148,2081,,,,,3,0,0%,0,
3149,2081,,,,,4,0,0%,0,
3150,2081,,,,,5,0,0%,0,
3151,2081,,,,,6,0,0%,0,
3152,2081,,,,,7,0,0%,0,
3153,2081,,,,,8,0,0%,0,
3154,2081,,,,,9,0,0%,0,
3155,2081,,,,,10,0,0%,0,
3156,2081,,,,,11,0,0%,0,
3157,2081,,,,,12,0,0%,0,
3158,2091,,,,,1,0,0%,0,
3159,2091,,,,,2,0,0%,0,
3160,2091,,,,,3,0,0%,0,
3161,2091,,,,,4,0,0%,0,
3162,2091,,,,,5,0,0%,0,
3163,2091,,,,,6,0,0%,0,
3164,2091,,,,,7,0,0%,0,
3165,2091,,,,,8,0,0%,0,
3166,2091,,,,,9,0,0%,0,
3167,2091,,,,,10,0,0%,0,
3168,2091,,,,,11,0,0%,0,
3169,2091,,,,,12,0,0%,0,
3170,2101,,,,,1,0,0%,0,
3171,2101,,,,,2,0,0%,0,
3172,2101,,,,,3,0,0%,0,
3173,2101,,,,,4,0,0%,0,
3174,2101,,,,,5,0,0%,0,
3175,2101,,,,,6,0,0%,0,
3176,2101,,,,,7,0,0%,0,
3177,2101,,,,,8,0,0%,0,
3178,2101,,,,,9,0,0%,0,
3179,2101,,,,,10,0,0%,0,
3180,2101,,,,,11,0,0%,0,
3181,2101,,,,,12,0,0%,0,
3182,2111,,,,,1,0,0%,0,
3183,2111,,,,,2,0,0%,0,
3184,2111,,,,,3,0,0%,0,
3185,2111,,,,,4,0,0%,0,
3186,2111,,,,,5,0,0%,0,
3187,2111,,,,,6,0,0%,0,
3188,2111,,,,,7,0,0%,0,
3189,2111,,,,,8,0,0%,0,
3190,2111,,,,,9,0,0%,0,
3191,2111,,,,,10,0,0%,0,
3192,2111,,,,,11,0,0%,0,
3193,2111,,,,,12,0,0%,0,
3194,2121,,,,,1,0,0%,0,
3195,2121,,,,,2,0,0%,0,
3196,2121,,,,,3,0,0%,0,
3197,2121,,,,,4,0,0%,0,
3198,2121,,,,,5,0,0%,0,
3199,2121,,,,,6,0,0%,0,
3200,2121,,,,,7,0,0%,0,
3201,2121,,,,,8,0,0%,0,
3202,2121,,,,,9,0,0%,0,
3203,2121,,,,,10,0,0%,0,
3204,2121,,,,,11,0,0%,0,
3205,2121,,,,,12,0,0%,0,
3206,2131,,,,,1,0,0%,0,
3207,2131,,,,,2,0,0%,0,
3208,2131,,,,,3,0,0%,0,
3209,2131,,,,,4,0,0%,0,
3210,2131,,,,,5,0,0%,0,
3211,2131,,,,,6,0,0%,0,
3212,2131,,,,,7,0,0%,0,
3213,2131,,,,,8,0,0%,0,
3214,2131,,,,,9,0,0%,0,
3215,2131,,,,,10,0,0%,0,
3216,2131,,,,,11,0,0%,0,
3217,2131,,,,,12,0,0%,0,
3218,2141,,,,,1,0,0%,0,
3219,2141,,,,,2,0,0%,0,
3220,2141,,,,,3,0,0%,0,
3221,2141,,,,,4,0,0%,0,
3222,2141,,,,,5,0,0%,0,
3223,2141,,,,,6,0,0%,0,
3224,2141,,,,,7,0,0%,0,
3225,2141,,,,,8,0,0%,0,
3226,2141,,,,,9,0,0%,0,
3227,2141,,,,,10,0,0%,0,
3228,2141,,,,,11,0,0%,0,
3229,2141,,,,,12,0,0%,0,
3230,2151,,,,,1,0,0%,0,
3231,2151,,,,,2,0,0%,0,
3232,2151,,,,,3,0,0%,0,
3233,2151,,,,,4,0,0%,0,
3234,2151,,,,,5,0,0%,0,
3235,2151,,,,,6,0,0%,0,
3236,2151,,,,,7,0,0%,0,
3237,2151,,,,,8,0,0%,0,
3238,2151,,,,,9,0,0%,0,
3239,2151,,,,,10,0,0%,0,
3240,2151,,,,,11,0,0%,0,
3241,2151,,,,,12,0,0%,0,
3242,2161,,,,,1,0,0%,0,
3243,2161,,,,,2,0,0%,0,
3244,2161,,,,,3,0,0%,0,
3245,2161,,,,,4,0,0%,0,
3246,2161,,,,,5,0,0%,0,
3247,2161,,,,,6,0,0%,0,
3248,2161,,,,,7,0,0%,0,
3249,2161,,,,,8,0,0%,0,
3250,2161,,,,,9,0,0%,0,
3251,2161,,,,,10,0,0%,0,
3252,2161,,,,,11,0,0%,0,
3253,2161,,,,,12,0,0%,0,
3254,2171,,,,,1,0,0%,0,
3255,2171,,,,,2,0,0%,0,
3256,2171,,,,,3,0,0%,0,
3257,2171,,,,,4,0,0%,0,
3258,2171,,,,,5,0,0%,0,
3259,2171,,,,,6,0,0%,0,
3260,2171,,,,,7,0,0%,0,
3261,2171,,,,,8,0,0%,0,
3262,2171,,,,,9,0,0%,0,
3263,2171,,,,,10,0,0%,0,
3264,2171,,,,,11,0,0%,0,
3265,2171,,,,,12,0,0%,0,
3266,2181,,,,,1,0,0%,0,
3267,2181,,,,,2,0,0%,0,
3268,2181,,,,,3,0,0%,0,
3269,2181,,,,,4,0,0%,0,
3270,2181,,,,,5,0,0%,0,
3271,2181,,,,,6,0,0%,0,
3272,2181,,,,,7,0,0%,0,
3273,2181,,,,,8,0,0%,0,
3274,2181,,,,,9,0,0%,0,
3275,2181,,,,,10,0,0%,0,
3276,2181,,,,,11,0,0%,0,
3277,2181,,,,,12,0,0%,0,
3278,2191,,,,,1,0,0%,0,
3279,2191,,,,,2,0,0%,0,
3280,2191,,,,,3,0,0%,0,
3281,2191,,,,,4,0,0%,0,
3282,2191,,,,,5,0,0%,0,
3283,2191,,,,,6,0,0%,0,
3284,2191,,,,,7,0,0%,0,
3285,2191,,,,,8,0,0%,0,
3286,2191,,,,,9,0,0%,0,
3287,2191,,,,,10,0,0%,0,
3288,2191,,,,,11,0,0%,0,
3289,2191,,,,,12,0,0%,0,
3290,2201,,,,,1,0,0%,0,
3291,2201,,,,,2,0,0%,0,
3292,2201,,,,,3,0,0%,0,
3293,2201,,,,,4,0,0%,0,
3294,2201,,,,,5,0,0%,0,
3295,2201,,,,,6,0,0%,0,
3296,2201,,,,,7,0,0%,0,
3297,2201,,,,,8,0,0%,0,
3298,2201,,,,,9,0,0%,0,
3299,2201,,,,,10,0,0%,0,
3300,2201,,,,,11,0,0%,0,
3301,2201,,,,,12,0,0%,0,
3302,2211,,,,,1,0,0%,0,
3303,2211,,,,,2,0,0%,0,
3304,2211,,,,,3,0,0%,0,
3305,2211,,,,,4,0,0%,0,
3306,2211,,,,,5,0,0%,0,
3307,2211,,,,,6,0,0%,0,
3308,2211,,,,,7,0,0%,0,
3309,2211,,,,,8,0,0%,0,
3310,2211,,,,,9,0,0%,0,
3311,2211,,,,,10,0,0%,0,
3312,2211,,,,,11,0,0%,0,
3313,2211,,,,,12,0,0%,0,
3314,2221,,,,,1,0,0%,0,
3315,2221,,,,,2,0,0%,0,
3316,2221,,,,,3,0,0%,0,
3317,2221,,,,,4,0,0%,0,
3318,2221,,,,,5,0,0%,0,
3319,2221,,,,,6,0,0%,0,
3320,2221,,,,,7,0,0%,0,
3321,2221,,,,,8,0,0%,0,
3322,2221,,,,,9,0,0%,0,
3323,2221,,,,,10,0,0%,0,
3324,2221,,,,,11,0,0%,0,
3325,2221,,,,,12,0,0%,0,
3326,2231,,,,,1,10,0%,0,
3327,2231,,,,,2,10,0%,0,
3328,2231,,,,,3,10,0.10%,0,
3329,2231,,,,,4,10,0.25%,0,
3330,2231,,,,,5,10,0.40%,0,
3331,2231,,,,,6,10,0.70%,0,
3332,2231,,,,,7,10,1%,0,
3333,2231,,,,,8,10,1.30%,0,
3334,2231,,,,,9,10,1.75%,0,
3335,2231,,,,,10,10,2.20%,0,
3336,2231,,,,,11,10,2.65%,0,
3337,2231,,,,,12,10,3.25%,0,
3338,2231,,,,,13,10,3.85%,0,
3339,2231,,,,,14,10,4.45%,0,
3340,2231,,,,,15,10,5.05%,0,
3341,2231,,,,,16,10,5.65%,0,
3342,2231,,,,,17,10,6.25%,0,
3343,2231,,,,,18,10,6.85%,0,
3344,2241,,,,,1,8,0%,0,
3345,2241,,,,,2,8,0%,0,
3346,2241,,,,,3,8,0.10%,0,
3347,2241,,,,,4,8,0.25%,0,
3348,2241,,,,,5,8,0.40%,0,
3349,2241,,,,,6,8,0.70%,0,
3350,2241,,,,,7,8,1%,0,
3351,2241,,,,,8,8,1.30%,0,
3352,2241,,,,,9,8,1.75%,0,
3353,2241,,,,,10,8,2.20%,0,
3354,2241,,,,,11,8,2.65%,0,
3355,2241,,,,,12,8,3.25%,0,
3356,2241,,,,,13,8,3.85%,0,
3357,2241,,,,,14,8,4.45%,0,
3358,2241,,,,,15,8,5.05%,0,
3359,2241,,,,,16,8,5.65%,0,
3360,2241,,,,,17,8,6.25%,0,
3361,2241,,,,,18,8,6.85%,0,
3362,2251,,,,,1,0,0%,0,
3363,2251,,,,,2,0,0%,0,
3364,2251,,,,,3,0,0%,0,
3365,2251,,,,,4,0,0%,0,
3366,2251,,,,,5,0,0%,0,
3367,2251,,,,,6,0,0%,0,
3368,2251,,,,,7,0,0%,0,
3369,2251,,,,,8,0,0%,0,
3370,2251,,,,,9,0,0%,0,
3371,2251,,,,,10,0,0%,0,
3372,2251,,,,,11,0,0%,0,
3373,2251,,,,,12,0,0%,0,
3374,2261,,,,,1,0,0%,0,
3375,2261,,,,,2,0,0%,0,
3376,2261,,,,,3,0,0%,0,
3377,2261,,,,,4,0,0%,0,
3378,2261,,,,,5,0,0%,0,
3379,2261,,,,,6,0,0%,0,
3380,2261,,,,,7,0,0%,0,
3381,2261,,,,,8,0,0%,0,
3382,2261,,,,,9,0,0%,0,
3383,2261,,,,,10,0,0%,0,
3384,2261,,,,,11,0,0%,0,
3385,2261,,,,,12,0,0%,0,
3386,2271,,,,,1,7,0%,0,
3387,2271,,,,,2,7,0.08%,0,
3388,2271,,,,,3,7,0.16%,0,
3389,2271,,,,,4,7,0.24%,0,
3390,2271,,,,,5,7,0.40%,0,
3391,2271,,,,,6,7,0.56%,0,
3392,2271,,,,,7,7,0.80%,0,
3393,2271,,,,,8,7,1.04%,0,
3394,2271,,,,,9,7,1.36%,0,
3395,2271,,,,,10,7,1.68%,0,
3396,2271,,,,,11,7,2%,0,
3397,2271,,,,,12,7,2.40%,0,
3398,2271,,,,,13,7,2.80%,0,
3399,2271,,,,,14,7,3.20%,0,
3400,2271,,,,,15,7,3.60%,0,
3401,2271,,,,,16,7,4.00%,0,
3402,2271,,,,,17,7,4.50%,0,
3403,2271,,,,,18,7,5.00%,0,
3404,2281,,,,,1,0,0%,0,
3405,2281,,,,,2,0,0%,0,
3406,2281,,,,,3,0,0%,0,
3407,2281,,,,,4,0,0%,0,
3408,2281,,,,,5,0,0%,0,
3409,2281,,,,,6,0,0%,0,
3410,2281,,,,,7,0,0%,0,
3411,2281,,,,,8,0,0%,0,
3412,2281,,,,,9,0,0%,0,
3413,2281,,,,,10,0,0%,0,
3414,2281,,,,,11,0,0%,0,
3415,2281,,,,,12,0,0%,0,
3416,2291,,,,,1,0,0%,0,
3417,2291,,,,,2,0,0%,0,
3418,2291,,,,,3,0,0%,0,
3419,2291,,,,,4,0,0%,0,
3420,2291,,,,,5,0,0%,0,
3421,2291,,,,,6,0,0%,0,
3422,2291,,,,,7,0,0%,0,
3423,2291,,,,,8,0,0%,0,
3424,2291,,,,,9,0,0%,0,
3425,2291,,,,,10,0,0%,0,
3426,2291,,,,,11,0,0%,0,
3427,2291,,,,,12,0,0%,0,
3428,2301,,,,,1,13,0%,0,
3429,2301,,,,,2,13,0.08%,0,
3430,2301,,,,,3,13,0.16%,0,
3431,2301,,,,,4,13,0.24%,0,
3432,2301,,,,,5,13,0.40%,0,
3433,2301,,,,,6,13,0.56%,0,
3434,2301,,,,,7,13,0.80%,0,
3435,2301,,,,,8,13,1.04%,0,
3436,2301,,,,,9,13,1.36%,0,
3437,2301,,,,,10,13,1.68%,0,
3438,2301,,,,,11,13,2%,0,
3439,2301,,,,,12,13,2.40%,0,
3440,2301,,,,,13,13,3%,0,
3441,2301,,,,,14,13,3.20%,0,
3442,2301,,,,,15,13,4%,0,
3443,2301,,,,,16,13,4.00%,0,
3444,2301,,,,,17,13,4%,0,
3445,2301,,,,,18,13,4.80%,0,
3446,2311,,,,,1,0,0%,0,
3447,2311,,,,,2,0,0%,0,
3448,2311,,,,,3,0,0%,0,
3449,2311,,,,,4,0,0%,0,
3450,2311,,,,,5,0,0%,0,
3451,2311,,,,,6,0,0%,0,
3452,2311,,,,,7,0,0%,0,
